dossier_id,source_id,source_type_raw,year_raw,title_or_database_raw,doi_or_accession_raw,pmid_raw,url_raw
M4-FUNG-0030,S004,review,2015,"Polyketides, Toxins and Pigments in Penicillium marneffei",10.3390/toxins7114421,26529013,https://pmc.ncbi.nlm.nih.gov/articles/PMC4663511/
M4-FUNG-0030,S005,genome/organism source,2011,Draft genome sequence of Penicillium marneffei strain PM1,10.1128/EC.05255-11,22131218,https://pmc.ncbi.nlm.nih.gov/articles/PMC3232717/
M4-FUNG-0030,S006,historical pigment study,2007,Putative structure and characteristics of a red water-soluble pigment secreted by Penicillium marneffei,10.1080/13693780701261614,17654268,https://pubmed.ncbi.nlm.nih.gov/17654268/
M4-FUNG-0031,S001,database,current,MIBiG BGC0000101.5,BGC0000101.5,,https://mibig.secondarymetabolites.org/repository/BGC0000101.5/
M4-FUNG-0031,S002,taxonomy/protein database,current,Aspergillus nidulans FGSC A4 taxonomy and reviewed mdp proteins,TaxID 227321,,https://www.uniprot.org/taxonomy/227321
M4-FUNG-0031,S003,primary research,2010,Characterization of the Aspergillus nidulans Monodictyphenone Gene Cluster,10.1128/AEM.02187-09,20139316,https://pubmed.ncbi.nlm.nih.gov/20139316/
M4-FUNG-0031,S004,primary research,2011,Genome-Based Deletion Analysis Reveals the Prenyl Xanthone Biosynthesis Pathway in Aspergillus nidulans,10.1021/ja1096682,21351751,https://pubmed.ncbi.nlm.nih.gov/21351751/
M4-FUNG-0031,S005,primary research,2009,Chromatin-level regulation of biosynthetic gene clusters,10.1038/nchembio.177,19448638,https://pubmed.ncbi.nlm.nih.gov/19448638/
M4-FUNG-0031,S006,review/biochemical synthesis,2023,The 'emodin family' of fungal natural products—amalgamating a century of research with recent genomics-based advances,10.1039/D2NP00040G,36222427,https://pmc.ncbi.nlm.nih.gov/articles/PMC9890505/
M4-FUNG-0031,S007,primary biochemistry,2012,"Tautomers of anthrahydroquinones: enzymatic reduction and implications for chrysophanol, monodictyphenone, and related xanthone biosyntheses",10.1021/ja305485w,22909031,https://pubmed.ncbi.nlm.nih.gov/22909031/
M4-FUNG-0031,S008,primary biochemistry,2012,New insights into the biosynthesis of prenylated xanthones: XptB from Aspergillus nidulans catalyses an O-prenylation of xanthones,10.1002/cbic.201200545,23150454,https://pubmed.ncbi.nlm.nih.gov/23150454/
M4-FUNG-0031,S009,primary ecology/development,2021,Secondary metabolites of Hülle cells mediate protection of fungal reproductive and overwintering structures against fungivorous animals,10.7554/eLife.68058,34635205,https://elifesciences.org/articles/68058
M4-FUNG-0031,S010,compound pharmacology,2013,Emodin inhibits growth and induces apoptosis in an orthotopic hepatocellular carcinoma model by blocking activation of STAT3,NR,23848338,https://pubmed.ncbi.nlm.nih.gov/23848338/
M4-FUNG-0032,S001,database,current,MIBiG BGC0000104.4,BGC0000104.4,,https://mibig.secondarymetabolites.org/repository/BGC0000104.4/
M4-FUNG-0032,S002,taxonomy database,current,NCBI Taxonomy / UniProt — Penicillium brevicompactum,TaxID 5074,,https://www.uniprot.org/taxonomy/5074
M4-FUNG-0032,S003,primary research,2011,Molecular Basis for Mycophenolic Acid Biosynthesis in Penicillium brevicompactum,10.1128/AEM.03015-10,21398490,https://journals.asm.org/doi/10.1128/AEM.03015-10
M4-FUNG-0032,S004,primary research,2012,Involvement of a Natural Fusion of a Cytochrome P450 and a Hydrolase in Mycophenolic Acid Biosynthesis,10.1128/AEM.07955-11,22544261,https://journals.asm.org/doi/10.1128/AEM.07955-11
M4-FUNG-0032,S005,primary research,2012,Adaptive evolution of drug targets in producer and non-producer organisms,10.1042/BJ20111278,21916847,https://portlandpress.com/biochemj/article/441/1/219/79856/Adaptive-evolution-of-drug-targets-in-producer-and
M4-FUNG-0032,S006,primary research,2019,Compartmentalized biosynthesis of mycophenolic acid,10.1073/pnas.1821932116,31209052,https://www.pnas.org/doi/10.1073/pnas.1821932116
M4-FUNG-0032,S007,primary biochemistry,2021,Structural basis for substrate specificity of the peroxisomal acyl-CoA hydrolase MpaH' involved in mycophenolic acid biosynthesis,10.1111/febs.15874,33843134,https://pubmed.ncbi.nlm.nih.gov/33843134/
M4-FUNG-0032,S008,primary biochemistry,2024,Structural basis for substrate flexibility of the O-methyltransferase MpaG' involved in mycophenolic acid biosynthesis,10.1002/pro.5144,39150221,https://pubmed.ncbi.nlm.nih.gov/39150221/
M4-FUNG-0032,S009,primary comparative research,2016,Identification and Functional Analysis of the Mycophenolic Acid Gene Cluster of Penicillium roqueforti,10.1371/journal.pone.0147047,26751579,https://europepmc.org/article/pmc/4708987
M4-FUNG-0032,S010,compound database,current,PubChem — Mycophenolic acid,CID 446541,,https://pubchem.ncbi.nlm.nih.gov/compound/446541
M4-FUNG-0032,S011,taxonomy/ecology review,2014,Identification and nomenclature of the genus Penicillium,10.3114/sim.2014.78.01,,https://pmc.ncbi.nlm.nih.gov/articles/PMC4261876/
M4-FUNG-0033,S001,database,current,MIBiG BGC0000107.3,BGC0000107.3,,https://mibig.secondarymetabolites.org/repository/BGC0000107.3/
M4-FUNG-0033,S002,taxonomy/protein database,current,Aspergillus nidulans FGSC A4 taxonomy / WA protein,TaxID 227321; UniProt Q03149,,https://www.uniprot.org/uniprotkb/Q03149/entry
M4-FUNG-0033,S003,primary research,1992,The developmentally regulated Aspergillus nidulans wA gene encodes a polypeptide homologous to polyketide and fatty acid synthases,10.1007/BF00279362,1465094,https://link.springer.com/article/10.1007/BF00279362
M4-FUNG-0033,S004,primary research,1999,Re-identification of Aspergillus nidulans wA gene to code for a polyketide synthase of naphthopyrone,10.1016/S0040-4039(98)80027-0,,https://www.sciencedirect.com/science/article/pii/S0040403998800270
M4-FUNG-0033,S005,primary research,1980,Developmental Regulation of Laccase Levels in Aspergillus nidulans,10.1128/JB.144.2.509-517.1980,7000747,https://journals.asm.org/doi/10.1128/jb.144.2.509-517.1980
M4-FUNG-0033,S006,primary research,1993,The Aspergillus nidulans yA gene is regulated by abaA,10.1002/j.1460-2075.1993.tb05853.x,8491194,https://pmc.ncbi.nlm.nih.gov/articles/PMC413426/
M4-FUNG-0033,S007,primary research,1990,Isolation and molecular characterization of the Aspergillus nidulans wA gene,10.1093/genetics/126.1.73,2227390,https://pubmed.ncbi.nlm.nih.gov/2227390/
M4-FUNG-0033,S008,primary research,2024,Identification of the chaA and fwA Spore Color Genes of Aspergillus nidulans,10.3390/jof10020104,38392776,https://pmc.ncbi.nlm.nih.gov/articles/PMC10890192/
M4-FUNG-0033,S009,primary research,1989,Molecular characterization of the Aspergillus nidulans yA locus,10.1093/genetics/121.2.249,2659435,https://pubmed.ncbi.nlm.nih.gov/2659435/
M4-FUNG-0033,S010,review,1998,Asexual Sporulation in Aspergillus nidulans,10.1128/MMBR.62.1.35-54.1998,9529886,https://pmc.ncbi.nlm.nih.gov/articles/PMC98905/
M4-FUNG-0033,S011,primary biochemical context,2021,Novel angular naphthopyrone formation by Arp1p in the biosynthesis of DHN melanin,10.1016/j.jbc.2021.101437,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8612989/
M4-FUNG-0033,S012,compound database,current,Natural Products Atlas — YWA1,NPA033448,,https://www.npatlas.org/explore/compounds/NPA033448
M4-FUNG-0034,S001,database,current,MIBiG BGC0000120.5,BGC0000120.5,,https://mibig.secondarymetabolites.org/repository/BGC0000120.5/index.html
M4-FUNG-0034,S002,sequence/taxonomy database,current,NCBI — KF899892.1 / Penicillium expansum NRRL35695,KF899892.1,,https://www.ncbi.nlm.nih.gov/nuccore/KF899892
M4-FUNG-0034,S003,primary research,2014,"Sequencing, physical organization and kinetic expression of the patulin biosynthetic gene cluster from Penicillium expansum",10.1016/j.ijfoodmicro.2014.07.028,25120234,https://pubmed.ncbi.nlm.nih.gov/25120234/
M4-FUNG-0034,S004,primary research,2016,Patulin is a cultivar-dependent aggressiveness factor favouring the colonization of apples by Penicillium expansum,10.1111/mpp.12338,26582186,https://pubmed.ncbi.nlm.nih.gov/26582186/
M4-FUNG-0034,S005,primary research,2014,The gene PatG involved in patulin biosynthesis encodes a 6-methylsalicylic acid decarboxylase,10.1016/j.ijfoodmicro.2013.11.020,24334092,https://pubmed.ncbi.nlm.nih.gov/24334092/
M4-FUNG-0034,S006,primary research,2019,"Dissection of patulin biosynthesis, spatial control and regulation mechanism in Penicillium expansum",10.1111/1462-2920.14542,30680886,https://pubmed.ncbi.nlm.nih.gov/30680886/
M4-FUNG-0034,S007,primary comparative/genome research,2015,Genomic Characterization Reveals Insights Into Patulin Biosynthesis and Pathogenicity in Penicillium Species,10.1094/MPMI-12-14-0398-FI,25625822,https://apsjournals.apsnet.org/doi/10.1094/MPMI-12-14-0398-FI
M4-FUNG-0034,S008,review,2022,Subcellular localization of fungal specialized metabolites,10.1186/s40694-022-00140-z,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9134587/
M4-FUNG-0034,S009,primary toxicology,2017,Patulin transformation products and last intermediates E- and Z-ascladiol are not toxic to human cells,10.1007/s00204-016-1900-4,27913847,https://pubmed.ncbi.nlm.nih.gov/27913847/
M4-FUNG-0034,S010,primary research,2021,"Effect of Ambient pH on Growth, Pathogenicity, and Patulin Production of Penicillium expansum",10.3390/toxins13080550,34437421,https://pmc.ncbi.nlm.nih.gov/articles/PMC8402621/
M4-FUNG-0035,S001,database,current,MIBiG BGC0000121.3,BGC0000121.3,,https://mibig.secondarymetabolites.org/repository/BGC0000121.3/index.html
M4-FUNG-0035,S002,taxonomy/protein database,current,UniProt — Pestalotiopsis fici W106-1 / CGMCC3.15140,TaxID 1229662,,https://www.uniprot.org/taxonomy/1229662
M4-FUNG-0035,S003,primary research,2014,Identification of the First Diphenyl Ether Gene Cluster for Pestheic Acid Biosynthesis in Plant Endophyte Pestalotiopsis fici,10.1002/cbic.201300626,24302702,https://pubmed.ncbi.nlm.nih.gov/24302702/
M4-FUNG-0035,S004,primary genome/transcriptome research,2015,Genomic and transcriptomic analysis of the endophytic fungus Pestalotiopsis fici reveals its lifestyle and high potential for synthesis of natural products,NR,25623211,https://pubmed.ncbi.nlm.nih.gov/25623211/
M4-FUNG-0035,S005,review/mechanistic synthesis,2023,The 'emodin family' of fungal natural products—amalgamating a century of research with recent genomics-based advances,10.1039/D2NP00040G,36222427,https://pmc.ncbi.nlm.nih.gov/articles/PMC9890505/
M4-FUNG-0035,S006,review/primary-synthesis,2022,Halogenation in Fungi: What Do We Know and What Remains to Be Discovered?,10.3390/molecules27103157,,https://www.mdpi.com/1420-3049/27/10/3157
M4-FUNG-0035,S007,compound databases,current,PubChem / KNApSAcK — RES-1214-2 / pestheic acid,CID 9842980; CAS 165905-02-2,,https://pubchem.ncbi.nlm.nih.gov/compound/9842980
M4-FUNG-0035,S008,review/pathway chemistry,2022,Halogenase-targeted and fungal-halogenation literature for PtaM,PtaM pathway context,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9598291/
M4-FUNG-0035,S009,primary compound-bioactivity research,1995,"RES-1214-1 and -2, novel non-peptidic endothelin type A receptor antagonists produced by Pestalotiopsis sp.",NR,8557594,https://pubmed.ncbi.nlm.nih.gov/8557594/
M4-FUNG-0035,S010,primary natural-products research,2008,"Chloropupukeananin, the first chlorinated pupukeanane derivative and its precursors from Pestalotiopsis fici",10.1021/ol800136t,18314997,https://pubmed.ncbi.nlm.nih.gov/18314997/
M4-FUNG-0035,S011,taxonomy literature,2023,Morphological and phylogenetic analyses of Pestalotiopsis / Sporocadaceae,taxonomy synthesis,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10385101/
M4-FUNG-0035,S012,natural-product/endophyte review,2011,Bioactive metabolites from the plant endophyte Pestalotiopsis fici,10.1080/21501203.2011.562248,,https://www.tandfonline.com/doi/full/10.1080/21501203.2011.562248
M4-FUNG-0035,S013,chemical nomenclature source,2012,3′-Demethyldihydromaldoxin and dihydromaldoxin,10.1038/ja.2012.46,,https://www.nature.com/articles/ja201246
M4-FUNG-0035,S014,review,2021,Current State and Future Directions of Genetics and Genomics of Endophytic Fungi,10.3389/fbioe.2021.649906,,https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2021.649906/full
M4-FUNG-0035,S015,comparative BGC study,2022,Halogenase-Targeted Genome Mining Leads to the Discovery of Pestalachlorides,10.3390/antibiotics11101304,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9598291/
M4-FUNG-0035,S016,comparative methyltransferase evidence,2025,Functional characterization of fungal O-methyltransferases including PtaI,NR,,https://www.sciencedirect.com/science/article/abs/pii/S014181302509614X
M4-FUNG-0035,S017,antiSMASH annotation,current,antiSMASH-generated annotation for BGC0000121,BGC0000121.3,,https://mibig.secondarymetabolites.org/repository/BGC0000121.3/generated/index.html
M4-FUNG-0035,S018,reviewed protein annotation,current,UniProt — PtaR3 pestheic-acid-cluster transcriptional regulator 3,A0A067XMT7,,https://www.uniprot.org/uniprotkb/A0A067XMT7/entry
M4-FUNG-0035,S019,structure/function annotation resource,current,BGC functional-annotation database — PtaJ,AGO59039.1 / A0A067XMK8,,https://sr.iu.a.u-tokyo.ac.jp/db/pdb.pl?mibig_accession=BGC0000121&protein_id=AGO59039.1
M4-FUNG-0036,S001,database,current,MIBiG BGC0000129.3,BGC0000129.3,,https://mibig.secondarymetabolites.org/repository/BGC0000129.3/
M4-FUNG-0036,S002,genome/taxonomy,current,A. fumigatus Af293,CM000174.1; TaxID 330879,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=330879
M4-FUNG-0036,S003,primary research,2010,Pyripyropene A biosynthesis in Aspergillus fumigatus,10.1038/nchem.764,20861902,https://pubmed.ncbi.nlm.nih.gov/20861902/
M4-FUNG-0036,S004,primary comparative research,2010s,Pyr3/Pyr9 late hydroxylation in P. coprobium,NR,,
M4-FUNG-0036,S005,primary comparative research,2010s,Pyr7/Pyr8 acetyltransferase chemistry in P. coprobium,NR,,
M4-FUNG-0036,S006,primary compound research,1994,Pyripyropenes as ACAT inhibitors,10.7164/antibiotics.47.148,8150709,https://pubmed.ncbi.nlm.nih.gov/8150709/
M4-FUNG-0036,S008,primary research,2025,A. fumigatus pyripyropene in dual biofilms with P. aeruginosa,10.1128/mbio.00363-25,40094363,https://pubmed.ncbi.nlm.nih.gov/40094363/
M4-FUNG-0037,S001,database,current,MIBiG BGC0000134.3,BGC0000134.3,,https://mibig.secondarymetabolites.org/repository/BGC0000134.3/
M4-FUNG-0037,S002,taxonomy database,current,NCBI Taxonomy — Pochonia chlamydosporia,TaxID 280754,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=280754
M4-FUNG-0037,S003,primary research,2008,Genes for the Biosynthesis of the Fungal Polyketides Hypothemycin and Radicicol,10.1128/AEM.00478-08,18567690,https://pubmed.ncbi.nlm.nih.gov/18567690/
M4-FUNG-0037,S004,primary research,2010,Insights into Radicicol Biosynthesis via Heterologous Synthesis of Intermediates and Analogs,10.1074/jbc.M110.183574,20961859,https://pubmed.ncbi.nlm.nih.gov/20961859/
M4-FUNG-0037,S005,primary biochemistry,2010,A Novel Fungal Flavin-Dependent Halogenase for Natural Product Biosynthesis,10.1002/cbic.201000439,,https://chemistry-europe.onlinelibrary.wiley.com/doi/10.1002/cbic.201000439
M4-FUNG-0037,S006,primary research,2011,Specific inhibition of the halogenase for radicicol biosynthesis by bromide at the transcriptional level,10.1007/s10529-010-0427-1,20931351,https://pubmed.ncbi.nlm.nih.gov/20931351/
M4-FUNG-0037,S007,primary comparative research,2008,Functional Characterization of Radicicol Biosynthesis from Chaetomium chiversii,10.1016/j.chembiol.2008.10.006,,https://www.sciencedirect.com/science/article/pii/S1074552108004080
M4-FUNG-0037,S008,primary natural-products/ecology context,2019,Antibacterial Radicicol Analogues from Pochonia chlamydosporia and Their Biosynthetic Gene Cluster,10.1021/acs.jafc.9b01977,,https://pubs.acs.org/doi/10.1021/acs.jafc.9b01977
M4-FUNG-0037,S009,review,2022,Halogenation in Fungi: What Do We Know and What Remains to Be Discovered?,review,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9144378/
M4-FUNG-0038,S001,database,current,MIBiG BGC0000146.3,BGC0000146.3,,https://mibig.secondarymetabolites.org/repository/BGC0000146.3/index.html
M4-FUNG-0038,S002,taxonomy database,current,Alternaria solani taxonomy / UniProt taxon,TaxID 48100,,https://pubchem.ncbi.nlm.nih.gov/taxonomy/48100
M4-FUNG-0038,S003,primary research,2010,"Solanapyrone synthase, a possible Diels-Alderase and iterative type I polyketide synthase encoded in a biosynthetic gene cluster from Alternaria solani",10.1002/cbic.201000173,20486243,https://pubmed.ncbi.nlm.nih.gov/20486243/
M4-FUNG-0038,S004,primary research,2015,Functional Analyses of the Diels-Alderase Gene sol5 of Ascochyta rabiei and Alternaria solani Indicate that the Solanapyrone Phytotoxins Are Not Required for Pathogenicity,10.1094/MPMI-08-14-0234-R,25372118,https://pubmed.ncbi.nlm.nih.gov/25372118/
M4-FUNG-0038,S005,primary comparative research,2015,A Novel Type Pathway-Specific Regulator and Dynamic Genome Environments of a Solanapyrone Biosynthesis Gene Cluster in the Fungus Ascochyta rabiei,10.1128/EC.00084-15,26342019,https://journals.asm.org/doi/10.1128/ec.00084-15
M4-FUNG-0038,S006,primary research,2016,Reconstitution of biosynthetic machinery of fungal polyketides: unexpected oxidations of biosynthetic intermediates by expression host,10.1080/09168451.2015.1104234,26539980,https://academic.oup.com/bbb/article-abstract/80/3/426/5939077
M4-FUNG-0038,S007,reviewed protein annotations,current,UniProt reviewed Sol1/Sol2/Sol5/Sol6 pathway annotations,D7UQ44; D7UQ43; D7UQ40; D7UQ39,,https://www.uniprot.org/uniprotkb/D7UQ40/entry
M4-FUNG-0038,S008,primary isotope/biosynthetic chemistry,1989,"Biosynthesis of solanapyrone A, a phytotoxin of Alternaria solani",10.1039/C39890001282,,https://pubs.rsc.org/en/content/articlelanding/1989/c3/c39890001282
M4-FUNG-0038,S009,review,2024,[4 + 2] Cycloaddition-Derived Polyketides of Fungal Origin,10.1021/acs.jnatprod.4c00818,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11686517/
M4-FUNG-0038,S010,review,2024,Alternaria diseases on potato and tomato,review,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10933620/
M4-FUNG-0039,S001,database,current,MIBiG BGC0000152.3,BGC0000152.3,,https://mibig.secondarymetabolites.org/repository/BGC0000152.3/
M4-FUNG-0039,S002,taxonomy database,current,NCBI Taxonomy — Aspergillus nidulans,TaxID 162425,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=162425
M4-FUNG-0039,S003,primary research,1996,Twenty-five coregulated transcripts define a sterigmatocystin gene cluster in Aspergillus nidulans,10.1073/pnas.93.4.1418,8643646,https://pubmed.ncbi.nlm.nih.gov/8643646/
M4-FUNG-0039,S004,primary research,1995,"stcS, a putative P-450 monooxygenase, is required for conversion of versicolorin A to sterigmatocystin",10.1128/AEM.61.10.3628-3632.1995,7486998,https://pubmed.ncbi.nlm.nih.gov/7486998/
M4-FUNG-0039,S005,primary research,1995,Sterigmatocystin biosynthesis in Aspergillus nidulans requires a novel type I polyketide synthase,10.1128/jb.177.16.4792-4800.1995,7642507,https://pubmed.ncbi.nlm.nih.gov/7642507/
M4-FUNG-0039,S006,primary research,1999,Aspergillus nidulans mutants defective in stc gene cluster regulation,10.1093/genetics/153.2.715,10511551,https://pubmed.ncbi.nlm.nih.gov/10511551/
M4-FUNG-0039,S007,review/comparative synthesis,2012,Genetics of Polyketide Metabolism in Aspergillus nidulans,review,,https://pmc.ncbi.nlm.nih.gov/articles/PMC3901194/
M4-FUNG-0039,S008,primary research,1996,Aspergillus nidulans stcP encodes an O-methyltransferase required for sterigmatocystin biosynthesis,10.1128/aem.62.11.4296-4298.1996,8900026,https://pubmed.ncbi.nlm.nih.gov/8900026/
M4-FUNG-0039,S009,primary research,2003,The expression of sterigmatocystin and penicillin genes is controlled by veA,10.1128/EC.2.6.1178-1186.2003,14665453,https://pubmed.ncbi.nlm.nih.gov/14665453/
M4-FUNG-0039,S010,primary research,2000,Requirement of Monooxygenase-Mediated Steps for Sterigmatocystin Biosynthesis by Aspergillus nidulans,10.1128/AEM.66.1.359-362.2000,10618248,https://pmc.ncbi.nlm.nih.gov/articles/PMC91830/
M4-FUNG-0039,S011,primary research,2010,Cross-talk between light and glucose regulation controls toxin production and morphogenesis in Aspergillus nidulans,10.1016/j.fgb.2010.08.007,,https://pmc.ncbi.nlm.nih.gov/articles/PMC2982864/
M4-FUNG-0039,S012,primary research,2004,"LaeA, a Regulator of Secondary Metabolism in Aspergillus spp.",10.1128/EC.3.2.527-535.2004,15075281,https://pmc.ncbi.nlm.nih.gov/articles/PMC387652/
M4-FUNG-0039,S013,primary research,2006,Aspergillus nidulans VeA subcellular localization is dependent on importin alpha and light,10.1111/j.1365-2958.2006.05506.x,17163983,https://pubmed.ncbi.nlm.nih.gov/17163983/
M4-FUNG-0039,S014,primary research,1998,Sequence-specific binding by Aspergillus nidulans AflR,10.1046/j.1365-2958.1998.00907.x,9680223,https://pubmed.ncbi.nlm.nih.gov/9680223/
M4-FUNG-0039,S015,primary research,1996,Aspergillus has distinct fatty acid synthases for primary and secondary metabolism,10.1073/pnas.93.25.14873,8962148,https://pmc.ncbi.nlm.nih.gov/articles/PMC26229/
M4-FUNG-0039,S016,primary research,1997,Aspergillus nidulans stcL encodes a putative cytochrome P-450 monooxygenase required for bisfuran desaturation during aflatoxin/sterigmatocystin biosynthesis,10.1074/jbc.272.3.1589,8999832,https://pubmed.ncbi.nlm.nih.gov/8999832/
M4-FUNG-0039,S017,primary research,1994,Aspergillus nidulans verA is required for production of sterigmatocystin,10.1128/AEM.60.5.1444-1450.1994,8017929,https://pubmed.ncbi.nlm.nih.gov/8017929/
M4-FUNG-0039,S018,reviewed protein database,current,UniProt — StcA sequence caution,Q12397,,https://www.uniprot.org/uniprotkb/Q12397/entry
M4-FUNG-0039,S019,primary research,2026,Functional analysis of stcX narrowed down the region of the sterigmatocystin biosynthetic gene cluster in Aspergillus nidulans,10.47371/mycosci.2026.02.001,NR,https://www.jstage.jst.go.jp/article/mycosci/67/3/67_MYC698/_html/-char/en
M4-FUNG-0040,S001,database,current,MIBiG BGC0000154.4,BGC0000154.4,,https://mibig.secondarymetabolites.org/repository/BGC0000154.4/
M4-FUNG-0040,S002,taxonomy/genome database,current,NCBI/UniProt — Talaromyces stipitatus ATCC 10500,TaxID 441959; EQ962655.1,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=441959
M4-FUNG-0040,S003,primary research,2012,"Genetic, molecular, and biochemical basis of fungal tropolone biosynthesis",10.1073/pnas.1201469109,22508998,https://pubmed.ncbi.nlm.nih.gov/22508998/
M4-FUNG-0040,S004,primary research,2014,The biosynthesis and catabolism of the maleic anhydride moiety of stipitatonic acid,10.1002/anie.201403450,24863423,https://pubmed.ncbi.nlm.nih.gov/24863423/
M4-FUNG-0040,S005,primary biochemistry,2015,Kinetic characterisation of the FAD dependent monooxygenase TropB and investigation of its biotransformation potential,10.1039/C5RA06693J,,https://pubs.rsc.org/en/content/articlelanding/2015/ra/c5ra06693j
M4-FUNG-0040,S006,protein/orthology databases,current,Curated TropB–TropK and TropG annotations,TSTA_117720–117860,,https://www.uniprot.org/uniprotkb/B8M9K0/entry
M4-FUNG-0040,S007,primary mechanistic research,2025,Radical Ring Expansion Catalyzed by an α-Ketoglutarate-Dependent Dioxygenase in the Biosynthesis of Tropolones,10.1021/jacs.5c11241,40838432,https://pubmed.ncbi.nlm.nih.gov/40838432/
M4-FUNG-0040,S008,review,2024,Academic information of puberulic acid detected in red yeast rice supplements,10.2520/myco.74-2-3,,https://www.jstage.jst.go.jp/article/myco/74/2/74_74-2-3/_article
M4-FUNG-0040,S009,compound database,current,PubChem — Stipitatic acid,CID 20501,,https://pubchem.ncbi.nlm.nih.gov/compound/20501
M4-FUNG-0040,S010,organism-context primary research,2022,"Talaromyces stipitatus, a novel agent causing superficial mycosis: a case report",10.1016/j.micinf.2021.104887,34536577,https://pubmed.ncbi.nlm.nih.gov/34536577/
M4-FUNG-0040,S011,pathway database,current,MetaCyc — stipitatic acid biosynthesis,stipitatate biosynthesis,,https://metacyc.org/
M4-FUNG-0041,S001,database/ledger,current,MIBiG/Atlas BGC0000155.2 retired,BGC0000155.2,,https://mibig.secondarymetabolites.org/repository/BGC0000155/
M4-FUNG-0041,S002,taxonomy/genome,current,Bipolaris maydis C4 / Cochliobolus heterostrophus,TaxID 665024,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=665024
M4-FUNG-0041,S003,primary research,1996,PKS1 molecular genetics links T-toxin production and high virulence,10.1105/tpc.8.11.2139,8953776,https://pubmed.ncbi.nlm.nih.gov/8953776/
M4-FUNG-0041,S004,primary research,2002,DEC1/RED1 Tox1B genetics,10.1094/MPMI.2002.15.9.883,12236595,https://pubmed.ncbi.nlm.nih.gov/12236595/
M4-FUNG-0041,S005,primary research,2006,Two PKSs are required for T-toxin biosynthesis,10.1094/MPMI-19-0139,16529376,https://pubmed.ncbi.nlm.nih.gov/16529376/
M4-FUNG-0041,S006,primary research,2010,Six new genes required for production of T-toxin,10.1094/MPMI-23-4-0458,20192833,https://pubmed.ncbi.nlm.nih.gov/20192833/
M4-FUNG-0041,S007,primary research,2012,"ChLae1 and ChVel1 regulate T-toxin, virulence and development",10.1371/journal.ppat.1002542,22383877,https://pubmed.ncbi.nlm.nih.gov/22383877/
M4-FUNG-0041,S008,primary evolutionary research,2018,Tox1 evolutionary context and TOX10,10.1094/MPMI-03-18-0070-R,29792566,https://pubmed.ncbi.nlm.nih.gov/29792566/
M4-FUNG-0041,S009,primary research,2023,T-Toxin Virulence Genes: Unconnected Dots in a Sea of Repeats,10.1128/mbio.00261-23,36883814,https://pubmed.ncbi.nlm.nih.gov/36883814/
M4-FUNG-0041,S010,primary supplementary dataset,2023,Haridas et al. Table S3 — C4 Tox1 coordinates,10.1128/mbio.00261-23,,
M4-FUNG-0041,S011,primary host genetics,1989,Mutations in maize mitochondrial T-urf13 eliminate pathotoxin sensitivity,10.1073/pnas.86.12.4435,2660137,https://pubmed.ncbi.nlm.nih.gov/2660137/
M4-FUNG-0041,S012,historical structural chemistry,historical,T-toxin chain-length family,NR,,
M4-FUNG-0041,S013,host/toxin mechanism,historical,URF13/T-toxin mitochondrial mechanism,NR,,
M4-FUNG-0042,S001,database,current,MIBiG BGC0000156.5,BGC0000156.5,,https://mibig.secondarymetabolites.org/repository/BGC0000156.5/
M4-FUNG-0042,S002,taxonomy/genome database,current,NCBI Taxonomy / genome — Aspergillus niger ATCC 1015,TaxID 380704; GCA_000230395.2,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=380704
M4-FUNG-0042,S003,primary research,2011,Comparative Characterization of Fungal Anthracenone and Naphthacenedione Biosynthetic Pathways Reveals an α-Hydroxylation-Dependent Claisen-Like Cyclization Catalyzed by a Dimanganese Thioesterase,10.1021/ja206906d,21866960,https://pubmed.ncbi.nlm.nih.gov/21866960/
M4-FUNG-0042,S004,primary compound research,1995,"BMS-192548, a tetracyclic binding inhibitor of neuropeptide Y receptors, from Aspergillus niger WB2346. I. Taxonomy, fermentation, isolation and biological activity",NR,7490206,https://pubmed.ncbi.nlm.nih.gov/7490206/
M4-FUNG-0042,S005,primary compound research,1995,"BMS-192548, a tetracyclic binding inhibitor of neuropeptide Y receptors, from Aspergillus niger WB2346. II. Physico-chemical properties and structural characterization",NR,7490207,https://pubmed.ncbi.nlm.nih.gov/7490207/
