strain_key,organism_key,strain_label_raw,dossier_id_first_seen,role_first_seen
STR_8352baf5034d,NCBITAXON:227321,yA mutant and yA31 temperature-sensitive strains,M4-FUNG-0033,experiment
STR_dcaad35a03be,NCBITAXON:227321,yA promoter/abaA regulatory strains,M4-FUNG-0033,experiment
STR_92707e82bd0d,NCBITAXON:227321,clean chaA and fwA deletion/complementation strains,M4-FUNG-0033,experiment
STR_a16c1c658cb2,NCBITAXON:227321,wA/yA/chaA/fwA double/triple deletion combinations,M4-FUNG-0033,experiment
STR_f705f0a94320,NCBITAXON:27334,NRRL 35695,M4-FUNG-0034,primary
STR_673679562bd0,NCBITAXON:27334,P. expansum NRRL35695,M4-FUNG-0034,experiment
STR_5786e70caa9b,NCBITAXON:27334,WT vs ΔpatL/complement,M4-FUNG-0034,experiment
STR_19325e804061,NCBITAXON:27334,systematic 15-gene knockout panel,M4-FUNG-0034,experiment
STR_d3be486536f1,NCBITAXON:27334,eGFP-tagged Pat proteins,M4-FUNG-0034,experiment
STR_d9436f598205,NCBITAXON:27334,ΔpatE and signal-peptide-deficient PatE rescue,M4-FUNG-0034,experiment
STR_7f7880f6ccfa,NCBITAXON:27334,WT and velvet-family mutants,M4-FUNG-0034,experiment
STR_67eea1276031,NCBITAXON:27334,P. expansum across ambient-pH conditions,M4-FUNG-0034,experiment
STR_dfe58d0a00ae,NCBITAXON:1229662,W106-1 / CGMCC3.15140,M4-FUNG-0035,primary
STR_eb2f40d0a021,NCBITAXON:1229662,P. fici W106-1 WT vs ptaA disruption,M4-FUNG-0035,experiment
STR_c68bce54a06e,NCBITAXON:1229662,W106-1 WT vs ptaE disruption,M4-FUNG-0035,experiment
STR_3ff2151dad3e,NCBITAXON:1229662,W106-1 WT vs ptaM disruption,M4-FUNG-0035,experiment
STR_8e0d77e3d4c0,NCBITAXON:1229662,W106-1 fermentation transcription/metabolite series,M4-FUNG-0035,experiment
STR_c0e8465dc49d,NCBITAXON:1229662,comparative emodin-family pathway analysis,M4-FUNG-0035,experiment
STR_2d3774c0be90,NCBITAXON:1229662,PtaM substrate-order analysis from primary/reviewed pathway evidence,M4-FUNG-0035,experiment
STR_8f386b00de9d,NCBITAXON:1229662,Pestalotiopsis sp. RE-1214 compound-bioactivity assay,M4-FUNG-0035,experiment
STR_747359f7f588,NCBITAXON:330879,Af293,M4-FUNG-0036,primary
STR_94c725f0fd09,NCBITAXON:330879,F37 genes in A. oryzae M-2-3,M4-FUNG-0036,experiment
STR_bcb9ad497eee,NCBITAXON:330879,P. coprobium PF1169 homolog systems,M4-FUNG-0036,experiment
STR_29436edd9f2e,NCBITAXON:330879,A. fumigatus WT vs Δpyr2-1/Δpyr2-2,M4-FUNG-0036,experiment
STR_33f3d4d17689,NCBITAXON:330879,WT/Δpyr2 mono- vs P. aeruginosa dual biofilm,M4-FUNG-0036,experiment
STR_85b6b49fe917,NCBITAXON:330879,WT vs ΔgpaB in dual biofilm,M4-FUNG-0036,experiment
STR_a9196ddb0bc2,NCBITAXON:330879,WT vs Δpyr2 host models,M4-FUNG-0036,experiment
STR_bbe5908162b0,NCBITAXON:280754,NR in MIBiG display; source culture used in Reeves et al. radicicol work,M4-FUNG-0037,primary
STR_1cd34f13e18c,NCBITAXON:280754,P. chlamydosporia source cluster,M4-FUNG-0037,experiment
STR_888fb281f9bf,NCBITAXON:280754,Rdc5+Rdc1 in S. cerevisiae and cell-free systems,M4-FUNG-0037,experiment
STR_34cad43ed550,NCBITAXON:280754,Rdc1 TE mutants/deletions,M4-FUNG-0037,experiment
STR_aa51ef4f9329,NCBITAXON:280754,purified/reconstituted Rdc2,M4-FUNG-0037,experiment
STR_dcb6e08131f0,NCBITAXON:280754,P. chlamydosporia ± NaBr/other halides,M4-FUNG-0037,experiment
STR_fa1ca058de38,NCBITAXON:280754,C. chiversii radicicol ortholog knockouts,M4-FUNG-0037,experiment
STR_484db0346f9f,NCBITAXON:48100,ASP-2 / AB514562-source lineage; exact strain tag is not displayed by MIBiG/GenBank summary,M4-FUNG-0038,primary
STR_8651110d6655,NCBITAXON:48100,A. oryzae expressing sol1,M4-FUNG-0038,experiment
STR_781489baab80,NCBITAXON:48100,Pichia pastoris expressing Sol5,M4-FUNG-0038,experiment
STR_f18c72921564,NCBITAXON:48100,A. solani ALS1/ALS2 WT vs independent Δsol5 mutants,M4-FUNG-0038,experiment
STR_dcb6f41f8dec,NCBITAXON:48100,ALS1/ALS2 WT vs Δsol5 on potato/tomato leaves,M4-FUNG-0038,experiment
STR_799a3577a1b5,NCBITAXON:48100,A. oryzae NSAR1 sol1→sol1/2→sol1/2/6→sol1/2/6/5 series,M4-FUNG-0038,experiment
STR_d695e418c80a,NCBITAXON:48100,A. oryzae sol1/sol2 with incorrect versus corrected sol6 model,M4-FUNG-0038,experiment
STR_6151dbeb7382,NCBITAXON:48100,A. rabiei Δsol4 and sol4-overexpression strains,M4-FUNG-0038,experiment
STR_f86cb4679545,NCBITAXON:48100,purified solanapyrone A/C and prosolanapyrone II-diol plant assays,M4-FUNG-0038,experiment
STR_a3f02602b642,NCBITAXON:162425,FGSC A4 / NRRL 194 lineage represented by the canonical U34740 cluster literature,M4-FUNG-0039,primary
STR_8f54f9b24fec,NCBITAXON:162425,A. nidulans stcA/pksST disruption strains,M4-FUNG-0039,experiment
STR_8d8d09f9ed3f,NCBITAXON:162425,U34740 cluster transcript mapping,M4-FUNG-0039,experiment
STR_e58e89b70682,NCBITAXON:162425,stcS disruption + precursor feeding,M4-FUNG-0039,experiment
STR_4ba47115e383,NCBITAXON:162425,stcP disruption strains,M4-FUNG-0039,experiment
STR_c12ac2fcefb3,NCBITAXON:162425,NOR-accumulating mutagenesis screen,M4-FUNG-0039,experiment
STR_b83b4a1006dc,NCBITAXON:162425,A. nidulans veA+ vs ΔveA,M4-FUNG-0039,experiment
STR_479591da9f15,NCBITAXON:162425,ΔlaeA / laeA-overexpression strains,M4-FUNG-0039,experiment
STR_66777c786cce,NCBITAXON:162425,A. nidulans WT under 1% vs 2% glucose × light/dark,M4-FUNG-0039,experiment
STR_830ed7986f87,NCBITAXON:162425,AflR DNA-binding-site mutagenesis,M4-FUNG-0039,experiment
STR_e91c15f0527e,NCBITAXON:441959,ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006,M4-FUNG-0040,primary
STR_c2db6b31da7f,NCBITAXON:441959,T. stipitatus WT vs tropA knockout,M4-FUNG-0040,experiment
STR_d4e63720eac0,NCBITAXON:441959,A. oryzae genomic tropA vs intronless tropA-egfp,M4-FUNG-0040,experiment
STR_06f2bce69cdf,NCBITAXON:441959,T. stipitatus WT vs ΔtropB plus purified TropB,M4-FUNG-0040,experiment
STR_f14f35950808,NCBITAXON:441959,T. stipitatus WT vs ΔtropC plus purified TropC,M4-FUNG-0040,experiment
STR_9bc339877ffc,NCBITAXON:441959,T. stipitatus WT vs ΔtropD,M4-FUNG-0040,experiment
STR_f245f568dc97,NCBITAXON:441959,T. stipitatus late-pathway knockout panel,M4-FUNG-0040,experiment
STR_b92b6ddcb870,NCBITAXON:441959,TropH + TropI + TropJ in-vitro combination,M4-FUNG-0040,experiment
STR_fd4604095057,NCBITAXON:441959,purified TropB kinetic/substrate panel,M4-FUNG-0040,experiment
STR_f40c2769ce32,NCBITAXON:441959,SpoC/TropC-family radical-ring-expansion study,M4-FUNG-0040,experiment
STR_5960a40ac7f6,NCBITAXON:665024,C4 / ATCC 48331 / Race T,M4-FUNG-0041,primary
STR_d082dccdcc9c,NCBITAXON:665024,Race T PKS1 disruption strains,M4-FUNG-0041,experiment
STR_d569d4448b6b,NCBITAXON:665024,DEC1/RED1 targeted mutants,M4-FUNG-0041,experiment
STR_ce6c2d090e6b,NCBITAXON:665024,PKS2 disruption strains,M4-FUNG-0041,experiment
STR_74352871d418,NCBITAXON:665024,six accessory-gene deletion panel,M4-FUNG-0041,experiment
STR_ba65f844c3bb,NCBITAXON:665024,C4 WT/Chlae1/Chvel1 under light vs dark,M4-FUNG-0041,experiment
STR_2dfcb1b0cab3,NCBITAXON:665024,C4 PacBio long-read architecture,M4-FUNG-0041,experiment
STR_fb6ccf8f88c9,NCBITAXON:665024,T-urf13 maize susceptibility mutants,M4-FUNG-0041,experiment
STR_73c0ec11d324,NCBITAXON:380704,ATCC 1015 / USDA 3528.7,M4-FUNG-0042,primary
STR_548bb942dddb,NCBITAXON:380704,A. niger ATCC1015 WT vs AdaR-overexpression transformant,M4-FUNG-0042,experiment
STR_64144f32d468,NCBITAXON:380704,S. cerevisiae BJ5464-NpgA with AdaA ± AdaB ± AdaC ± AdaD,M4-FUNG-0042,experiment
STR_93c1c9510d56,NCBITAXON:380704,purified AdaA/AdaC with MβL comparative systems,M4-FUNG-0042,experiment
STR_1ad8a09c481c,NCBITAXON:380704,A. niger NRRL2270-derived glaA::adaR CRISPR strains,M4-FUNG-0042,experiment
STR_f0fce7846118,NCBITAXON:380704,engineered S. cerevisiae promoter library ± putative AdaE efflux pump,M4-FUNG-0042,experiment
STR_db3dd2d21739,NCBITAXON:380704,engineered Saccharomyces boulardii pathway library,M4-FUNG-0042,experiment
STR_10618c94b3e1,NCBITAXON:380704,A. niger methyltransferase-replacement strains,M4-FUNG-0042,experiment
STR_2e00699a4c40,NCBITAXON:341663,NIH 2624 / FGSC A1156,M4-FUNG-0043,primary
STR_f21b7d9e3f81,NCBITAXON:341663,A. terreus NIH2624 12-gene neighborhood deletion panel,M4-FUNG-0043,experiment
STR_010f028327e9,NCBITAXON:341663,P. pastoris npgA+atX ± atA/atE/atG,M4-FUNG-0043,experiment
STR_49c519d81e40,NCBITAXON:341663,P. pastoris AtX/A/E ± atD/atG,M4-FUNG-0043,experiment
STR_691cb563924c,NCBITAXON:341663,P. pastoris AtX/A/E/D ± atC/atG,M4-FUNG-0043,experiment
STR_1a66ef951f87,NCBITAXON:341663,matched AtG add-back series,M4-FUNG-0043,experiment
STR_838955d7fddb,NCBITAXON:341663,A. terreus atFΔ vs WT,M4-FUNG-0043,experiment
STR_64b1d6c0c89e,NCBITAXON:341663,A. terreus NIH2624/SBUG844 WT vs ΔterA,M4-FUNG-0044,experiment
STR_a4dcd7525196,NCBITAXON:341663,A. terreus WT vs ΔterR and heterologous A. niger expressing terR,M4-FUNG-0044,experiment
STR_ef4556d8d39d,NCBITAXON:341663,PterA:lacZ reporter across minimal/complex/fruit media,M4-FUNG-0044,experiment
STR_e2b08cf169cc,NCBITAXON:341663,A. terreus on minimal medium ± methionine / nitrogen limitation,M4-FUNG-0044,experiment
STR_d9574d4f5c7f,NCBITAXON:341663,A. terreus ± iron / ΔhapX,M4-FUNG-0044,experiment
STR_5a232a6156ca,NCBITAXON:341663,"banana/apple/nectarine infection with WT, ΔterA, ΔterR",M4-FUNG-0044,experiment
STR_1b6a8bae169a,NCBITAXON:341663,purified terrein + Fe3+ redox assay,M4-FUNG-0044,experiment
STR_40ef73fe2d3b,NCBITAXON:341663,"WT, ΔsidA and ΔterAΔsidA under iron limitation",M4-FUNG-0044,experiment
STR_3a909967fcdb,NCBITAXON:341663,TerA + TerB heterologous/in-vitro system,M4-FUNG-0044,experiment
STR_fa75aac7f2e5,NCBITAXON:341663,TerC/TerD heterologous and in-vitro assays,M4-FUNG-0044,experiment
STR_568677585c97,NCBITAXON:341663,hstD deletion strains,M4-FUNG-0044,experiment
STR_758c170e019b,NCBITAXON:36650,P. aethiopicum WT vs ΔvrtA,M4-FUNG-0045,experiment
STR_a3cf774dbae6,NCBITAXON:36650,purified recombinant VrtC,M4-FUNG-0045,experiment
STR_d4f6dbc1222d,NCBITAXON:36650,P. aethiopicum ΔvrtD,M4-FUNG-0045,experiment
STR_217c7dcdbaef,NCBITAXON:36650,S. cerevisiae expressing VrtK + fed previridicatumtoxin,M4-FUNG-0045,experiment
STR_e1d4862354db,NCBITAXON:380704,ATCC 1015,M4-FUNG-0046,primary
STR_6f097eaadef3,NCBITAXON:380704,A. niger ATCC1015 yanA deletion,M4-FUNG-0046,experiment
STR_9085e3229f93,NCBITAXON:380704,10-gene yan deletion series,M4-FUNG-0046,experiment
STR_87dd733e0a77,NCBITAXON:380704,yanI functional analysis,M4-FUNG-0046,experiment
STR_0530eebf12e5,NCBITAXON:380704,yanuthone-X1 tracing,M4-FUNG-0046,experiment
STR_b142bedb3ed6,NCBITAXON:341663,NIH2624,M4-FUNG-0047,primary
STR_c7194613dabe,NCBITAXON:341663,A. terreus NIH2624 targeted ata deletion panel,M4-FUNG-0047,experiment
STR_57d888afda96,NCBITAXON:341663,ΔataP,M4-FUNG-0047,experiment
STR_8160e98dbefa,NCBITAXON:341663,accessory/tailoring mutants,M4-FUNG-0047,experiment
STR_004e1d588a3f,NCBITAXON:331117,NRRL 181,M4-FUNG-0048,primary
STR_048f947a06da,NCBITAXON:331117,purified AnaPS/module assays,M4-FUNG-0048,experiment
STR_25b8284472a6,NCBITAXON:331117,purified AnaPT,M4-FUNG-0048,experiment
STR_56cc79240ec2,NCBITAXON:331117,purified AnaAT,M4-FUNG-0048,experiment
STR_6e8260c37ae6,NCBITAXON:298378,KCTC16676 (reported as Fusarium semitectum in primary study),M4-FUNG-0049,primary
STR_1b966d2ebf18,NCBITAXON:298378,KCTC16676 random T-DNA mutants,M4-FUNG-0049,experiment
STR_27eabb2d55f4,NCBITAXON:298378,19-gene targeted deletion panel,M4-FUNG-0049,experiment
STR_8b4d8be3173a,NCBITAXON:298378,Δaps3,M4-FUNG-0049,experiment
STR_d1a39c778e06,NCBITAXON:298378,Δaps9 / Δaps7,M4-FUNG-0049,experiment
STR_be3da817270b,NCBITAXON:298378,APS2 overexpression,M4-FUNG-0049,experiment
STR_0cd761a31a62,NCBITAXON:5580,BP-1938 in gene-cloning study; aureobasidin A originally isolated from strain R106,M4-FUNG-0050,primary
STR_4310ecc2575a,NCBITAXON:5580,A. pullulans BP-1938 aba1 module-4 replacement,M4-FUNG-0050,experiment
STR_177c7e3df469,NCBITAXON:5580,A. pullulans precursor-feeding cultures,M4-FUNG-0050,experiment
STR_3a9489f6a727,NCBITAXON:176275,bassianolide-producing B. bassiana strain used by Xu et al.; exact MIBiG strain label NR,M4-FUNG-0051,primary
STR_22eef8d32b12,NCBITAXON:176275,B. bassiana WT vs ΔbbBsls,M4-FUNG-0051,experiment
STR_130d770497bb,NCBITAXON:176275,WT vs ΔbbBsls on three insect hosts,M4-FUNG-0051,experiment
STR_f70fa49c01c6,NCBITAXON:176275,B. bassiana producer used in Xu et al. 2008,M4-FUNG-0052,primary
STR_0e122cdb60ba,NCBITAXON:176275,B. bassiana WT vs ΔbbBeas,M4-FUNG-0052,experiment
STR_11da4984f209,NCBITAXON:176275,E. coli expressing BbBEAS,M4-FUNG-0052,experiment
STR_583fc5d1372c,NCBITAXON:176275,WT vs ΔbbBeas on three insect hosts,M4-FUNG-0052,experiment
STR_f299ee88b3c6,NCBITAXON:176275,KIVR functional-analysis strains,M4-FUNG-0052,experiment
STR_26544acb31e8,NCBITAXON:857340,ATCC 11550,M4-FUNG-0053,primary
STR_89ea600628a7,NCBITAXON:857340,A. chrysogenum pcbAB/pcbC cloning and complementation,M4-FUNG-0053,experiment
STR_05874f42c211,NCBITAXON:857340,WT vs ΔcefP,M4-FUNG-0053,experiment
STR_0b3df98b9f97,NCBITAXON:857340,WT vs ΔcefM,M4-FUNG-0053,experiment
STR_5ded084c94f3,NCBITAXON:857340,cefR deletion/overexpression,M4-FUNG-0053,experiment
STR_16d6505efc1b,NCBITAXON:857340,cefT deletion/amplification,M4-FUNG-0053,experiment
STR_00e4a586b5e3,NCBITAXON:857340,ATCC11550 / classical C. acremonium/A. chrysogenum cephalosporin producer lineage,M4-FUNG-0054,primary
STR_58f093c39782,NCBITAXON:857340,A. chrysogenum cefG-disruption strains,M4-FUNG-0054,experiment
STR_e59a067460a2,NCBITAXON:857340,cefG cDNA expression in yeast,M4-FUNG-0054,experiment
STR_1137807f6399,NCBITAXON:857340,cefEF/cefG copy-number engineering,M4-FUNG-0054,experiment
STR_ff426c2e0dfa,NCBITAXON:857340,A. chrysogenum methionine-supplemented fermentation,M4-FUNG-0054,experiment
STR_926ed24e5db4,NCBITAXON:1934374,C. virescens historical producer,M4-FUNG-0055,experiment
STR_df3d58671b10,NCBITAXON:29910,NRRL 8044 / ATCC 34921 lineage,M4-FUNG-0056,primary
STR_31b5435d2cc0,NCBITAXON:29910,T. inflatum NRRL 8044,M4-FUNG-0056,experiment
STR_164c8326115c,NCBITAXON:29910,sim deletion strains,M4-FUNG-0056,experiment
STR_29c4b953e879,NCBITAXON:29910,ΔsimB,M4-FUNG-0056,experiment
STR_6e17cdd65915,NCBITAXON:29910,simL overexpression strain,M4-FUNG-0056,experiment
STR_1fa3a449f8c4,NCBITAXON:29910,T. inflatum with competitor fungus,M4-FUNG-0056,experiment
STR_3897fba18b9a,NCBITAXON:29910,insect infection model,M4-FUNG-0056,experiment
STR_46b299cf944c,NCBITAXON:655844,ARSEF 23,M4-FUNG-0057,primary
STR_fbbd20507440,NCBITAXON:655844,M. robertsii ARSEF 23,M4-FUNG-0057,experiment
STR_f87bc95e6f45,NCBITAXON:655844,ΔdtxS1,M4-FUNG-0057,experiment
STR_1abd8ca6c9f2,NCBITAXON:655844,ΔdtxS2,M4-FUNG-0057,experiment
STR_7f0a24c71504,NCBITAXON:655844,ΔdtxS3,M4-FUNG-0057,experiment
STR_665e277603cc,NCBITAXON:655844,ΔdtxS4,M4-FUNG-0057,experiment
STR_dcb53229e2f2,NCBITAXON:655844,WT and mutants,M4-FUNG-0057,experiment
STR_cdc5f50b4563,ORG_d1a8dbb0ed6b,NRRL 11440,M4-FUNG-0058,primary
STR_1b6e1142d155,ORG_d1a8dbb0ed6b,E. rugulosa NRRL 11440,M4-FUNG-0058,experiment
STR_50ef367f90a0,ORG_d1a8dbb0ed6b,ΔhtyA,M4-FUNG-0058,experiment
STR_7dd888b14af4,ORG_d1a8dbb0ed6b,purified EcdI/EcdA-M1,M4-FUNG-0058,experiment
STR_67a068cfb3d2,ORG_d1a8dbb0ed6b,ΔecdB,M4-FUNG-0058,experiment
STR_11c2acca18ae,NCBITAXON:61235,historical Fusarium scirpi producer in defining esyn1 paper,M4-FUNG-0059,primary
STR_7d2a880bacf0,NCBITAXON:61235,Fusarium scirpi historical producer,M4-FUNG-0059,experiment
STR_453e445bd273,NCBITAXON:61235,Esyn1 biochemical system,M4-FUNG-0059,experiment
STR_478d98c717f6,NCBITAXON:73839,E. festucae Fl1 / N. lolii Lp19-related endophyte material,M4-FUNG-0060,primary
STR_a4f09018685d,NCBITAXON:73839,E. festucae / N. lolii endophyte,M4-FUNG-0060,experiment
STR_5cd0be035087,NCBITAXON:73839,lpsB mutant DFM3,M4-FUNG-0060,experiment
STR_e9fd3127b034,NCBITAXON:73839,complemented DFM3,M4-FUNG-0060,experiment
STR_b194d226a07c,NCBITAXON:330879,purified FmqA modules,M4-FUNG-0061,experiment
STR_173ff0cc2a12,NCBITAXON:330879,purified FmqB/FmqC,M4-FUNG-0061,experiment
STR_c0e16a15cd24,NCBITAXON:330879,FmqD biochemical/native strains,M4-FUNG-0061,experiment
STR_80cce7e35fe7,NCBITAXON:330879,ΔbrlA / developmental strains,M4-FUNG-0061,experiment
STR_ff7a7f86f093,NCBITAXON:330879,FmqD localization strains,M4-FUNG-0061,experiment
STR_d8a8e10f11f1,NCBITAXON:330879,MpkA/RlmA regulatory mutants,M4-FUNG-0061,experiment
STR_6981fd9080b0,NCBITAXON:500485,Wisconsin 54-1255 / industrial P. chrysogenum lineage,M4-FUNG-0062,primary
STR_0e99bebd88c7,NCBITAXON:500485,P. chrysogenum/P. rubens host strain,M4-FUNG-0062,experiment
STR_bf3a98f6b26e,NCBITAXON:500485,ΔhcpA,M4-FUNG-0062,experiment
STR_84d02a5a769d,NCBITAXON:500485,WT vs ΔhcpA,M4-FUNG-0062,experiment
STR_01d383e26e43,NCBITAXON:330879,A. fumigatus Af293,M4-FUNG-0063,experiment
STR_deda9ea8ada8,NCBITAXON:330879,ΔgliP,M4-FUNG-0063,experiment
STR_cb8737fa8879,NCBITAXON:330879,WT vs ΔgliP,M4-FUNG-0063,experiment
STR_cc091d57fd17,NCBITAXON:330879,ΔgliZ and gliZ multi-copy,M4-FUNG-0063,experiment
STR_3067ff35303e,NCBITAXON:330879,GliT / ΔgliT,M4-FUNG-0063,experiment
STR_6eb44e68db46,NCBITAXON:330879,ΔgliA,M4-FUNG-0063,experiment
STR_bdf182b64ba6,NCBITAXON:5017,Cochliobolus carbonum race 1 strain SB111 / current Bipolaris zeicola lineage,M4-FUNG-0064,primary
STR_74541d3b5c5a,NCBITAXON:5017,C. carbonum race 1,M4-FUNG-0064,experiment
STR_0b691f1fcd5f,NCBITAXON:5017,TOXC multi-copy knockout,M4-FUNG-0064,experiment
STR_a1f56fd7c40c,NCBITAXON:5017,ΔTOXE,M4-FUNG-0064,experiment
STR_30a05f5b140b,NCBITAXON:5017,TOXF all-copy disruption,M4-FUNG-0064,experiment
STR_5f17e535a8e4,NCBITAXON:5017,SB111 and Tox2+ isolates,M4-FUNG-0064,experiment
STR_2f77e0d20012,NCBITAXON:5017,meiotic TOX2 deletion derivatives,M4-FUNG-0064,experiment
STR_b4ff596dfa90,NCBITAXON:330879,A. fumigatus Af293 OE::hasA,M4-FUNG-0065,experiment
STR_d0684dc9b60e,NCBITAXON:330879,OE::hasA hasB–hasH deletion series,M4-FUNG-0065,experiment
STR_8a59812b3684,NCBITAXON:330879,WT versus HAS-overproducing strains,M4-FUNG-0065,experiment
STR_6d1bab6cbd2e,NCBITAXON:330879,iron-manipulated A. fumigatus,M4-FUNG-0065,experiment
STR_09b31bf6cd66,NCBITAXON:5076,industrial P. chrysogenum high-producing lineages including AS-P-78/E1 compared with low producers,M4-FUNG-0066,primary
STR_55bd48195641,NCBITAXON:5076,industrial P. chrysogenum strain panel,M4-FUNG-0066,experiment
STR_59bd79e19797,NCBITAXON:5076,industrial producer panel,M4-FUNG-0066,experiment
STR_67c14c46e05e,NCBITAXON:5076,gene-dose engineered strains,M4-FUNG-0066,experiment
STR_0bb1feda3845,NCBITAXON:5076,peroxisome-manipulated P. chrysogenum,M4-FUNG-0066,experiment
STR_5f125389293b,NCBITAXON:5076,Wisconsin 54-1255,M4-FUNG-0067,primary
STR_a0376ba996fc,NCBITAXON:5076,P. chrysogenum Wisconsin 54-1255,M4-FUNG-0067,experiment
STR_f6fa4ffa2987,NCBITAXON:5076,heterologous host,M4-FUNG-0067,experiment
STR_29ce97362db4,NCBITAXON:5076,copy-number engineered P. chrysogenum,M4-FUNG-0067,experiment
STR_06377cbb901e,NCBITAXON:5076,peroxisome-localization studies,M4-FUNG-0067,experiment
STR_1f063130bc5d,NCBITAXON:500485,Wisconsin 54-1255 / DS54555 lineage,M4-FUNG-0068,primary
STR_a1957c682176,NCBITAXON:500485,P. rubens roq knockout panel,M4-FUNG-0068,experiment
STR_343c79c3fc91,NCBITAXON:500485,P. rubens ± phenylacetic acid,M4-FUNG-0068,experiment
STR_dd51d9c68135,NCBITAXON:500485,pathway branch analysis,M4-FUNG-0068,experiment
STR_0f12fec1a339,NCBITAXON:500485,PcLaeA perturbation,M4-FUNG-0068,experiment
STR_6975332a6196,NCBITAXON:227321,FGSC A4,M4-FUNG-0069,primary
STR_3227f693db9b,NCBITAXON:227321,E. coli expressing TdiA–E,M4-FUNG-0069,experiment
STR_0ddf19274dba,NCBITAXON:227321,component-subtraction E. coli strains,M4-FUNG-0069,experiment
STR_ea2eedfc96d1,NCBITAXON:227321,A. nidulans tdi mutants / LaeA analysis,M4-FUNG-0069,experiment
STR_2806a31aac2b,NCBITAXON:1756136,HF627,M4-FUNG-0070,primary
STR_1217b7405455,NCBITAXON:1756136,Lecanicillium sp. HF627,M4-FUNG-0070,experiment
STR_231354344d48,NCBITAXON:1756136,ΔvlmA / ΔvlmB,M4-FUNG-0070,experiment
STR_8fbf31b0312d,NCBITAXON:1756136,VlmS sequence/domain analysis,M4-FUNG-0070,experiment
STR_f39193467183,NCBITAXON:332952,NRRL3357,M4-FUNG-0071,primary
STR_b989adfed5f2,NCBITAXON:332952,A. flavus NRRL3357,M4-FUNG-0071,experiment
STR_761de597e447,NCBITAXON:332952,A. flavus candidate-gene knockouts,M4-FUNG-0071,experiment
STR_2c30d0e5bec9,NCBITAXON:332952,A. oryzae RIB40 + ustR expression,M4-FUNG-0071,experiment
STR_2021194c230d,NCBITAXON:332952,A. oryzae ΔkexB with active ust cluster,M4-FUNG-0071,experiment
STR_43a4ecaeaebe,NCBITAXON:332952,Ust enzyme analysis,M4-FUNG-0071,experiment
STR_5b3b13de1857,NCBITAXON:5059,aflatrem-producing A. flavus strain used in ATM studies,M4-FUNG-0072,primary
STR_da28592a3832,NCBITAXON:5059,A. flavus aflatrem producer,M4-FUNG-0072,experiment
STR_15bbd79fd315,NCBITAXON:5059,P. paxilli complementation strains,M4-FUNG-0072,experiment
STR_29b2b00d7996,NCBITAXON:5059,A. flavus dual-locus transcript analysis,M4-FUNG-0072,experiment
STR_48b0d3872ef7,NCBITAXON:5059,A. flavus ΔveA mutant and wild type,M4-FUNG-0072,experiment
STR_6d2ad3cc06bd,NCBITAXON:332648,B05.10,M4-FUNG-0073,primary
STR_598c9836151d,NCBITAXON:332648,B. cinerea B05.10,M4-FUNG-0073,experiment
STR_ad1fea44d60b,NCBITAXON:332648,recombinant BcBOT2,M4-FUNG-0073,experiment
STR_9fa368f16f65,NCBITAXON:1365484,FM164,M4-FUNG-0074,primary
STR_092777798e79,NCBITAXON:1365484,P. roqueforti,M4-FUNG-0074,experiment
STR_a3a5643cbd96,NCBITAXON:1365484,P. chrysogenum Wisconsin 54-1255 / npe10,M4-FUNG-0074,experiment
STR_21449b79de52,NCBITAXON:1365484,P. roqueforti FM164,M4-FUNG-0074,experiment
STR_6f4c36d920ba,NCBITAXON:1365484,P. roqueforti population panel,M4-FUNG-0074,experiment
STR_82858ff7670e,NCBITAXON:227321,A. nidulans FGSC A4 oe:PbcR versus wild type,M4-FUNG-0075,experiment
STR_3dedebf037f1,NCBITAXON:227321,engineered A. nidulans diterpene producer,M4-FUNG-0075,experiment
STR_71692d981db9,NCBITAXON:227321,heterologous fungal diterpene cyclase systems,M4-FUNG-0075,experiment
STR_14eb147b1042,NCBITAXON:227321,A. nidulans multi-cluster-deletion background with inducible PbcR,M4-FUNG-0075,experiment
STR_f036b7a54c5b,NCBITAXON:1979465,aphidicolin-producing Phoma betae strain used in defining studies; exact culture-collection identifier NR,M4-FUNG-0076,primary
STR_85e9e8a8b4fc,NCBITAXON:1979465,Phoma betae native producer,M4-FUNG-0076,experiment
STR_45539d0146d3,NCBITAXON:1979465,Aspergillus oryzae heterologous host,M4-FUNG-0076,experiment
STR_9282799eb22a,NCBITAXON:1979465,Saccharomyces cerevisiae heterologous host,M4-FUNG-0076,experiment
STR_ac57b7b955ae,NCBITAXON:1979465,A. oryzae expressing aphidicolin enzymes,M4-FUNG-0076,experiment
STR_6888d8f728e1,NCBITAXON:227321,A. nidulans targeted-deletion panel,M4-FUNG-0077,experiment
STR_f2a3994d000c,NCBITAXON:341663,NIH2624 / FGSC A1156,M4-FUNG-0426,primary
STR_0f684983aeec,NCBITAXON:341663,Aspergillus terreus NIH2624,M4-FUNG-0426,experiment
STR_096f12128ecc,NCBITAXON:341663,heterologous fungal/yeast systems reported in pathway literature,M4-FUNG-0426,experiment
STR_af9de352e8f6,NCBITAXON:5081,Penicillium FKI-1938 (defining-study natural producer; canonical record remains Penicillium sp.),M4-FUNG-0427,primary
STR_d2aca9c1191c,NCBITAXON:5081,Penicillium FKI-1938,M4-FUNG-0427,experiment
