term_id,term_type,raw_label,canonical_label,normalization_status
TERM_54c636f020e2,action.intervention,loss of CclA/COMPASS H3K4-methylation component,CclA/COMPASS H3K4-methylation component loss,normalized: explicit loss-of-component intervention retained without adding a mechanism beyond the raw label
TERM_47baa5851787,state.developmental_state,chromatin-remodeled state,,unresolved_type_mismatch: chromatin-remodeled state describes a molecular/regulatory state rather than a developmental state
TERM_43f1b41bee65,time.window,24/48/60 h in defining study,24/48/60 h,partial_normalization: explicit study timepoints retained; defining-study qualifier preserved only in raw_label
TERM_3d761328f1c0,assay.method,transcript analysis + LC-MS,,unresolved_composite: transcript analysis and LC-MS are distinct analytical modalities and require separate method terms
TERM_6c8c25ea038e,state.culture_architecture,ecological coculture discovery,coculture,partial_normalization: explicit coculture architecture retained; ecological/discovery context preserved only in raw_label
TERM_16e26aaa003c,state.medium,fungal–actinomycete coculture,,unresolved_type_mismatch: fungal–actinomycete coculture describes culture architecture/interacting organisms rather than a medium
TERM_acc46a0ce491,action.intervention,coculture with actinomycetes; only one Streptomyces inducer strongly activates target programme,coculture with actinomycetes,partial_normalization: explicit actinomycete coculture intervention retained; inducer-specific activation outcome preserved only in raw_label
TERM_47ddc317c300,state.developmental_state,direct interkingdom contact,,unresolved_type_mismatch: direct interkingdom contact describes an interaction/contact state rather than a developmental state
TERM_aec5da005e93,assay.method,microarrays/qRT-PCR/Northern + LC/MS/NMR,,"unresolved_composite: microarray, qRT-PCR, Northern, LC/MS, and NMR are distinct analytical modalities and require separate method terms"
TERM_12010e7b7d00,state.culture_architecture,signal-delivery decomposition,,unresolved_type_mismatch: signal-delivery decomposition describes an experimental design/analysis rather than a culture architecture
TERM_654707374315,state.medium,direct contact vs cell-free broth/extracts/heat-killed cells/dialysis-separated living bacteria,,unresolved_type_mismatch: direct-contact and cell-free/heat-killed/dialysis-separated conditions describe experimental treatments or culture configurations rather than a medium
TERM_17973a2664d0,action.intervention,remove physical contact while preserving candidate soluble signals,physical-contact removal with soluble-signal preservation,normalized: intervention restated neutrally from the explicit manipulation without adding a mechanism
TERM_c41d4d5622a0,state.developmental_state,coculture interaction state,,unresolved_type_mismatch: coculture interaction state is an interaction condition rather than a developmental state
TERM_dd19cc009b40,observation.sample_matrix,RNA + metabolites,,unresolved_composite: RNA and metabolites are distinct sample matrices and require separate matrix terms
TERM_7ea16036e96c,assay.method,qRT-PCR/microarray + microscopy/dialysis controls,,"unresolved_composite: qRT-PCR, microarray, microscopy, and dialysis-control procedures are distinct analytical or experimental modalities"
TERM_605814ed9ed2,state.culture_architecture,chromatin-mechanism test,,unresolved_type_mismatch: chromatin-mechanism test describes a study objective/design rather than a culture architecture
TERM_5cedc137ad32,state.medium,bacterium–fungus coculture,,unresolved_type_mismatch: bacterium–fungus coculture describes culture architecture/interacting organisms rather than a medium
TERM_1ada47e00a24,action.intervention,delete SAGA/ADA components,SAGA/ADA component deletion,normalized: explicit genetic intervention retained without adding component identities or mechanistic interpretation
TERM_a528fa591729,state.developmental_state,contact-induced state,,unresolved_type_mismatch: contact-induced state describes an interaction-induced condition rather than a developmental state
TERM_796a8d635bec,observation.sample_matrix,RNA + metabolites + chromatin,,"unresolved_composite: RNA, metabolites, and chromatin are distinct sample or assay domains and require separate terms"
TERM_dec73609f855,assay.method,HPLC/Northern + ChIP,,"unresolved_composite: HPLC, Northern analysis, and ChIP are distinct analytical modalities and require separate method terms"
TERM_45f807a0b4ea,state.culture_architecture,candidate-enzyme localization,,unresolved_type_mismatch: candidate-enzyme localization describes an analysis objective rather than a culture architecture
TERM_b451fdb81bd2,state.medium,stationary Czapek/productive culture,Czapek medium,partial_normalization: explicit Czapek medium retained; stationary architecture and productive-outcome wording preserved only in raw_label
TERM_a2b7b02da23c,action.intervention,delete each unassigned NR-PKS,individual unassigned NR-PKS deletions,normalized: explicit individual deletion intervention retained; target set remains as stated in raw_label
TERM_c129c29c9a16,state.developmental_state,productive native state,,unresolved_type_mismatch: productive native state is outcome-loaded and does not identify a specific developmental state
TERM_964ed63ed8af,state.culture_architecture,functional BGC-boundary dissection,,unresolved_type_mismatch: functional BGC-boundary dissection describes a study design rather than a culture architecture
TERM_72b6dc4bc3d2,action.intervention,individual neighboring-gene deletions,individual neighboring-gene deletions,normalized: explicit individual gene-deletion intervention retained without adding gene identities
TERM_4bbb2412523e,assay.method,LC-DAD-MS,LC-DAD-MS,normalized: explicit analytical method retained as reported
TERM_74625f5cd63f,state.culture_architecture,intermediate/shunt-product trapping,,unresolved_type_mismatch: intermediate/shunt-product trapping describes an experimental objective/strategy rather than a culture architecture
TERM_91eb02f07a22,state.medium,productive Czapek culture,Czapek medium,partial_normalization: explicit Czapek medium retained; productive-outcome wording preserved only in raw_label
TERM_4f73d9bf73f2,action.intervention,delete orsB or orsC,orsB or orsC deletion,normalized: explicit alternative gene-deletion intervention retained without inferring separate experiments
TERM_38d5faadf0ba,assay.method,purification + NMR,,unresolved_composite: combines purification/sample preparation with NMR as distinct procedures
TERM_babb88a906a5,state.culture_architecture,negative-regulator/chromatin epistasis,,"unresolved_type_mismatch: negative-regulator/chromatin epistasis describes a genetic/regulatory relationship or study design, not culture architecture"
TERM_4ff8c5dd9a85,state.medium,GMM liquid culture,GMM medium,normalized_partial: GMM medium identity extracted; liquid culture describes culture architecture and remains only in raw_label
TERM_fafc42541180,action.intervention,veA deletion; mvlA overexpression; gcnE deletion,,"unresolved_composite: combines veA deletion, mvlA overexpression, and gcnE deletion as distinct interventions"
TERM_3525ba39aef2,state.developmental_state,regulator-perturbed state,,"unresolved_type_mismatch: regulator-perturbed state describes a regulatory/genetic condition, not a developmental state"
TERM_902f682581c6,time.window,36–60 h; key metabolite comparison at 48 h,36–60 h; key timepoint 48 h,normalized_partial: explicit 36–60 h window and 48 h timepoint retained; metabolite-comparison context remains only in raw_label
TERM_dc65401b5a68,observation.sample_matrix,RNA + medium extract + chromatin,,"unresolved_composite: combines RNA, medium extract, and chromatin as distinct sample matrices/domains"
TERM_e3c4be6b936e,assay.method,Northern/LC-MS/ChIP,,"unresolved_composite: combines Northern analysis, LC-MS, and ChIP as distinct analytical methods"
TERM_ce8f9e66a3e3,state.culture_architecture,2026 integrated multi-omics update,,"unresolved_type_mismatch: integrated multi-omics update describes a study/update context, not culture architecture"
TERM_4fd717d317c3,state.medium,defined early primary-metabolism vs stationary/secondary-metabolism stages,,unresolved_type_mismatch: primary- versus secondary-metabolism stages describe biological/temporal states rather than a medium formulation
TERM_79ce4b798d6c,action.intervention,cclA deletion,cclA deletion,normalized: explicit single-gene deletion intervention retained without reinterpretation
TERM_1d838bbcf26d,state.developmental_state,20 h versus 48 h metabolic states,,unresolved_type_mismatch: 20 h versus 48 h metabolic states combine temporal and metabolic-state descriptors rather than a discrete developmental state
TERM_e0e3e29d5a3f,time.window,20 h and 48 h,20 h; 48 h,normalized: explicit timepoints retained with standardized separator
TERM_5d40a3c1659e,observation.sample_matrix,RNA/protein,,unresolved_composite: combines RNA and protein as distinct molecular sample domains
TERM_17786a8f4f7e,assay.method,RNA-seq + proteomics + RT-qPCR,,"unresolved_composite: combines RNA-seq, proteomics, and RT-qPCR as distinct analytical methods"
TERM_4ab6b4b1b922,state.culture_architecture,pathway-specific regulator genetics,,"unresolved_type_mismatch: pathway-specific regulator genetics describes a genetic study/intervention context, not culture architecture"
TERM_5be1d3f2733b,state.medium,GYAM for RNA; cracked maize for toxin assay,,unresolved_composite: combines GYAM medium and cracked-maize substrate as distinct assay-specific culture conditions
TERM_4311964f555c,action.intervention,FUM21 deletion/complementation,,unresolved_composite: combines FUM21 deletion and complementation as distinct genetic interventions
TERM_68ae0ef0aea0,state.developmental_state,vegetative/maize-colonizing growth,,unresolved_composite: combines vegetative growth and maize-colonizing growth as distinct developmental/ecological contexts
TERM_c70de4173b04,time.window,2–6 d RNA; 21 d cracked maize toxin,,unresolved_composite: combines a 2–6 day RNA sampling window with a 21-day toxin sampling point; distinct temporal observations require separate representation
TERM_886e8709892b,observation.sample_matrix,RNA + maize extract,,unresolved_composite: combines RNA and maize extract as distinct sample matrices
TERM_afe458f0567a,assay.method,RT-PCR/microarray + LC-MS,,"unresolved_composite: combines RT-PCR, microarray, and LC-MS as distinct analytical methods"
TERM_270201afc977,state.culture_architecture,field pathogenicity vs toxin-production separation,,"unresolved_type_mismatch: field pathogenicity versus toxin-production separation describes comparative study design, not culture architecture"
TERM_8e26cf0d314c,state.medium,maize ears/stalks/seeds in Illinois/Iowa field trials,,"unresolved_type_mismatch: maize ears, stalks, and seeds in field trials are host/environmental matrices, not a medium formulation"
TERM_4ed65fc5758a,action.intervention,FUM1 disruption,FUM1 disruption,normalized: explicit gene-disruption intervention retained without reinterpretation
TERM_b92d9eac8d9c,time.window,1999–2000 field seasons,1999–2000 field seasons,normalized: explicit field-season interval retained as reported temporal context
TERM_659f59946636,observation.sample_matrix,infected maize kernels/ears,,unresolved_composite: combines infected maize kernels and ears as distinct host sample matrices; separate matrix nodes are required
TERM_203fd557a6ed,assay.method,visual ear-rot scoring + kernel isolation + HPLC fumonisin,,"unresolved_composite: combines visual ear-rot scoring, kernel isolation, and HPLC fumonisin analysis as distinct procedures"
TERM_4650e6dc0a16,state.culture_architecture,early pathway order by cross-feeding,,"unresolved_type_mismatch: early pathway ordering by cross-feeding describes an experimental strategy, not culture architecture"
TERM_975910f7dd55,action.intervention,gene disruption + mutant coculture,,unresolved_composite: combines gene disruption and mutant coculture as distinct experimental actions
TERM_e3a987b2aa9a,state.developmental_state,vegetative production state,vegetative growth,partial_normalization: extracts the developmental state; production is an outcome attribute rather than developmental state
TERM_ec7ccd1ae2ae,time.window,7-d intermediate time course,168 h,partial_normalization: converts the explicit 7-day duration to hours; intermediate-time-course context remains in raw_label
TERM_620d4307e9a5,assay.method,LC-MS,LC-MS,normalized: explicit analytical method retained
TERM_09bab069ff1c,state.culture_architecture,single-step biochemical localization,,"unresolved_type_mismatch: single-step biochemical localization describes an experimental objective or assay design, not culture architecture"
TERM_f91e466f483c,state.medium,fumonisin-producing culture,,"unresolved_type_mismatch: fumonisin-producing culture describes a production phenotype/state, not a medium formulation"
TERM_39e98aaa3638,action.intervention,FUM13 deletion,FUM13 deletion,normalized: explicit gene-deletion intervention retained without reinterpretation
TERM_e6aef7f00c24,assay.method,MS + NMR,,unresolved_composite: combines mass spectrometry and NMR as distinct analytical methods
TERM_225d2802fd2c,state.culture_architecture,tricarballylic-ester pathway dissection,,"unresolved_type_mismatch: tricarballylic-ester pathway dissection describes a study objective, not culture architecture"
TERM_9e9b2b4fbf4f,state.medium,fumonisin-producing fungal culture,,"unresolved_type_mismatch: fumonisin-producing fungal culture describes a production phenotype/state, not a medium formulation"
TERM_c382f2d8cd27,assay.method,LC/MS + structure analysis,,unresolved_composite: combines LC-MS with unspecified structure-analysis procedures; the latter cannot be canonically resolved from this label
TERM_c3152914d3b2,state.culture_architecture,in-vitro enzyme assay,,"unresolved_type_mismatch: in-vitro enzyme assay is an assay format, not culture architecture"
TERM_e3a435a3b729,state.medium,biochemical reaction,,"unresolved_type_mismatch: biochemical reaction describes an experimental process, not a medium formulation"
TERM_9aceab9fb804,action.intervention,recombinant Fum14 or condensation domain + tricarballylic thioester,,unresolved_composite: combines recombinant Fum14 or its condensation domain with tricarballylic thioester substrate; distinct protein/reagent components require separate representation
TERM_b753a732a008,state.developmental_state,purified enzyme,,"unresolved_type_mismatch: purified enzyme is an experimental material/state, not a fungal developmental state"
TERM_24f39c808d88,time.window,reaction endpoint,endpoint,normalized: explicit relative reaction endpoint retained; no absolute duration inferred
TERM_eca24fb2da01,observation.sample_matrix,purified substrates/products,,unresolved_composite: combines purified substrates and products as distinct sample roles
TERM_085297019635,assay.method,biochemical esterification assay,biochemical esterification assay,normalized: explicit assay method retained
TERM_95fa4d2f7831,state.culture_architecture,self-protection/regulatory genetics,,"unresolved_type_mismatch: self-protection/regulatory genetics describes study scope, not culture architecture"
TERM_ffe3e612ab63,state.medium,ICI + 6 mM glutamine,ICI medium with 6 mM glutamine,normalized: explicit medium and glutamine concentration retained
TERM_4b3b32d1b04a,action.intervention,"deletion, overexpression, ATP-site mutation",,"unresolved_composite: combines deletion, overexpression, and ATP-site mutation as distinct interventions"
TERM_772f4abae16a,time.window,2 d RNA; 7 d toxin,,unresolved_composite: combines a 2-day RNA sampling point with a 7-day toxin sampling point; distinct temporal observations require separate representation
TERM_a841c84a91de,observation.sample_matrix,cell-free medium + washed mycelium + RNA,,"unresolved_composite: combines cell-free medium, washed mycelium, and RNA as distinct sample matrices/materials"
TERM_c55c5e9b1060,assay.method,HPLC-HRMS + qRT-PCR + viability assays,,"unresolved_composite: combines HPLC-HRMS, qRT-PCR, and viability assays as distinct analytical/phenotypic methods"
TERM_66d0ab5b95d8,state.culture_architecture,self-protection subcluster extension,,unresolved_type_mismatch: self-protection subcluster extension describes a genetic/pathway study context rather than culture architecture
TERM_ead6cf25059b,state.medium,Fusarium + S. cerevisiae,,unresolved_type_mismatch: Fusarium + S. cerevisiae identifies interacting organisms/coculture context rather than a medium formulation
TERM_40e0a584179b,action.intervention,FUM15/16 deletion/overexpression/heterologous expression,,"unresolved_composite: combines FUM15/16 deletion, overexpression, and heterologous expression as distinct genetic interventions"
TERM_4b4465df4de7,state.developmental_state,FB1-exposed state,,unresolved_type_mismatch: FB1-exposed state describes an exposure condition rather than a developmental state
TERM_74c8eafcbfac,observation.sample_matrix,ceramides + extracellular FB1 + viability,,unresolved_composite: combines ceramides and extracellular FB1 with viability as distinct analyte/phenotypic observation domains rather than one sample matrix
TERM_0764d3e5395d,assay.method,HPLC-HRMS + enzyme assay + localization,,"unresolved_composite: combines HPLC-HRMS, enzyme assay, and localization as distinct analytical methods"
TERM_ac0bb9b6eef8,state.medium,Czapek noninducing vs fructose-enriched inducing medium; 1 µM TSA,,"unresolved_composite: combines alternative Czapek/fructose-enriched media, response-loaded inducing/noninducing descriptors, and 1 µM TSA intervention in one medium label"
TERM_27aeaf599b6d,action.intervention,HDAC inhibition / medium shift,,unresolved_composite: combines HDAC inhibition and medium shift as distinct intervention dimensions
TERM_aeeac821df75,time.window,7 d,168 h,normalized: explicit 7-day duration standardized to 168 h
TERM_476503f1fd75,observation.sample_matrix,RNA + FB1 + chromatin,,"unresolved_composite: combines RNA, FB1, and chromatin as distinct sample/analyte domains"
TERM_2399e8d4a92b,assay.method,RT-qPCR + HPLC + ChIP,,"unresolved_composite: combines RT-qPCR, HPLC, and ChIP as distinct analytical methods"
TERM_21c35eb2f749,state.culture_architecture,subcellular-organization experiment,,unresolved_type_mismatch: subcellular-organization experiment describes study design/objective rather than culture architecture
TERM_524e8ade4539,state.medium,ICI/6 mM Gln or related culture,ICI medium with 6 mM glutamine,partial_normalization: explicit ICI medium with 6 mM glutamine retained; unspecified related-culture alternative remains only in raw_label
TERM_0a3f0f341a67,action.intervention,GFP/DsRed tagging and organelle perturbation,,unresolved_composite: combines GFP/DsRed tagging with organelle perturbation as distinct experimental actions
TERM_9aa724be472f,state.developmental_state,early production state,,unresolved_outcome_defined: early production state is defined by production outcome and does not identify an independent developmental state
TERM_eff80017b8aa,time.window,overnight/production state,overnight,partial_normalization: explicit overnight temporal descriptor retained; production-state context remains only in raw_label
TERM_581abbb52a1d,observation.sample_matrix,living hyphae,living hyphae,normalized: explicit biological sample matrix retained directly from raw_label
TERM_d75c00df2993,assay.method,confocal microscopy,confocal microscopy,normalized: explicit analytical method retained directly from raw_label
TERM_6a78886a698a,state.culture_architecture,cluster sequencing/comparative genomics,,unresolved_type_mismatch: cluster sequencing/comparative genomics describes an analytical/genomic workflow rather than culture architecture
TERM_7682905f69e8,state.medium,genomic DNA,,unresolved_type_mismatch: genomic DNA is a sample material rather than a medium formulation
TERM_c8afaa59909f,action.intervention,sequence FUM locus and compare with F. verticillioides/F. proliferatum,,unresolved_type_mismatch: sequencing the FUM locus and comparing species is an analytical/comparative procedure rather than a biological intervention
TERM_173819d0a718,time.window,sequence endpoint,endpoint,partial_normalization: explicit endpoint relation retained; sequence-analysis context remains only in raw_label and no absolute duration is inferred
TERM_43473aeb85c4,observation.sample_matrix,DNA,DNA,normalized: explicit sample material retained directly from raw_label
TERM_261fe3ef6bad,assay.method,sequencing + alignment,,unresolved_composite: combines sequencing and sequence-alignment procedures in one assay term
TERM_5a37a1c173c0,state.culture_architecture,cross-species complementation,,unresolved_type_mismatch: cross-species complementation describes an experimental intervention/design rather than culture architecture
TERM_8cb0d0b237fb,state.medium,fumonisin-producing Fusarium culture,,unresolved_type_mismatch: label describes a fumonisin-producing culture state rather than a medium formulation
TERM_dc5d313b945d,action.intervention,complement same fum8-null host with alternative species FUM8 orthologs,FUM8 ortholog complementation,normalized: alternative-species FUM8 ortholog complementation retained as the biological intervention; host-background detail remains in raw_label
TERM_19ca234cf857,state.developmental_state,productive state,,unresolved_outcome_defined: productive state is defined by pathway output rather than an independently specified developmental state
TERM_08a1e3ca7257,assay.method,genetics + LC/MS,,unresolved_composite: combines a genetics procedure with LC/MS analytical measurement in one assay term
TERM_947d8e6c690c,state.culture_architecture,single-residue programming experiment,,unresolved_type_mismatch: single-residue programming experiment describes study design rather than culture architecture
TERM_6cc83fc5248b,state.medium,cracked maize fumonisin assay,cracked maize,partial_normalization: cracked-maize culture substrate retained as the medium component; fumonisin-assay context remains only in raw_label
TERM_0a5d984a7f93,state.temperature_C,room temperature,,unreviewed
TERM_d6a3d595a73e,action.intervention,site-directed mutagenesis of Fum8 residue 580,Fum8 residue 580 site-directed mutagenesis,normalized: explicit site-directed mutagenesis intervention retained from raw_label
TERM_a6b84c699bee,state.developmental_state,kernel-associated production,,unresolved_outcome_defined: kernel-associated production combines substrate/context with pathway output and does not specify an independent developmental state
TERM_0c893f10e1a6,time.window,12 d modern assay / construct comparison,288 h,partial_normalization: explicit 12-day duration converted to 288 h; assay/construct-comparison context remains only in raw_label
TERM_17b3fcd1b976,assay.method,Sanger-confirmed constructs + LC-HRMS,LC-HRMS,partial_normalization: LC-HRMS retained as the analytical method; Sanger construct-confirmation context remains only in raw_label
TERM_0ac7c04c4562,state.culture_architecture,candidate-hydroxylase knockout,,unresolved_type_mismatch: candidate-hydroxylase knockout is a genetic intervention rather than culture architecture
TERM_8a5a9aced33f,state.medium,V8 preculture then cracked maize,,unresolved_composite: sequential V8 preculture and cracked-maize culture represent multiple culture substrates/stages in one medium term
TERM_03c857e59830,state.temperature_C,28°C V8; room temperature maize,,unreviewed
TERM_ce5e0ea7084c,action.intervention,delete FUM15,FUM15 deletion,normalized: explicit FUM15 deletion intervention retained from raw_label
TERM_c0f0f9838826,time.window,7 d V8 + 10 d cracked maize,168 h V8; then 240 h cracked maize,normalized: explicit sequential durations converted from 7 d and 10 d to hours while retaining their associated culture stages
TERM_53da6455414c,state.culture_architecture,natural producer characterization,,unresolved_type_mismatch: natural-producer characterization describes study design rather than culture architecture
TERM_f1646317ea00,state.developmental_state,native producer,,unresolved_type_mismatch: native producer describes organism/producer identity rather than a developmental state
TERM_d73cb2bdf276,assay.method,chromatography/MS,chromatography coupled to mass spectrometry,normalized: chromatography/MS retained as a coupled analytical-method class without inferring a more specific platform
TERM_4afb970d21f0,state.culture_architecture,evolutionary architecture,,unresolved_type_mismatch: evolutionary architecture describes comparative/evolutionary analysis rather than culture architecture
TERM_95c56d1e6aa8,state.medium,genome comparisons,,unresolved_type_mismatch: genome comparisons describe comparative analysis rather than a medium formulation
TERM_ee4fceedb7ad,action.intervention,compare FUM and flanking genes across Fusarium,,unresolved_type_mismatch: comparison of FUM and flanking genes across Fusarium is a comparative-genomics procedure rather than a biological intervention
TERM_3c411e571a26,time.window,phylogenomic endpoint,endpoint,partial_normalization: explicit endpoint relation retained; phylogenomic context remains only in raw_label and no absolute duration is inferred
TERM_5c43c923a869,observation.sample_matrix,DNA/proteins,,unresolved_composite: combines DNA and protein sample materials in one sample-matrix term
TERM_4a3e0e64a742,assay.method,phylogeny + synteny,,unresolved_composite: phylogeny and synteny are distinct analytical approaches
TERM_0cd0d45f1d91,state.culture_architecture,defining targeted fusA disruption,,"unresolved_type_mismatch: label describes a targeted genetic intervention, not culture architecture"
TERM_5444bf2d401f,state.medium,laboratory producer cultures,,unresolved_type_mismatch: label describes producer cultures without specifying a medium formulation
TERM_7ca623007cb3,action.intervention,fusA/FUSS disruption,fusA/FUSS disruption,normalized
TERM_f7f25a4aae55,state.developmental_state,native productive state,,unresolved_outcome_defined: productive state does not identify a developmental stage
TERM_c6af64027457,assay.method,targeted genetics + chromatography,,unresolved_composite: targeted genetics and chromatography are distinct methods
TERM_04a0356c4094,state.culture_architecture,nine-gene cluster induction,,"unresolved_type_mismatch: label describes cluster induction, not culture architecture"
TERM_55b78ebe8729,state.medium,60 mM glutamine high-N vs 6 mM glutamine low-N; pH comparisons,,unresolved_composite: label combines multiple nitrogen conditions with pH comparisons rather than one medium
TERM_30e584ff3829,action.intervention,nitrogen and pH perturbation,nitrogen level and pH perturbation,normalized
TERM_04f5d674a34f,time.window,2–7 d depending assay,48–168 h,normalized_partial: time range extracted; assay dependence retained in raw_label
TERM_c82ec7250994,observation.sample_matrix,RNA + supernatant + chromatin,,"unresolved_composite: RNA, culture supernatant, and chromatin are distinct sample matrices"
TERM_d0ec7594c5f2,assay.method,Northern/HPLC-DAD + ChIP-seq,,"unresolved_composite: Northern analysis, HPLC-DAD, and ChIP-seq are distinct analytical methods"
TERM_64d4013a41ee,state.culture_architecture,systematic pathway-intermediate dissection,,"unresolved_type_mismatch: label describes a pathway-dissection study design, not culture architecture"
TERM_c5e8c1a7a165,state.medium,60 mM glutamine,,unresolved_type_mismatch: 60 mM glutamine specifies a nutrient condition but not a complete medium formulation
TERM_ad2dc7f37150,action.intervention,individual/multigene deletions,individual and multigene deletions,normalized
TERM_43109d5a3fd7,state.developmental_state,productive vegetative state,vegetative growth,normalized_partial: developmental state extracted; productivity descriptor retained only in raw_label
TERM_bb91c79affc8,time.window,4 d,96 h,normalized
TERM_47aedda57e97,observation.sample_matrix,culture supernatant,culture supernatant,normalized
TERM_b348aa551685,assay.method,HPLC-UV/MS + NMR,,unresolved_composite: HPLC-UV/MS and NMR are distinct analytical methods
TERM_8f1d9f7343ae,state.culture_architecture,functional-boundary test,,"unresolved_type_mismatch: label describes a functional-boundary study design, not culture architecture"
TERM_f2d99bda0c9c,action.intervention,individual deletions,individual deletions,normalized
TERM_8a22eab8314a,state.culture_architecture,cross-feeding/reconstruction,,"unresolved_type_mismatch: cross-feeding/reconstruction describes an experimental design or intervention, not culture architecture"
TERM_f351b7acafb7,state.medium,high-N medium,high-nitrogen medium,normalized_partial: medium class standardized; formulation remains unspecified in raw_label
TERM_50270993f792,action.intervention,cocultivation / selective gene re-expression,,unresolved_composite: cocultivation and selective gene re-expression are distinct interventions
TERM_c69344b55306,state.developmental_state,productive culture,,unresolved_outcome_defined: productive culture does not identify a developmental state
TERM_1540cace0fa0,observation.sample_matrix,supernatant,supernatant,normalized: explicit sample-matrix label retained directly from raw_label
TERM_7bb6063a43c5,assay.method,HPLC-DAD/MS,HPLC-DAD-MS,normalized: HPLC-DAD/MS canonicalized as HPLC-DAD-MS
TERM_df671e70da58,state.culture_architecture,nitrogen/light time course,,"unresolved_type_mismatch: nitrogen/light time course describes a nutrient/light temporal study design, not culture architecture"
TERM_97dada7e6f5d,state.medium,high-N vs low-N; light vs dark,,unresolved_composite: combines nitrogen-level and illumination conditions and does not identify a single medium formulation
TERM_c0f71410ff45,action.intervention,nitrogen level × illumination,nitrogen level × illumination variation,normalized: factorial nitrogen-level and illumination perturbation retained as the intervention dimensions
TERM_9ad01483daca,time.window,5–10+ d,120–240+ h,normalized: 5–10+ day interval converted to 120–240+ h while retaining the open-ended upper descriptor
TERM_9f1538a3751d,observation.sample_matrix,RNA + fusarin,,unresolved_composite: combines RNA sample material with fusarin analyte information rather than one sample matrix
TERM_46c4ffbc2607,assay.method,qRT-PCR + metabolite measurement,,unresolved_composite: combines qRT-PCR and metabolite measurement as distinct analytical/readout methods
TERM_c2b7aefd00f1,state.culture_architecture,fungal–fungal ecological coculture,fungal–fungal coculture,normalized_partial: fungal–fungal coculture architecture extracted; ecological context remains only in raw_label
TERM_9c9546e8d289,state.medium,liquid coculture,,"unresolved_type_mismatch: liquid coculture describes culture architecture, not a medium formulation"
TERM_dfa9a6232c78,action.intervention,direct mixed culture,direct mixed culture,normalized: explicit mixed-culture intervention retained directly from raw_label
TERM_cb151d86e956,state.developmental_state,interaction state,,"unresolved_type_mismatch: interaction state describes an ecological/interaction condition, not a developmental state"
TERM_9eb5123d07ca,time.window,2 and 5 d,48 h; 120 h,normalized: explicit 2-day and 5-day timepoints converted to hours
TERM_be9299eb9bfc,observation.sample_matrix,RNA + metabolome,,unresolved_composite: combines RNA with metabolome as distinct molecular sample/data domains rather than one sample matrix
TERM_15d298ff1e8e,assay.method,transcriptomics + metabolomics,,unresolved_composite: transcriptomics and metabolomics are distinct analytical modalities and require separate method terms
TERM_b970f08093cb,state.medium,GYAM toxin-production medium,GYAM medium,normalized_partial: GYAM medium identity extracted; toxin-production outcome context remains only in raw_label
TERM_bf61e1596b6f,action.intervention,FvSTUA deletion,FvSTUA deletion,normalized: explicit single-gene deletion intervention retained directly from raw_label
TERM_14bf16fef17f,state.developmental_state,developmentally perturbed state,,unresolved_underspecified: developmentally perturbed state does not identify a specific developmental state
TERM_688d41491620,state.culture_architecture,nutrient-state comparison,,"unresolved_type_mismatch: nutrient-state comparison describes a condition-comparison study design, not culture architecture"
TERM_814938ba95e7,state.medium,6 mM Gln; 6 mM NaNO3; 60 mM Gln; 120 mM NaNO3,,unresolved_composite: lists four distinct nitrogen conditions and does not identify one complete medium formulation
TERM_d4c7ca4e0a1d,action.intervention,nitrogen amount/type and pH-linked regime,nitrogen amount/type and pH variation,"normalized: nitrogen amount, nitrogen type, and pH retained as the stated intervention dimensions"
TERM_895ed0792945,assay.method,HPLC-FTMS,HPLC-FTMS,normalized: explicit analytical method retained directly from raw_label
TERM_e9e97e0ec337,state.culture_architecture,native production / cluster discovery,,"unresolved_type_mismatch: native production and cluster discovery describe production/study context, not culture architecture"
TERM_79a53bef5c48,state.medium,stationary YMEG liquid culture,YMEG medium,normalized_partial: YMEG medium identity extracted; stationary and liquid-culture context remains only in raw_label
TERM_67cbe7f99034,state.agitation,stationary,,unreviewed
TERM_8cd2c7ae7932,state.developmental_state,native productive mycelium,mycelial growth,normalized_partial: mycelial developmental state extracted; native and productive context remains only in raw_label
TERM_519d06ae1196,observation.sample_matrix,ethyl-acetate culture extract,ethyl acetate culture extract,normalized: hyphenation standardized; sample-matrix meaning unchanged
TERM_0a01c4726c91,assay.method,LC-MS + authentic standards + NMR,,"unresolved_composite: combines LC-MS, authentic-standard comparison, and NMR; distinct analytical components require separate representation"
TERM_aa0c7a6323e0,state.medium,stationary YMEG,YMEG medium,partial_normalization: explicit YMEG medium extracted; stationary condition remains only in raw_label
TERM_f9b3365b0023,action.intervention,gsfA targeted replacement,gsfA targeted replacement,normalized: explicit targeted-replacement intervention retained directly from raw_label
TERM_db752bc42303,state.developmental_state,native culture,,unresolved_type_mismatch: native culture describes culture context rather than a developmental state
TERM_c2744b491db3,state.culture_architecture,halogenation-gate knockout,,unresolved_type_mismatch: label describes a genetic knockout intervention rather than culture architecture
TERM_27cf47d77229,action.intervention,gsfI targeted replacement,gsfI targeted replacement,normalized: explicit targeted-replacement intervention retained directly from raw_label
TERM_d0d9b18d3270,assay.method,LC-MS + NMR,,unresolved_composite: combines LC-MS and NMR as distinct analytical methods
TERM_80c55888702e,state.culture_architecture,methyltransferase dissection,,unresolved_type_mismatch: methyltransferase dissection describes study design/objective rather than culture architecture
