experiment_key,dossier_id,experiment_id,organism_key,strain_key,strain_raw,source_ids,note,source_row
M4-FUNG-0021:E008,M4-FUNG-0021,E008,NCBITAXON:334819,STR_c813625df352,FUM15/FUM16 mutants and heterologous yeast tests,S009,Modern reinterpretation of cluster edge.,140
M4-FUNG-0021:E009,M4-FUNG-0021,E009,NCBITAXON:334819,STR_8617f1c45fc7,WT under inducing vs noninducing media ± TSA,S013,"Chromatin effect is gene-specific, not uniform across the cluster.",141
M4-FUNG-0021:E010,M4-FUNG-0021,E010,NCBITAXON:334819,STR_102c50d246c2,M3125 Fum protein localization studies,S008; S015,Spatial competence is part of the productive state.,142
M4-FUNG-0022:E001,M4-FUNG-0022,E001,NCBITAXON:5507,STR_f2b3d8d87eb2,F. oxysporum FRC O-1890,S003,Shows chemistry differs without major cluster rearrangement.,133
M4-FUNG-0022:E002,M4-FUNG-0022,E002,NCBITAXON:5507,STR_18193380c602,F. verticillioides fum8 mutant + wild-type FvFUM8 or FoFUM8,S003,Direct allelic-enzyme determinant of product family.,134
M4-FUNG-0022:E003,M4-FUNG-0022,E003,NCBITAXON:5507,STR_e94d017b689d,F. verticillioides fum8 mutant + FvFUM8 A580V / FoFUM8 V580A,S004,Very strong causal resolution at one amino-acid position.,135
M4-FUNG-0022:E004,M4-FUNG-0022,E004,NCBITAXON:5507,STR_bfc8419c76f6,O-1890 / NRRL39464 WT vs Δfum15,S004,Directly falsifies FUM15 as the required hydroxy-FC1 hydroxylase.,136
M4-FUNG-0022:E005,M4-FUNG-0022,E005,NCBITAXON:5507,STR_dbbb5d8aab6a,O-1890 provenance/toxin phenotype,S005; S008,Product profile is strain-specific within FOSC.,137
M4-FUNG-0022:E006,M4-FUNG-0022,E006,NCBITAXON:5507,STR_f1e450023478,Fusarium comparative FUM-cluster phylogenomics,S006,Evolutionary association does not prove CPM1 chemical necessity.,138
M4-FUNG-0023:E001,M4-FUNG-0023,E001,NCBITAXON:117187,STR_fe65f9c427f5,F. moniliforme source strain of AY604568 and F. venenatum,S002,Exact F. moniliforme strain designation not resolved.,129
M4-FUNG-0023:E002,M4-FUNG-0023,E002,NCBITAXON:117187,STR_20e51c46b7f3,F. fujikuroi IMI58289,S003,Comparator establishes full cluster architecture/mechanism.,130
M4-FUNG-0023:E003,M4-FUNG-0023,E003,NCBITAXON:117187,STR_626cf827154b,"F. fujikuroi Δfus1, Δfus2, Δfus8, Δfus9 and Δfus2-9 strains",S003,,131
M4-FUNG-0023:E004,M4-FUNG-0023,E004,NCBITAXON:117187,STR_21aeac798f37,F. fujikuroi Δfus3–Δfus7 strains,S003,Direct co-expression ≠ necessity case.,132
M4-FUNG-0023:E005,M4-FUNG-0023,E005,NCBITAXON:117187,STR_99357ad473ee,F. fujikuroi Δfus1 + Δfus2-9 coculture and Fus2/Fus8 reconstitution backgrounds,S003,Functional sufficiency logic.,133
M4-FUNG-0023:E006,M4-FUNG-0023,E006,NCBITAXON:117187,STR_b786091307fd,F. fujikuroi FKMC1995 and IMI58289,S004,"Light effect includes compound photolability, not only transcription.",134
M4-FUNG-0023:E007,M4-FUNG-0023,E007,NCBITAXON:117187,STR_0e524eb5b51e,F. verticillioides M-3125 + Ustilago maydis,S008,Ecological induction without demonstrated adaptive role.,135
M4-FUNG-0023:E008,M4-FUNG-0023,E008,NCBITAXON:117187,STR_f490b194792b,F. verticillioides M-3125 ΔFvstuA mutants,S015,Strong regulation but pleiotropic morphology/development confounds direct pathway specificity.,136
M4-FUNG-0023:E009,M4-FUNG-0023,E009,NCBITAXON:117187,STR_9763a993610c,Fusarium species comparative four-condition panel,S006,Includes F. verticillioides M-3125 and other Fusarium species.,137
M4-FUNG-0024:E001,M4-FUNG-0024,E001,NCBITAXON:36650,STR_5d0c14b96b39,P. aethiopicum IBT5753 WT,S003,,138
M4-FUNG-0024:E002,M4-FUNG-0024,E002,NCBITAXON:36650,STR_c37b455f565c,ΔgsfA,S003,,139
M4-FUNG-0024:E003,M4-FUNG-0024,E003,NCBITAXON:36650,STR_0f83f02d397f,ΔgsfI,S003,,140
M4-FUNG-0024:E004,M4-FUNG-0024,E004,NCBITAXON:36650,STR_e0d91a253153,ΔgsfB/ΔgsfC/ΔgsfD,S004,,141
M4-FUNG-0024:E005,M4-FUNG-0024,E005,NCBITAXON:36650,STR_b866ec903fec,ΔgsfF,S004,,142
M4-FUNG-0024:E006,M4-FUNG-0024,E006,NCBITAXON:36650,STR_d8151009fc29,ΔgsfE vs ΔgsfK,S004,Strong positive/negative paralog test.,143
M4-FUNG-0024:E007,M4-FUNG-0024,E007,NCBITAXON:36650,STR_3c07b45ec856,ΔgsfH,S004,,144
M4-FUNG-0024:E008,M4-FUNG-0024,E008,NCBITAXON:36650,STR_0794c29271fb,purified GsfA/B/C/D/E/F/I system,S004,Strongest sufficiency evidence.,145
M4-FUNG-0024:E009,M4-FUNG-0024,E009,NCBITAXON:36650,STR_20d082ce38d9,GsfF purified-enzyme/mechanistic study,S008,Mechanism beyond pathway membership.,146
M4-FUNG-0025:E001,M4-FUNG-0025,E001,NCBITAXON:193393,STR_faa02f32e701,H. subiculosus DSM11931 vs DSM11932 cluster sequencing,S003,EU520417=DSM11931; EU520418=DSM11932.,125
M4-FUNG-0025:E002,M4-FUNG-0025,E002,NCBITAXON:193393,STR_13ba6f68a3ef,DSM11931 transformation attempt,S003,Direct experimental-access difference between nearly identical BGC strains.,126
M4-FUNG-0025:E003,M4-FUNG-0025,E003,NCBITAXON:193393,STR_94e6e3760153,DSM11932 hpm5/OMT disruption,S003,"Evidence belongs to DSM11932, not BGC0000076 sequence strain.",127
M4-FUNG-0025:E004,M4-FUNG-0025,E004,NCBITAXON:193393,STR_1d4e46ff8a36,S. cerevisiae expressing Hpm3 + Hpm8,S003,Direct two-enzyme sufficiency for scaffold/macrolactone.,128
M4-FUNG-0025:E005,M4-FUNG-0025,E005,NCBITAXON:193393,STR_2d304a32173e,dual-PKS yeast + Hpm5 or Hpm7 or Hpm1,S003,Order among these early post-PKS steps is flexible.,129
M4-FUNG-0025:E006,M4-FUNG-0025,E006,NCBITAXON:193393,STR_8869e839ca6f,purified Hpm5 and Hpm7,S003,Broad substrate tolerance.,130
M4-FUNG-0025:E007,M4-FUNG-0025,E007,NCBITAXON:193393,STR_439e174d267f,purified Hpm2 / RAL isomerization,S003,Creates a mechanistic paradox because native hypothemycin is cis-major.,131
M4-FUNG-0025:E008,M4-FUNG-0025,E008,NCBITAXON:193393,STR_5bb9bfb04e0c,DSM11931/DSM11932 natural-product isolation,S004,Compound diversity spans both near-identical producer strains.,132
M4-FUNG-0026:E001,M4-FUNG-0026,E001,NCBITAXON:193393,STR_faa02f32e701,H. subiculosus DSM11931 vs DSM11932 cluster sequencing,S003,EU520417=DSM11931; EU520418=DSM11932.,125
M4-FUNG-0026:E002,M4-FUNG-0026,E002,NCBITAXON:193393,STR_13ba6f68a3ef,DSM11931 transformation attempt,S003,Direct experimental-access difference between nearly identical BGC strains.,126
M4-FUNG-0026:E003,M4-FUNG-0026,E003,NCBITAXON:193393,STR_94e6e3760153,DSM11932 hpm5/OMT disruption,S003,"Evidence belongs to DSM11932, not BGC0000076 sequence strain.",127
M4-FUNG-0026:E004,M4-FUNG-0026,E004,NCBITAXON:193393,STR_1d4e46ff8a36,S. cerevisiae expressing Hpm3 + Hpm8,S003,Direct two-enzyme sufficiency for scaffold/macrolactone.,128
M4-FUNG-0026:E005,M4-FUNG-0026,E005,NCBITAXON:193393,STR_2d304a32173e,dual-PKS yeast + Hpm5 or Hpm7 or Hpm1,S003,Order among these early post-PKS steps is flexible.,129
M4-FUNG-0026:E006,M4-FUNG-0026,E006,NCBITAXON:193393,STR_8869e839ca6f,purified Hpm5 and Hpm7,S003,Broad substrate tolerance.,130
M4-FUNG-0026:E007,M4-FUNG-0026,E007,NCBITAXON:193393,STR_439e174d267f,purified Hpm2 / RAL isomerization,S003,Creates a mechanistic paradox because native hypothemycin is cis-major.,131
M4-FUNG-0026:E008,M4-FUNG-0026,E008,NCBITAXON:193393,STR_5bb9bfb04e0c,DSM11931/DSM11932 natural-product isolation,S004,Compound diversity spans both near-identical producer strains.,132
M4-FUNG-0027:E001,M4-FUNG-0027,E001,NCBITAXON:285217,STR_108b0ca825b7,A. terreus canonical producer / cloned lovastatin genes,S003,Defining pathway architecture.,136
M4-FUNG-0027:E002,M4-FUNG-0027,E002,NCBITAXON:285217,STR_83f4d5049d89,lovastatin blocked mutants,S004,,137
M4-FUNG-0027:E003,M4-FUNG-0027,E003,NCBITAXON:285217,STR_e9e3a95c2dea,purified LovB ± LovC ± NADPH/SAM,S005,Strong execution-gate experiment.,138
M4-FUNG-0027:E004,M4-FUNG-0027,E004,NCBITAXON:285217,STR_cb534d580619,heterologous yeast expressing LovA,S006,One P450 executes two distinct pathway oxidations.,139
M4-FUNG-0027:E005,M4-FUNG-0027,E005,NCBITAXON:285217,STR_3794ed2d7d77,LovG deletion/reconstitution systems,S007,Separates scaffold synthesis from product release.,140
M4-FUNG-0027:E006,M4-FUNG-0027,E006,NCBITAXON:285217,STR_440483757b69,LovF/LovD biochemical transfer system,S008,Strong spatial/substrate-channeling evidence.,141
M4-FUNG-0027:E007,M4-FUNG-0027,E007,NCBITAXON:285217,STR_9a9e6c3b90d0,A. terreus chemically defined-medium study,S010,"Activation is physiological, not merely gene presence.",142
M4-FUNG-0027:E008,M4-FUNG-0027,E008,NCBITAXON:285217,STR_a19f6daa19ab,A. terreus submerged and solid-state fermentations ± antioxidants/H2O2,S013,Connects redox state to pathway transcription.,143
M4-FUNG-0028:E001,M4-FUNG-0028,E001,NCBITAXON:33178,STR_e2b86cf29a91,legacy A. terreus sequence record,S002; S004,"Database-history experiment analogue, not wet-lab evidence.",122
M4-FUNG-0028:E002,M4-FUNG-0028,E002,NCBITAXON:33178,STR_ee54a0b912a1,A. terreus genome comparison,S003,Supports linking rather than duplicating BGC0000088/0089.,123
M4-FUNG-0029:E001,M4-FUNG-0029,E001,NCBITAXON:89488,STR_e58e45a6bbc4,M. pilosus BCRC38072 WT vs mokA disruptant,S003,Defining source-strain experiment.,125
M4-FUNG-0029:E002,M4-FUNG-0029,E002,NCBITAXON:89488,STR_2ddd35d448d3,M. pilosus NBRC4480 WT vs mokB disruptant,S004,"Same species, different strain.",126
M4-FUNG-0029:E003,M4-FUNG-0029,E003,NCBITAXON:89488,STR_573db5bd6232,M. pilosus mokH-overexpression transformants,S005,Direct activation by cluster-local TF.,127
M4-FUNG-0029:E004,M4-FUNG-0029,E004,NCBITAXON:89488,STR_f1dee86929bc,Monascus M1 / CGMCC3.0568 original vs +10 mM glutamate medium,S006,mokA behaves differently from the other cluster genes.,128
M4-FUNG-0029:E005,M4-FUNG-0029,E005,NCBITAXON:89488,STR_b6cceb2436e1,Monascus fuliginosus CG-6,S007,Comparative species; no constant-25°C arm.,129
M4-FUNG-0029:E006,M4-FUNG-0029,E006,NCBITAXON:89488,STR_cb961e1ecff6,"M. pilosus MS-1 WT, Δmpclr4, Δmpdot1, Δmplig4",S010,"Global chromatin/DDR regulators, not cluster-local genes.",130
M4-FUNG-0029:E007,M4-FUNG-0029,E007,NCBITAXON:89488,STR_401751b2eaf5,M. pilosus mokI-overexpression strains,S008,Supports recovery association but not direct substrate transport.,131
M4-FUNG-0029:E008,M4-FUNG-0029,E008,NCBITAXON:89488,STR_666c007d3e36,"M. pilosus MS-1 WT, ΔmokE, complemented and PgpdA-mokE strains",S009,Direct modern assignment of MokE as essential LovC-like trans ER.,132
M4-FUNG-0030:E001,M4-FUNG-0030,E001,NCBITAXON:1077442,STR_e7f91c7123f0,T. marneffei PM1 pks1–pks25 knockdown panel,S003,Strong candidate-gene localization across the full 25-PKS repertoire.,124
M4-FUNG-0030:E002,M4-FUNG-0030,E002,NCBITAXON:1077442,STR_a3ccc6eb9a1c,PM1 pks3 + 14-neighbor knockdown panel,S003,Direct falsification of broader neighborhood membership.,125
M4-FUNG-0030:E003,M4-FUNG-0030,E003,NCBITAXON:1077442,STR_de7874b205a2,WT and pks3/rp1/rp2/rp3/rp4 knockdowns,S003,Central causal metabolomic experiment.,126
M4-FUNG-0030:E004,M4-FUNG-0030,E004,NCBITAXON:1077442,STR_662fdd0367a9,WT and pks3 knockdown + individual amino-acid supplements,S003,Supports chemical conjugation after scaffold formation.,127
M4-FUNG-0030:E005,M4-FUNG-0030,E005,NCBITAXON:1077442,STR_e378bbb456be,PM1 WT mold versus yeast developmental conditions,S003; S004,Developmental-state access is strongly temperature coupled.,128
M4-FUNG-0031:E001,M4-FUNG-0031,E001,NCBITAXON:227321,STR_3b3794492499,A. nidulans WT vs cclA-loss strains,S005,Foundational chromatin-access experiment.,134
M4-FUNG-0031:E002,M4-FUNG-0031,E002,NCBITAXON:227321,STR_606d1f7d42be,cclAΔ background + individual mdp deletions,S003,,135
M4-FUNG-0031:E003,M4-FUNG-0031,E003,NCBITAXON:227321,STR_1defed7ddc39,"alcA(p)-mdpE, alcA(p)-mdpA and combined regulatory strains",S003,Direct pathway-specific activation experiment.,136
M4-FUNG-0031:E004,M4-FUNG-0031,E004,NCBITAXON:227321,STR_935436884e8b,mdpH deletion in cclAΔ background,S003; S006,Later reannotation splits MdpH1/H2 functions.,137
M4-FUNG-0031:E005,M4-FUNG-0031,E005,NCBITAXON:227321,STR_9153e605cec2,mdp/xpt/AN7999 targeted deletion series,S004,Strong distributed-programme evidence.,138
M4-FUNG-0031:E006,M4-FUNG-0031,E006,NCBITAXON:227321,STR_49229c1501f2,purified/recombinant XptB,S008,Directly refines pathway chemistry.,139
M4-FUNG-0031:E007,M4-FUNG-0031,E007,NCBITAXON:227321,STR_fb1be9cbcf7a,sexual-development/Hülle-cell metabolomics ± arthropod fungivores,S009,Rare direct ecological-function evidence.,140
M4-FUNG-0032:E001,M4-FUNG-0032,E001,NCBITAXON:5074,STR_7c23263f35f4,P. brevicompactum IBT23078 WT vs clean mpaC::hph mutant,S003,Direct source-strain causal evidence.,128
M4-FUNG-0032:E002,M4-FUNG-0032,E002,NCBITAXON:5074,STR_fa910783c6fe,A. nidulans NID211 expressing mpaC,S003; S004,,129
M4-FUNG-0032:E003,M4-FUNG-0032,E003,NCBITAXON:5074,STR_0894ce8a702d,A. nidulans NID416 expressing mpaC + full mpaDE fusion,S004,,130
M4-FUNG-0032:E004,M4-FUNG-0032,E004,NCBITAXON:5074,STR_58edfad23597,A. nidulans NID944 expressing mpaC + mpaD domain only,S004,,131
M4-FUNG-0032:E005,M4-FUNG-0032,E005,NCBITAXON:5074,STR_2caee2723fae,fungal IMPDH-A versus cluster IMPDH-B/MpaF systems,S005,,132
M4-FUNG-0032:E006,M4-FUNG-0032,E006,NCBITAXON:5074,STR_583729151482,P. brevicompactum NRRL864 homologous mpa' pathway in engineered Aspergillus systems,S006,Comparative homologous strain; central spatial-competence evidence.,133
M4-FUNG-0032:E007,M4-FUNG-0032,E007,NCBITAXON:5074,STR_009127e26a12,purified/peroxisomal MpaH' structural-biochemical system,S007,,134
M4-FUNG-0032:E008,M4-FUNG-0032,E008,NCBITAXON:5074,STR_4f24d3887983,"purified MpaG' with DMMPA, FDHMP and FDHMP-3C",S008,,135
M4-FUNG-0033:E001,M4-FUNG-0033,E001,NCBITAXON:227321,STR_b3ee0f1619cc,A. nidulans wA mutants / FGSC A4,S003; S007,Developmental color-genetics experiment.,122
M4-FUNG-0033:E002,M4-FUNG-0033,E002,NCBITAXON:227321,STR_d7f8389c48d4,A. oryzae expressing reconstructed full-length A. nidulans wA,S004,Definitive product re-identification.,123
M4-FUNG-0033:E003,M4-FUNG-0033,E003,NCBITAXON:227321,STR_163e39c2a5f3,FGSC A4 vegetative hyphae → filter-induced conidiation,S005,Direct developmental-access kinetics.,124
M4-FUNG-0033:E004,M4-FUNG-0033,E004,NCBITAXON:227321,STR_8352baf5034d,yA mutant and yA31 temperature-sensitive strains,S005,Direct enzyme/phenotype linkage.,125
M4-FUNG-0033:E005,M4-FUNG-0033,E005,NCBITAXON:227321,STR_dcaad35a03be,yA promoter/abaA regulatory strains,S006,Pathway regulation outside the BGC.,126
M4-FUNG-0033:E006,M4-FUNG-0033,E006,NCBITAXON:227321,STR_92707e82bd0d,clean chaA and fwA deletion/complementation strains,S008,Neither deletion restricts growth.,127
M4-FUNG-0033:E007,M4-FUNG-0033,E007,NCBITAXON:227321,STR_a16c1c658cb2,wA/yA/chaA/fwA double/triple deletion combinations,S008,"Pathway order inferred from phenotype, not direct metabolite structures.",128
M4-FUNG-0034:E001,M4-FUNG-0034,E001,NCBITAXON:27334,STR_673679562bd0,P. expansum NRRL35695,S003,,135
M4-FUNG-0034:E002,M4-FUNG-0034,E002,NCBITAXON:27334,STR_5786e70caa9b,WT vs ΔpatL/complement,S004,13 apple cultivars were tested.,136
M4-FUNG-0034:E003,M4-FUNG-0034,E003,NCBITAXON:27334,STR_19325e804061,systematic 15-gene knockout panel,S006,,137
M4-FUNG-0034:E004,M4-FUNG-0034,E004,NCBITAXON:27334,STR_d3be486536f1,eGFP-tagged Pat proteins,S006,,138
M4-FUNG-0034:E005,M4-FUNG-0034,E005,NCBITAXON:27334,STR_d9436f598205,ΔpatE and signal-peptide-deficient PatE rescue,S006,,139
M4-FUNG-0034:E006,M4-FUNG-0034,E006,NCBITAXON:27334,STR_7f7880f6ccfa,WT and velvet-family mutants,S006,,140
M4-FUNG-0034:E007,M4-FUNG-0034,E007,NCBITAXON:27334,STR_67eea1276031,P. expansum across ambient-pH conditions,S010,pH-context assay.,141
M4-FUNG-0035:E001,M4-FUNG-0035,E001,NCBITAXON:1229662,STR_eb2f40d0a021,P. fici W106-1 WT vs ptaA disruption,S003,Strongest pathway-entry causality.,133
M4-FUNG-0035:E002,M4-FUNG-0035,E002,NCBITAXON:1229662,STR_c68bce54a06e,W106-1 WT vs ptaE disruption,S003; S006,Direct diphenyl-ether-formation assignment.,134
M4-FUNG-0035:E003,M4-FUNG-0035,E003,NCBITAXON:1229662,STR_3ff2151dad3e,W106-1 WT vs ptaM disruption,S003; S006,Direct chlorination assignment.,135
M4-FUNG-0035:E004,M4-FUNG-0035,E004,NCBITAXON:1229662,STR_8e0d77e3d4c0,W106-1 fermentation transcription/metabolite series,S003; S004; S014,Correlation is not equivalent to regulator causality.,136
M4-FUNG-0035:E005,M4-FUNG-0035,E005,NCBITAXON:1229662,STR_c0e8465dc49d,comparative emodin-family pathway analysis,S005,Comparative evidence explicitly labeled.,137
M4-FUNG-0035:E006,M4-FUNG-0035,E006,NCBITAXON:1229662,STR_2d3774c0be90,PtaM substrate-order analysis from primary/reviewed pathway evidence,S006; S008,Strong example of non-rigid pathway order.,138
M4-FUNG-0035:E007,M4-FUNG-0035,E007,NCBITAXON:1229662,STR_8f386b00de9d,Pestalotiopsis sp. RE-1214 compound-bioactivity assay,S009,Different producing Pestalotiopsis strain; compound-level evidence only.,139
M4-FUNG-0036:E001,M4-FUNG-0036,E001,NCBITAXON:330879,STR_94c725f0fd09,F37 genes in A. oryzae M-2-3,S003,F37 provenance.,125
M4-FUNG-0036:E002,M4-FUNG-0036,E002,NCBITAXON:330879,STR_bcb9ad497eee,P. coprobium PF1169 homolog systems,S004; S005,Comparative provenance.,126
M4-FUNG-0036:E003,M4-FUNG-0036,E003,NCBITAXON:330879,STR_29436edd9f2e,A. fumigatus WT vs Δpyr2-1/Δpyr2-2,S008,Strong native causality.,127
M4-FUNG-0036:E004,M4-FUNG-0036,E004,NCBITAXON:330879,STR_33f3d4d17689,WT/Δpyr2 mono- vs P. aeruginosa dual biofilm,S008,,128
M4-FUNG-0036:E005,M4-FUNG-0036,E005,NCBITAXON:330879,STR_85b6b49fe917,WT vs ΔgpaB in dual biofilm,S008,External regulator.,129
M4-FUNG-0036:E006,M4-FUNG-0036,E006,NCBITAXON:330879,STR_a9196ddb0bc2,WT vs Δpyr2 host models,S008,,130
M4-FUNG-0037:E001,M4-FUNG-0037,E001,NCBITAXON:280754,STR_1cd34f13e18c,P. chlamydosporia source cluster,S003,,121
M4-FUNG-0037:E002,M4-FUNG-0037,E002,NCBITAXON:280754,STR_888fb281f9bf,Rdc5+Rdc1 in S. cerevisiae and cell-free systems,S004,,122
M4-FUNG-0037:E003,M4-FUNG-0037,E003,NCBITAXON:280754,STR_34cad43ed550,Rdc1 TE mutants/deletions,S004,,123
M4-FUNG-0037:E004,M4-FUNG-0037,E004,NCBITAXON:280754,STR_aa51ef4f9329,purified/reconstituted Rdc2,S005,,124
M4-FUNG-0037:E005,M4-FUNG-0037,E005,NCBITAXON:280754,STR_dcb6e08131f0,P. chlamydosporia ± NaBr/other halides,S006,,125
M4-FUNG-0037:E006,M4-FUNG-0037,E006,NCBITAXON:280754,STR_fa1ca058de38,C. chiversii radicicol ortholog knockouts,S007,"Comparative provenance, not P. chlamydosporia source genetics.",126
M4-FUNG-0038:E001,M4-FUNG-0038,E001,NCBITAXON:48100,STR_8651110d6655,A. oryzae expressing sol1,S003; S006,Direct PKS-product localization.,126
M4-FUNG-0038:E002,M4-FUNG-0038,E002,NCBITAXON:48100,STR_781489baab80,Pichia pastoris expressing Sol5,S003,Direct Diels-Alderase evidence.,127
M4-FUNG-0038:E003,M4-FUNG-0038,E003,NCBITAXON:48100,STR_f18c72921564,A. solani ALS1/ALS2 WT vs independent Δsol5 mutants,S004,Direct feedback and pathway-intermediate evidence.,128
M4-FUNG-0038:E004,M4-FUNG-0038,E004,NCBITAXON:48100,STR_dcb6f41f8dec,ALS1/ALS2 WT vs Δsol5 on potato/tomato leaves,S004,Strong falsification of 'phytotoxin = required virulence factor'.,129
M4-FUNG-0038:E005,M4-FUNG-0038,E005,NCBITAXON:48100,STR_799a3577a1b5,A. oryzae NSAR1 sol1→sol1/2→sol1/2/6→sol1/2/6/5 series,S006,Excellent host-context and intervention-order experiment.,130
M4-FUNG-0038:E006,M4-FUNG-0038,E006,NCBITAXON:48100,STR_d695e418c80a,A. oryzae sol1/sol2 with incorrect versus corrected sol6 model,S006,Direct annotation-to-function example.,131
M4-FUNG-0038:E007,M4-FUNG-0038,E007,NCBITAXON:48100,STR_6151dbeb7382,A. rabiei Δsol4 and sol4-overexpression strains,S005,Near-identical comparative cluster; regulator evidence transferred explicitly by orthology.,132
M4-FUNG-0038:E008,M4-FUNG-0038,E008,NCBITAXON:48100,STR_f86cb4679545,purified solanapyrone A/C and prosolanapyrone II-diol plant assays,S004,Compound phenotype separated from fungal pathogenicity.,133
M4-FUNG-0039:E001,M4-FUNG-0039,E001,NCBITAXON:162425,STR_8f54f9b24fec,A. nidulans stcA/pksST disruption strains,S005,,141
M4-FUNG-0039:E002,M4-FUNG-0039,E002,NCBITAXON:162425,STR_8d8d09f9ed3f,U34740 cluster transcript mapping,S003,Primary boundary evidence.,142
M4-FUNG-0039:E003,M4-FUNG-0039,E003,NCBITAXON:162425,STR_e58e89b70682,stcS disruption + precursor feeding,S004,Shows multi-enzyme late gate with StcU.,143
M4-FUNG-0039:E004,M4-FUNG-0039,E004,NCBITAXON:162425,STR_4ba47115e383,stcP disruption strains,S008,,144
M4-FUNG-0039:E005,M4-FUNG-0039,E005,NCBITAXON:162425,STR_c12ac2fcefb3,NOR-accumulating mutagenesis screen,S006,,145
M4-FUNG-0039:E006,M4-FUNG-0039,E006,NCBITAXON:162425,STR_b83b4a1006dc,A. nidulans veA+ vs ΔveA,S009,Development/light-regulation experiment.,146
M4-FUNG-0039:E007,M4-FUNG-0039,E007,NCBITAXON:162425,STR_479591da9f15,ΔlaeA / laeA-overexpression strains,S012,,147
M4-FUNG-0039:E008,M4-FUNG-0039,E008,NCBITAXON:162425,STR_66777c786cce,A. nidulans WT under 1% vs 2% glucose × light/dark,S011,Factorial light-carbon cross-talk experiment.,148
M4-FUNG-0039:E009,M4-FUNG-0039,E009,NCBITAXON:162425,STR_830ed7986f87,AflR DNA-binding-site mutagenesis,S014,,149
M4-FUNG-0040:E001,M4-FUNG-0040,E001,NCBITAXON:441959,STR_c2db6b31da7f,T. stipitatus WT vs tropA knockout,S003,,135
M4-FUNG-0040:E002,M4-FUNG-0040,E002,NCBITAXON:441959,STR_d4e63720eac0,A. oryzae genomic tropA vs intronless tropA-egfp,S003,Strong splicing/host-competence example.,136
M4-FUNG-0040:E003,M4-FUNG-0040,E003,NCBITAXON:441959,STR_06f2bce69cdf,T. stipitatus WT vs ΔtropB plus purified TropB,S003; S005,,137
M4-FUNG-0040:E004,M4-FUNG-0040,E004,NCBITAXON:441959,STR_f14f35950808,T. stipitatus WT vs ΔtropC plus purified TropC,S003,,138
M4-FUNG-0040:E005,M4-FUNG-0040,E005,NCBITAXON:441959,STR_9bc339877ffc,T. stipitatus WT vs ΔtropD,S003; S004,,139
M4-FUNG-0040:E006,M4-FUNG-0040,E006,NCBITAXON:441959,STR_f245f568dc97,T. stipitatus late-pathway knockout panel,S004,Includes extra-boundary TropG.,140
M4-FUNG-0040:E007,M4-FUNG-0040,E007,NCBITAXON:441959,STR_b92b6ddcb870,TropH + TropI + TropJ in-vitro combination,S004,,141
M4-FUNG-0040:E008,M4-FUNG-0040,E008,NCBITAXON:441959,STR_fd4604095057,purified TropB kinetic/substrate panel,S005,,142
M4-FUNG-0040:E009,M4-FUNG-0040,E009,NCBITAXON:441959,STR_f40c2769ce32,SpoC/TropC-family radical-ring-expansion study,S007,Detailed experiments primarily use SpoC.,143
M4-FUNG-0041:E001,M4-FUNG-0041,E001,NCBITAXON:665024,STR_d082dccdcc9c,Race T PKS1 disruption strains,S003,,126
M4-FUNG-0041:E002,M4-FUNG-0041,E002,NCBITAXON:665024,STR_d569d4448b6b,DEC1/RED1 targeted mutants,S004,,127
M4-FUNG-0041:E003,M4-FUNG-0041,E003,NCBITAXON:665024,STR_ce6c2d090e6b,PKS2 disruption strains,S005,,128
M4-FUNG-0041:E004,M4-FUNG-0041,E004,NCBITAXON:665024,STR_74352871d418,six accessory-gene deletion panel,S006,,129
M4-FUNG-0041:E005,M4-FUNG-0041,E005,NCBITAXON:665024,STR_ba65f844c3bb,C4 WT/Chlae1/Chvel1 under light vs dark,S007,,130
M4-FUNG-0041:E006,M4-FUNG-0041,E006,NCBITAXON:665024,STR_2dfcb1b0cab3,C4 PacBio long-read architecture,S009; S010,,131
M4-FUNG-0041:E007,M4-FUNG-0041,E007,NCBITAXON:665024,STR_fb6ccf8f88c9,T-urf13 maize susceptibility mutants,S011,"Host-side gate, not fungal-pathway genetics.",132
M4-FUNG-0042:E001,M4-FUNG-0042,E001,NCBITAXON:380704,STR_548bb942dddb,A. niger ATCC1015 WT vs AdaR-overexpression transformant,S003,Direct native activation/attribution.,122
M4-FUNG-0042:E002,M4-FUNG-0042,E002,NCBITAXON:380704,STR_64144f32d468,S. cerevisiae BJ5464-NpgA with AdaA ± AdaB ± AdaC ± AdaD,S003,Core mechanistic experiment.,123
M4-FUNG-0042:E003,M4-FUNG-0042,E003,NCBITAXON:380704,STR_93c1c9510d56,purified AdaA/AdaC with MβL comparative systems,S003,Keep AdaB-specific and AptB-homolog evidence distinct.,124
M4-FUNG-0042:E004,M4-FUNG-0042,E004,NCBITAXON:380704,STR_1ad8a09c481c,A. niger NRRL2270-derived glaA::adaR CRISPR strains,S006,CRISPR paper uses pathway activation as an integration reporter.,125
M4-FUNG-0042:E005,M4-FUNG-0042,E005,NCBITAXON:380704,STR_f0fce7846118,engineered S. cerevisiae promoter library ± putative AdaE efflux pump,S008,Direct evidence that export/tolerance can be an independent productivity gate.,126
M4-FUNG-0042:E006,M4-FUNG-0042,E006,NCBITAXON:380704,STR_db3dd2d21739,engineered Saccharomyces boulardii pathway library,S008,Host-generalization experiment.,127
