queue_id,dossier_id,section,source_row,reason,status
M4-FUNG-0107:GENES_AND_MECHANISM:22,M4-FUNG-0107,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0107:GENES_AND_MECHANISM:23,M4-FUNG-0107,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0107:GENES_AND_MECHANISM:24,M4-FUNG-0107,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0107:GENES_AND_MECHANISM:25,M4-FUNG-0107,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0107:GENES_AND_MECHANISM:26,M4-FUNG-0107,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0108:FUNCTIONAL_PROGRAMME:20,M4-FUNG-0108,FUNCTIONAL_PROGRAMME,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0108:FUNCTIONAL_PROGRAMME:21,M4-FUNG-0108,FUNCTIONAL_PROGRAMME,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0108:FUNCTIONAL_PROGRAMME:22,M4-FUNG-0108,FUNCTIONAL_PROGRAMME,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0108:FUNCTIONAL_PROGRAMME:23,M4-FUNG-0108,FUNCTIONAL_PROGRAMME,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0109:GENES_AND_MECHANISM:20,M4-FUNG-0109,GENES_AND_MECHANISM,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0109:GENES_AND_MECHANISM:21,M4-FUNG-0109,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0109:GENES_AND_MECHANISM:22,M4-FUNG-0109,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0109:GENES_AND_MECHANISM:23,M4-FUNG-0109,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0110:GENES_AND_MECHANISM:21,M4-FUNG-0110,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0110:GENES_AND_MECHANISM:22,M4-FUNG-0110,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0110:GENES_AND_MECHANISM:23,M4-FUNG-0110,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0110:GENES_AND_MECHANISM:24,M4-FUNG-0110,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0111:GENES_AND_REGULATION:20,M4-FUNG-0111,GENES_AND_REGULATION,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0111:GENES_AND_REGULATION:21,M4-FUNG-0111,GENES_AND_REGULATION,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0111:GENES_AND_REGULATION:22,M4-FUNG-0111,GENES_AND_REGULATION,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0111:GENES_AND_REGULATION:23,M4-FUNG-0111,GENES_AND_REGULATION,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0111:GENES_AND_REGULATION:24,M4-FUNG-0111,GENES_AND_REGULATION,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0112:GENES_AND_ACTIVATION:20,M4-FUNG-0112,GENES_AND_ACTIVATION,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0112:GENES_AND_ACTIVATION:21,M4-FUNG-0112,GENES_AND_ACTIVATION,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0112:GENES_AND_ACTIVATION:22,M4-FUNG-0112,GENES_AND_ACTIVATION,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0112:GENES_AND_ACTIVATION:23,M4-FUNG-0112,GENES_AND_ACTIVATION,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0112:GENES_AND_ACTIVATION:24,M4-FUNG-0112,GENES_AND_ACTIVATION,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0113:ACTIVATION_AND_MECHANISM:20,M4-FUNG-0113,ACTIVATION_AND_MECHANISM,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0113:ACTIVATION_AND_MECHANISM:21,M4-FUNG-0113,ACTIVATION_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0113:ACTIVATION_AND_MECHANISM:22,M4-FUNG-0113,ACTIVATION_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0113:ACTIVATION_AND_MECHANISM:23,M4-FUNG-0113,ACTIVATION_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0113:ACTIVATION_AND_MECHANISM:24,M4-FUNG-0113,ACTIVATION_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0114:GENES_AND_MECHANISM:21,M4-FUNG-0114,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0114:GENES_AND_MECHANISM:22,M4-FUNG-0114,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0114:GENES_AND_MECHANISM:23,M4-FUNG-0114,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0114:GENES_AND_MECHANISM:24,M4-FUNG-0114,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0115:ACTIVATION_AND_MECHANISM:20,M4-FUNG-0115,ACTIVATION_AND_MECHANISM,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0115:ACTIVATION_AND_MECHANISM:21,M4-FUNG-0115,ACTIVATION_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0115:ACTIVATION_AND_MECHANISM:22,M4-FUNG-0115,ACTIVATION_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0115:ACTIVATION_AND_MECHANISM:23,M4-FUNG-0115,ACTIVATION_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0115:ACTIVATION_AND_MECHANISM:24,M4-FUNG-0115,ACTIVATION_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0116:PROGRAMMING_AND_RECONSTRUCTION:20,M4-FUNG-0116,PROGRAMMING_AND_RECONSTRUCTION,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0116:PROGRAMMING_AND_RECONSTRUCTION:21,M4-FUNG-0116,PROGRAMMING_AND_RECONSTRUCTION,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0116:PROGRAMMING_AND_RECONSTRUCTION:22,M4-FUNG-0116,PROGRAMMING_AND_RECONSTRUCTION,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0116:PROGRAMMING_AND_RECONSTRUCTION:23,M4-FUNG-0116,PROGRAMMING_AND_RECONSTRUCTION,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0117:GENES_AND_MECHANISM:15,M4-FUNG-0117,GENES_AND_MECHANISM,15,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0117:GENES_AND_MECHANISM:16,M4-FUNG-0117,GENES_AND_MECHANISM,16,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0117:GENES_AND_MECHANISM:17,M4-FUNG-0117,GENES_AND_MECHANISM,17,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0117:GENES_AND_MECHANISM:18,M4-FUNG-0117,GENES_AND_MECHANISM,18,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0118:GENES_AND_MECHANISM:15,M4-FUNG-0118,GENES_AND_MECHANISM,15,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0118:GENES_AND_MECHANISM:16,M4-FUNG-0118,GENES_AND_MECHANISM,16,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0118:GENES_AND_MECHANISM:17,M4-FUNG-0118,GENES_AND_MECHANISM,17,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0119:GENES_AND_MECHANISM:15,M4-FUNG-0119,GENES_AND_MECHANISM,15,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0119:GENES_AND_MECHANISM:16,M4-FUNG-0119,GENES_AND_MECHANISM,16,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0120:GENES_AND_MECHANISM:15,M4-FUNG-0120,GENES_AND_MECHANISM,15,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0120:GENES_AND_MECHANISM:16,M4-FUNG-0120,GENES_AND_MECHANISM,16,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0120:GENES_AND_MECHANISM:17,M4-FUNG-0120,GENES_AND_MECHANISM,17,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0121:EVIDENCE_AND_PROVENANCE:15,M4-FUNG-0121,EVIDENCE_AND_PROVENANCE,15,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0121:EVIDENCE_AND_PROVENANCE:16,M4-FUNG-0121,EVIDENCE_AND_PROVENANCE,16,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0122:GENES_AND_BOUNDARY:15,M4-FUNG-0122,GENES_AND_BOUNDARY,15,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0122:GENES_AND_BOUNDARY:16,M4-FUNG-0122,GENES_AND_BOUNDARY,16,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0123:GENES_AND_MECHANISM:15,M4-FUNG-0123,GENES_AND_MECHANISM,15,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0123:GENES_AND_MECHANISM:16,M4-FUNG-0123,GENES_AND_MECHANISM,16,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0124:EVIDENCE_AND_MECHANISM:15,M4-FUNG-0124,EVIDENCE_AND_MECHANISM,15,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0124:EVIDENCE_AND_MECHANISM:16,M4-FUNG-0124,EVIDENCE_AND_MECHANISM,16,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0125:GENES_AND_MECHANISM:15,M4-FUNG-0125,GENES_AND_MECHANISM,15,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0125:GENES_AND_MECHANISM:16,M4-FUNG-0125,GENES_AND_MECHANISM,16,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0126:GENES_AND_MECHANISM:16,M4-FUNG-0126,GENES_AND_MECHANISM,16,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0126:GENES_AND_MECHANISM:17,M4-FUNG-0126,GENES_AND_MECHANISM,17,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0126:GENES_AND_MECHANISM:18,M4-FUNG-0126,GENES_AND_MECHANISM,18,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0127:GENES_AND_PATHWAY:22,M4-FUNG-0127,GENES_AND_PATHWAY,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0127:GENES_AND_PATHWAY:23,M4-FUNG-0127,GENES_AND_PATHWAY,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0127:GENES_AND_PATHWAY:24,M4-FUNG-0127,GENES_AND_PATHWAY,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0127:GENES_AND_PATHWAY:25,M4-FUNG-0127,GENES_AND_PATHWAY,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0127:ACTIVATION_AND_EXPERIMENTS:28,M4-FUNG-0127,ACTIVATION_AND_EXPERIMENTS,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0127:ACTIVATION_AND_EXPERIMENTS:29,M4-FUNG-0127,ACTIVATION_AND_EXPERIMENTS,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0127:ACTIVATION_AND_EXPERIMENTS:30,M4-FUNG-0127,ACTIVATION_AND_EXPERIMENTS,30,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0128:PATHWAY_AND_GENES:22,M4-FUNG-0128,PATHWAY_AND_GENES,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0128:PATHWAY_AND_GENES:23,M4-FUNG-0128,PATHWAY_AND_GENES,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0128:PATHWAY_AND_GENES:24,M4-FUNG-0128,PATHWAY_AND_GENES,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0128:PATHWAY_AND_GENES:25,M4-FUNG-0128,PATHWAY_AND_GENES,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0128:EXPERIMENTS_AND_CONTEXT:28,M4-FUNG-0128,EXPERIMENTS_AND_CONTEXT,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0128:EXPERIMENTS_AND_CONTEXT:29,M4-FUNG-0128,EXPERIMENTS_AND_CONTEXT,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0129:PATHWAY_AND_RELATIONSHIPS:22,M4-FUNG-0129,PATHWAY_AND_RELATIONSHIPS,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0129:PATHWAY_AND_RELATIONSHIPS:23,M4-FUNG-0129,PATHWAY_AND_RELATIONSHIPS,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0129:PATHWAY_AND_RELATIONSHIPS:24,M4-FUNG-0129,PATHWAY_AND_RELATIONSHIPS,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0130:GENES_AND_FUNCTION:22,M4-FUNG-0130,GENES_AND_FUNCTION,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0130:GENES_AND_FUNCTION:23,M4-FUNG-0130,GENES_AND_FUNCTION,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0130:GENES_AND_FUNCTION:24,M4-FUNG-0130,GENES_AND_FUNCTION,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0130:EXPERIMENTS_AND_CONTEXT:27,M4-FUNG-0130,EXPERIMENTS_AND_CONTEXT,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0130:EXPERIMENTS_AND_CONTEXT:28,M4-FUNG-0130,EXPERIMENTS_AND_CONTEXT,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0131:GENES_AND_FUNCTION:22,M4-FUNG-0131,GENES_AND_FUNCTION,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0131:GENES_AND_FUNCTION:23,M4-FUNG-0131,GENES_AND_FUNCTION,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0131:GENES_AND_FUNCTION:24,M4-FUNG-0131,GENES_AND_FUNCTION,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0131:EXPERIMENTS_AND_CONTEXT:27,M4-FUNG-0131,EXPERIMENTS_AND_CONTEXT,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0131:EXPERIMENTS_AND_CONTEXT:28,M4-FUNG-0131,EXPERIMENTS_AND_CONTEXT,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0132:GENES_AND_EXPERIMENTS:22,M4-FUNG-0132,GENES_AND_EXPERIMENTS,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0132:GENES_AND_EXPERIMENTS:23,M4-FUNG-0132,GENES_AND_EXPERIMENTS,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0132:GENES_AND_EXPERIMENTS:24,M4-FUNG-0132,GENES_AND_EXPERIMENTS,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0132:DEVELOPMENTAL_AND_MEASUREMENT_CONTEXT:27,M4-FUNG-0132,DEVELOPMENTAL_AND_MEASUREMENT_CONTEXT,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0132:DEVELOPMENTAL_AND_MEASUREMENT_CONTEXT:28,M4-FUNG-0132,DEVELOPMENTAL_AND_MEASUREMENT_CONTEXT,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0132:DEVELOPMENTAL_AND_MEASUREMENT_CONTEXT:29,M4-FUNG-0132,DEVELOPMENTAL_AND_MEASUREMENT_CONTEXT,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0133:CORE_FUNCTIONAL_ARCHITECTURE:22,M4-FUNG-0133,CORE_FUNCTIONAL_ARCHITECTURE,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0133:CORE_FUNCTIONAL_ARCHITECTURE:23,M4-FUNG-0133,CORE_FUNCTIONAL_ARCHITECTURE,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0133:CORE_FUNCTIONAL_ARCHITECTURE:24,M4-FUNG-0133,CORE_FUNCTIONAL_ARCHITECTURE,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0133:CORE_FUNCTIONAL_ARCHITECTURE:25,M4-FUNG-0133,CORE_FUNCTIONAL_ARCHITECTURE,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0133:CORE_FUNCTIONAL_ARCHITECTURE:26,M4-FUNG-0133,CORE_FUNCTIONAL_ARCHITECTURE,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0133:EVIDENCE_AND_CONTEXT:29,M4-FUNG-0133,EVIDENCE_AND_CONTEXT,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0133:EVIDENCE_AND_CONTEXT:30,M4-FUNG-0133,EVIDENCE_AND_CONTEXT,30,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0134:GENES_AND_PATHWAY:22,M4-FUNG-0134,GENES_AND_PATHWAY,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0134:GENES_AND_PATHWAY:23,M4-FUNG-0134,GENES_AND_PATHWAY,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0134:GENES_AND_PATHWAY:24,M4-FUNG-0134,GENES_AND_PATHWAY,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0134:GENES_AND_PATHWAY:25,M4-FUNG-0134,GENES_AND_PATHWAY,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0134:GENES_AND_PATHWAY:26,M4-FUNG-0134,GENES_AND_PATHWAY,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0134:ACTIVATION_AND_TEMPORAL_CONTEXT:29,M4-FUNG-0134,ACTIVATION_AND_TEMPORAL_CONTEXT,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0134:ACTIVATION_AND_TEMPORAL_CONTEXT:30,M4-FUNG-0134,ACTIVATION_AND_TEMPORAL_CONTEXT,30,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0134:ACTIVATION_AND_TEMPORAL_CONTEXT:31,M4-FUNG-0134,ACTIVATION_AND_TEMPORAL_CONTEXT,31,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0135:MODERN_FUNCTIONAL_INTERPRETATION:22,M4-FUNG-0135,MODERN_FUNCTIONAL_INTERPRETATION,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0135:MODERN_FUNCTIONAL_INTERPRETATION:23,M4-FUNG-0135,MODERN_FUNCTIONAL_INTERPRETATION,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0135:MODERN_FUNCTIONAL_INTERPRETATION:24,M4-FUNG-0135,MODERN_FUNCTIONAL_INTERPRETATION,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0135:MODERN_FUNCTIONAL_INTERPRETATION:25,M4-FUNG-0135,MODERN_FUNCTIONAL_INTERPRETATION,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0135:BIOLOGICAL_ROLE_AND_CONFLICTS:28,M4-FUNG-0135,BIOLOGICAL_ROLE_AND_CONFLICTS,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0135:BIOLOGICAL_ROLE_AND_CONFLICTS:29,M4-FUNG-0135,BIOLOGICAL_ROLE_AND_CONFLICTS,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0135:BIOLOGICAL_ROLE_AND_CONFLICTS:30,M4-FUNG-0135,BIOLOGICAL_ROLE_AND_CONFLICTS,30,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0136:GENE_AND_CAUSALITY:22,M4-FUNG-0136,GENE_AND_CAUSALITY,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0136:GENE_AND_CAUSALITY:23,M4-FUNG-0136,GENE_AND_CAUSALITY,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0136:GENE_AND_CAUSALITY:24,M4-FUNG-0136,GENE_AND_CAUSALITY,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0136:EXPRESSION_MEASUREMENTS_AND_ROLE:27,M4-FUNG-0136,EXPRESSION_MEASUREMENTS_AND_ROLE,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0136:EXPRESSION_MEASUREMENTS_AND_ROLE:28,M4-FUNG-0136,EXPRESSION_MEASUREMENTS_AND_ROLE,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0136:EXPRESSION_MEASUREMENTS_AND_ROLE:29,M4-FUNG-0136,EXPRESSION_MEASUREMENTS_AND_ROLE,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0137:GENES_AND_MECHANISM:22,M4-FUNG-0137,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0137:GENES_AND_MECHANISM:23,M4-FUNG-0137,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0137:GENES_AND_MECHANISM:24,M4-FUNG-0137,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0137:GENES_AND_MECHANISM:25,M4-FUNG-0137,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0137:CLAIMS_RELATIONSHIPS_CONFLICTS:28,M4-FUNG-0137,CLAIMS_RELATIONSHIPS_CONFLICTS,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0137:CLAIMS_RELATIONSHIPS_CONFLICTS:29,M4-FUNG-0137,CLAIMS_RELATIONSHIPS_CONFLICTS,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0137:CLAIMS_RELATIONSHIPS_CONFLICTS:30,M4-FUNG-0137,CLAIMS_RELATIONSHIPS_CONFLICTS,30,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0137:CLAIMS_RELATIONSHIPS_CONFLICTS:31,M4-FUNG-0137,CLAIMS_RELATIONSHIPS_CONFLICTS,31,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0138:GENES_AND_MECHANISM:22,M4-FUNG-0138,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0138:GENES_AND_MECHANISM:23,M4-FUNG-0138,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0138:CLAIMS_RELATIONSHIPS_CONFLICTS:26,M4-FUNG-0138,CLAIMS_RELATIONSHIPS_CONFLICTS,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0138:CLAIMS_RELATIONSHIPS_CONFLICTS:27,M4-FUNG-0138,CLAIMS_RELATIONSHIPS_CONFLICTS,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0138:CLAIMS_RELATIONSHIPS_CONFLICTS:28,M4-FUNG-0138,CLAIMS_RELATIONSHIPS_CONFLICTS,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0138:CLAIMS_RELATIONSHIPS_CONFLICTS:29,M4-FUNG-0138,CLAIMS_RELATIONSHIPS_CONFLICTS,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0139:GENES_AND_MECHANISM:22,M4-FUNG-0139,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0139:GENES_AND_MECHANISM:23,M4-FUNG-0139,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0139:GENES_AND_MECHANISM:24,M4-FUNG-0139,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0139:CLAIMS_RELATIONSHIPS_CONFLICTS:27,M4-FUNG-0139,CLAIMS_RELATIONSHIPS_CONFLICTS,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0139:CLAIMS_RELATIONSHIPS_CONFLICTS:28,M4-FUNG-0139,CLAIMS_RELATIONSHIPS_CONFLICTS,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0139:CLAIMS_RELATIONSHIPS_CONFLICTS:29,M4-FUNG-0139,CLAIMS_RELATIONSHIPS_CONFLICTS,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0140:GENES_AND_MECHANISM:22,M4-FUNG-0140,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0140:GENES_AND_MECHANISM:23,M4-FUNG-0140,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0140:GENES_AND_MECHANISM:24,M4-FUNG-0140,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0140:CLAIMS_RELATIONSHIPS_CONFLICTS:27,M4-FUNG-0140,CLAIMS_RELATIONSHIPS_CONFLICTS,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0140:CLAIMS_RELATIONSHIPS_CONFLICTS:28,M4-FUNG-0140,CLAIMS_RELATIONSHIPS_CONFLICTS,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0141:GENES_ACTIVATION_CONTEXT:22,M4-FUNG-0141,GENES_ACTIVATION_CONTEXT,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0141:GENES_ACTIVATION_CONTEXT:23,M4-FUNG-0141,GENES_ACTIVATION_CONTEXT,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0141:GENES_ACTIVATION_CONTEXT:24,M4-FUNG-0141,GENES_ACTIVATION_CONTEXT,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0141:CLAIMS_RELATIONSHIPS_CONFLICTS:27,M4-FUNG-0141,CLAIMS_RELATIONSHIPS_CONFLICTS,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0141:CLAIMS_RELATIONSHIPS_CONFLICTS:28,M4-FUNG-0141,CLAIMS_RELATIONSHIPS_CONFLICTS,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0141:CLAIMS_RELATIONSHIPS_CONFLICTS:29,M4-FUNG-0141,CLAIMS_RELATIONSHIPS_CONFLICTS,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0142:GENES_ACTIVATION_CONTEXT:22,M4-FUNG-0142,GENES_ACTIVATION_CONTEXT,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0142:GENES_ACTIVATION_CONTEXT:23,M4-FUNG-0142,GENES_ACTIVATION_CONTEXT,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0142:GENES_ACTIVATION_CONTEXT:24,M4-FUNG-0142,GENES_ACTIVATION_CONTEXT,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0142:GENES_ACTIVATION_CONTEXT:25,M4-FUNG-0142,GENES_ACTIVATION_CONTEXT,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0142:CLAIMS_RELATIONSHIPS_CONFLICTS:28,M4-FUNG-0142,CLAIMS_RELATIONSHIPS_CONFLICTS,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0142:CLAIMS_RELATIONSHIPS_CONFLICTS:29,M4-FUNG-0142,CLAIMS_RELATIONSHIPS_CONFLICTS,29,nonstandard_section_requires_mapping,unreviewed
