compact_fact_id,dossier_id,section,source_row,fact_type,label_raw,statement_raw,source_ids,extra_raw_json,normalization_status
CF_ac4c38138d70,M4-FUNG-0135,MODERN_FUNCTIONAL_INTERPRETATION,25,unresolved_compact_fact,BCG1_regulation,botcinic-acid and botrydial toxin programmes are co-regulated through the BCG1 signalling pathway in vitro and in planta,S003,,unreviewed
CF_64a77ad7de5b,M4-FUNG-0135,BIOLOGICAL_ROLE_AND_CONFLICTS,28,unresolved_compact_fact,virulence_relationship,botcinic acid and botrydial have redundant contributions to virulence; double-pathway disruption shows stronger attenuation than either alone,S003,,unreviewed
CF_18e6992e41e6,M4-FUNG-0135,BIOLOGICAL_ROLE_AND_CONFLICTS,29,unresolved_compact_fact,U001,Historical BGC0001243 product scope mixes metabolites from distinct modern biosynthetic programmes and should not be interpreted as one self-contained active BGC.,S001; S003,,unreviewed
CF_100903295e59,M4-FUNG-0135,BIOLOGICAL_ROLE_AND_CONFLICTS,30,unresolved_compact_fact,U002,Record is retired and excluded from active-cluster counting.,S001,,unreviewed
CF_0f4b0093d310,M4-FUNG-0136,GENE_AND_CAUSALITY,22,gene_or_mechanism_fact,SNOG_00477 / SN477 / mlnS,polyketide synthase required for mellein biosynthesis,S003,,unreviewed
CF_4827015020c6,M4-FUNG-0136,GENE_AND_CAUSALITY,23,gene_or_mechanism_fact,native_knockout,loss of SN477 abolishes detectable (R)-mellein and (R)-O-methylmellein,S003,,unreviewed
CF_7596acc18d46,M4-FUNG-0136,GENE_AND_CAUSALITY,24,gene_or_mechanism_fact,heterologous_expression,SN477 expression in Saccharomyces cerevisiae is sufficient for production of (R)-mellein,S003,,unreviewed
CF_f1bfad1bb799,M4-FUNG-0136,EXPRESSION_MEASUREMENTS_AND_ROLE,27,measurement_fact,infection_expression,SN477 is highly upregulated during wheat infection,S003,,unreviewed
CF_bb8521b03cf0,M4-FUNG-0136,EXPRESSION_MEASUREMENTS_AND_ROLE,28,measurement_fact,virulence_knockout,SN477 knockout showed no significant virulence difference from wild type under the tested infection assay,S003,,unreviewed
CF_e3258b1922a5,M4-FUNG-0136,EXPRESSION_MEASUREMENTS_AND_ROLE,29,measurement_fact,phytotoxicity_assay,200 μg/mL (R)-mellein inhibited seed germination of wheat and Medicago in the reported assay,S003,,unreviewed
CF_1dcf93a6e786,M4-FUNG-0137,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,lasS1 + lasS2,collaborating iterative PKSs; coexpression in S. cerevisiae produces desmethyl-lasiodiplodin scaffold,S002,,unreviewed
CF_19e8643e108b,M4-FUNG-0137,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,lasM,cluster O-methyltransferase; addition to PKS pair reconstitutes lasiodiplodin,S002,,unreviewed
CF_371affe49779,M4-FUNG-0137,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,lasG,glutathione-S-transferase; not required for heterologous lasiodiplodin production,S002,,unreviewed
CF_a1a0b148e9a7,M4-FUNG-0137,GENES_AND_MECHANISM,25,gene_or_mechanism_fact,lasR / other mapped genes,present in MIBiG locus; pathway-specific causal functions not established in defining reconstitution,S001; S002,,unreviewed
CF_bf7f8e426618,M4-FUNG-0137,CLAIMS_RELATIONSHIPS_CONFLICTS,28,claim_fact,C001,Lasiodiplodin scaffold formation is directly supported by heterologous coexpression of the collaborating PKS pair; O-methylation by LasM completes lasiodiplodin production.,S002,,unreviewed
CF_134aa968a43e,M4-FUNG-0137,CLAIMS_RELATIONSHIPS_CONFLICTS,29,claim_fact,C002,"The same reconstitution generated 14-membered RAL homologues, providing direct evidence of iterative-PKS stuttering as a source of product diversity.",S002,,unreviewed
CF_422bc05611b1,M4-FUNG-0137,CLAIMS_RELATIONSHIPS_CONFLICTS,30,claim_fact,R001,BGC0001245 and BGC0001246 are mechanistically comparable RAL12 systems with homologous collaborating iPKS architecture but distinct products.,S002,,unreviewed
CF_cefbd3efd5bc,M4-FUNG-0137,CLAIMS_RELATIONSHIPS_CONFLICTS,31,claim_fact,U001,MIBiG completeness remains unknown; accessory mapped genes should not be assumed essential.,S001,,unreviewed
CF_acd75c4c7eca,M4-FUNG-0138,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,resS1 + resS2,collaborating iterative PKSs; heterologous coexpression in S. cerevisiae provides trans-resorcylide scaffold,S002,,unreviewed
CF_8da72503d093,M4-FUNG-0138,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,resR1 / resR2 / resE,mapped in locus; individual pathway roles not established by the defining PKS-pair reconstitution,S001; S002,,unreviewed
CF_ef483d6171ad,M4-FUNG-0138,CLAIMS_RELATIONSHIPS_CONFLICTS,26,claim_fact,C001,The collaborating iPKS pair is sufficient for heterologous access to the trans-resorcylide RAL12 scaffold.,S002,,unreviewed
CF_7450e4614d4b,M4-FUNG-0138,CLAIMS_RELATIONSHIPS_CONFLICTS,27,claim_fact,C002,Product diversity includes biosynthetic irregularities and chemical interconversions; not every detected congener requires a dedicated tailoring enzyme.,S002,,unreviewed
CF_35fe68aa0eb6,M4-FUNG-0138,CLAIMS_RELATIONSHIPS_CONFLICTS,28,claim_fact,R001,Mechanistically paired with BGC0001245 as a homologous RAL12 iPKS system.,S002,,unreviewed
CF_2dbd6741ef46,M4-FUNG-0138,CLAIMS_RELATIONSHIPS_CONFLICTS,29,claim_fact,U001,Completeness is unknown and the submitted region lies at a contig edge.,S001,,unreviewed
CF_d6e86935d665,M4-FUNG-0139,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,CTB1,polyketide synthase; targeted disruption abolishes cercosporin and complementation restores production and lesion formation,S002,,unreviewed
CF_0018f837075b,M4-FUNG-0139,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,CTB2-CTB7,historical core includes O-methyltransferase/monooxygenase/transporter/oxidoreductase functions; sequence-based assignments and pathway genetics vary by gene,S003,,unreviewed
CF_c1da4cebfe25,M4-FUNG-0139,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,CTB8,Zn(II)2Cys6 regulator; disruption eliminates or strongly reduces expression of core CTB genes,S003,,unreviewed
CF_afb5eb36be48,M4-FUNG-0139,CLAIMS_RELATIONSHIPS_CONFLICTS,27,claim_fact,C001,"Cercosporin is a direct virulence determinant in C. nicotianae: CTB1 loss reduces toxin and tobacco lesion formation, rescued by complementation.",S002,,unreviewed
CF_f35406b6d890,M4-FUNG-0139,CLAIMS_RELATIONSHIPS_CONFLICTS,28,claim_fact,C002,The historical eight-gene CTB core is incomplete as a modern pathway model; later work identified adjacent genes including final methylenedioxy-bridge functions and autoresistance/export components.,S004,,unreviewed
CF_3ad8ce553f30,M4-FUNG-0139,CLAIMS_RELATIONSHIPS_CONFLICTS,29,claim_fact,U001,Retired MIBiG accession must not be counted as an active independent complete cluster.,S001,,unreviewed
CF_a5f5b7aa6c2e,M4-FUNG-0140,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,erg1,"squalene epoxidase shared with sterol metabolism; silencing lowers clavaric acid, overexpression raises production 32-97%",S002,,unreviewed
CF_62f1cb92dd5e,M4-FUNG-0140,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,occ,secondary-metabolism oxidosqualene cyclase; gene replacement abolishes clavaric acid without sterol auxotrophy,S003,,unreviewed
CF_1b4419fe10e3,M4-FUNG-0140,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,Q001,occ amplification increases clavaric acid yield by 35-67%,S003,,unreviewed
CF_82240bdca446,M4-FUNG-0140,CLAIMS_RELATIONSHIPS_CONFLICTS,27,claim_fact,C001,Oxidosqualene is a branch point between primary sterol metabolism and clavaric-acid secondary metabolism.,S002; S003,,unreviewed
CF_0ff963301a6f,M4-FUNG-0140,CLAIMS_RELATIONSHIPS_CONFLICTS,28,claim_fact,U001,The MIBiG record contains only occ and is completeness-unknown; erg1 is functionally required but belongs to shared primary/secondary precursor supply and lies outside this one-gene record.,S001; S002,,unreviewed
CF_fc9ca190b8f5,M4-FUNG-0141,GENES_ACTIVATION_CONTEXT,22,gene_or_mechanism_fact,AaNPS6,NRPS required for extracellular siderophore production; disruption gives little/no detectable siderophore and complementation restores phenotype,S002,,unreviewed
CF_cd885bf0e158,M4-FUNG-0141,GENES_ACTIVATION_CONTEXT,23,activation_context_fact,activation_context,NPS6 is highly up-regulated under low iron and is influenced by YAP1/redox state,S002,,unreviewed
CF_0d4b4c1791e5,M4-FUNG-0141,GENES_ACTIVATION_CONTEXT,24,gene_or_mechanism_fact,Q001,0.2 mM FeCl3 relieves elevated H2O2 sensitivity of Δnps6 mutants in reported assays,S002,,unreviewed
CF_f19af4b7f052,M4-FUNG-0141,CLAIMS_RELATIONSHIPS_CONFLICTS,27,claim_fact,C001,"NPS6-dependent siderophore production supports iron acquisition, ROS resistance and full citrus virulence rather than acting as a direct phytotoxin.",S002,,unreviewed
CF_f78d1c6ed4ac,M4-FUNG-0141,CLAIMS_RELATIONSHIPS_CONFLICTS,28,claim_fact,C002,Purified siderophores did not induce phytotoxicity on citrus leaves in the defining study.,S002,,unreviewed
CF_fc0c1cc6ba33,M4-FUNG-0141,CLAIMS_RELATIONSHIPS_CONFLICTS,29,claim_fact,U001,"Single-NRPS MIBiG boundary should not be assumed to contain every precursor-supply, transport or regulatory requirement for siderophore physiology.",S001; S002,,unreviewed
CF_4b713defeb1a,M4-FUNG-0142,GENES_ACTIVATION_CONTEXT,22,gene_or_mechanism_fact,sidN,NRPS siderophore synthetase; targeted deletion eliminates epichloënin A in vitro and in planta; complementation restores production,S002,,unreviewed
CF_d5682dd9dba4,M4-FUNG-0142,GENES_ACTIVATION_CONTEXT,23,gene_or_mechanism_fact,substrate_programming,"SidN assembles an octapeptide containing four Gly, one Gln and three trans-AMHO moieties; A3 experimentally supports AMHO activation while A1/A2 assignments are less direct",S002; S003,,unreviewed
CF_5bc2a481c61a,M4-FUNG-0142,GENES_ACTIVATION_CONTEXT,24,activation_context_fact,activation_context,epichloënin A is characterized under iron-depleted conditions; extracellular desferri-form and relatively intracellular ferri-form support an iron-shuttle role,S002; S003,,unreviewed
CF_e22de5951bbb,M4-FUNG-0142,GENES_ACTIVATION_CONTEXT,25,gene_or_mechanism_fact,Q001,iron-depletion assays included 100 µM BPS and rescue conditions with 20 µM Fe2+ or Fe3+,S002,,unreviewed
CF_8aea56773d8f,M4-FUNG-0142,CLAIMS_RELATIONSHIPS_CONFLICTS,28,claim_fact,C001,Loss of sidN converts the normally regulated endophyte-grass interaction toward an antagonistic phenotype with abnormal hyphal growth and plant stunting.,S002,,unreviewed
CF_b87328c27bf4,M4-FUNG-0142,CLAIMS_RELATIONSHIPS_CONFLICTS,29,claim_fact,R001,BGC0001250 and BGC0001251 represent highly similar sidN/epichloënin A records from the same species; biological independence is not inferred from separate accessions.,S001; S004,,unreviewed
CF_192c25fd5e8e,M4-FUNG-0142,CLAIMS_RELATIONSHIPS_CONFLICTS,30,claim_fact,U001,Completeness unknown and region lies on a contig edge.,S001,,unreviewed
CF_672f3f6baf94,M4-FUNG-0143,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,sidN,epichloënin A synthetase; deletion eliminates extracellular siderophore production and disrupts iron-homeostasis-dependent mutualism,S002,,unreviewed
CF_7861ced48916,M4-FUNG-0143,CLAIMS_RELATIONSHIPS_CONFLICTS,25,claim_fact,C001,"The sidN genotype-to-phenotype link is supported by targeted deletion, complementation, LC-MS and in-planta phenotypes.",S002,,unreviewed
CF_3e416db24e6e,M4-FUNG-0143,CLAIMS_RELATIONSHIPS_CONFLICTS,26,claim_fact,R001,Paired with BGC0001250; accessions differ in submitted GenBank sequence but point to the same experimentally defined epichloënin A pathway.,S001; S003,,unreviewed
CF_f1ef0a6e6e92,M4-FUNG-0143,CLAIMS_RELATIONSHIPS_CONFLICTS,27,claim_fact,U001,Do not infer two independent epichloënin biosynthetic systems from the existence of BGC0001250 and BGC0001251.,S001; S003,,unreviewed
CF_6c832a7fd235,M4-FUNG-0144,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,ACRTS2,highly reducing type-I PKS; disruption/RNA silencing abolishes ACR-toxin production and pathogenicity,S002,,unreviewed
CF_8cb3bb170792,M4-FUNG-0144,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,pathway_context,ACRTS2 is located on a ~1.5-Mb conditionally dispensable/accessory chromosome; ACRTS1 and ACRTS3 have additional proposed roles outside this one-gene record,S002; S003,,unreviewed
CF_39cf8754678e,M4-FUNG-0144,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,heterologous_reconstruction,A. oryzae expression of ACRTS2 produces host-selective ACR toxin and related adducts,S003,,unreviewed
CF_6b9f689956e9,M4-FUNG-0144,CLAIMS_RELATIONSHIPS_CONFLICTS,27,claim_fact,C001,ACRTS2 is the core causal PKS for rough-lemon ACR-toxin biosynthesis and pathogenicity.,S002; S003,,unreviewed
CF_09fdfaec937c,M4-FUNG-0144,CLAIMS_RELATIONSHIPS_CONFLICTS,28,claim_fact,U001,"The 7,958-nt MIBiG single-gene record is not a complete representation of all toxin-pathway functions.",S001; S002,,unreviewed
CF_e3b167262d08,M4-FUNG-0144,CLAIMS_RELATIONSHIPS_CONFLICTS,29,claim_fact,X001,Current MIBiG compound label is a chemical identifier rather than the primary-paper biological name ACR-toxin; both are preserved.,S001; S002,,unreviewed
CF_e40381d09d5a,M4-FUNG-0145,PATHWAY_CONTEXT,21,unresolved_compact_fact,ACTTS3,PKS shown in the tangerine pathotype to be essential for ACT-toxin production and pathogenicity; active counterpart represented by BGC0001254,S002; S003,,unreviewed
CF_697cd47eabe3,M4-FUNG-0145,PATHWAY_CONTEXT,22,unresolved_compact_fact,ACTT5 / ACTT6,acyl-CoA synthetase and enoyl-CoA hydratase; multiple-copy disruption reduces or abolishes ACT-toxin production and virulence,S004,,unreviewed
CF_32bbba18e887,M4-FUNG-0145,PATHWAY_CONTEXT,23,unresolved_compact_fact,broader_cluster,later tangerine-pathotype genome analysis places ACT genes in a ~91.2-kb region with about 25 genes,S005,,unreviewed
CF_b89e6d4b2f06,M4-FUNG-0145,CLAIMS_RELATIONSHIPS_CONFLICTS,26,claim_fact,R001,BGC0001253 is retired historical provenance paired with active BGC0001254; it should not be counted as a separate active ACT pathway.,S001; S003,,unreviewed
CF_80a59d2538c0,M4-FUNG-0145,CLAIMS_RELATIONSHIPS_CONFLICTS,27,claim_fact,U001,Historical product partition into ACT-toxin I versus II accessions does not represent the full accessory-chromosome biosynthetic programme.,S001; S005,,unreviewed
CF_20719e7c5f14,M4-FUNG-0146,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,ACTTS3,polyketide synthase; targeted genetic analysis establishes requirement for ACT-toxin production and pathogenicity,S002,,unreviewed
CF_1c7e831f4f65,M4-FUNG-0146,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,ACTT5,acyl-CoA synthetase; disruption of two copies significantly reduces ACT-toxin production and virulence,S003,,unreviewed
CF_140e9cba8bd8,M4-FUNG-0146,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,ACTT6,enoyl-CoA hydratase; disruption of two copies abolishes ACT-toxin and pathogenicity and accumulates a putative decatrienoic-acid intermediate,S003,,unreviewed
CF_b883c6a14a5b,M4-FUNG-0146,GENES_AND_MECHANISM,25,gene_or_mechanism_fact,regulatory_context,"SLT2 MAPK signalling contributes to ACT-toxin production, morphogenesis and virulence but is not a pathway-specific biosynthetic enzyme",S004,,unreviewed
CF_d60787c6b5a0,M4-FUNG-0146,CLAIMS_RELATIONSHIPS_CONFLICTS,28,claim_fact,C001,ACT toxin is a host-selective virulence determinant whose biosynthesis requires multiple accessory-chromosome genes beyond the single ACTTS3 locus shown in MIBiG.,S002; S003; S005,,unreviewed
CF_1f7dba8a998d,M4-FUNG-0146,CLAIMS_RELATIONSHIPS_CONFLICTS,29,claim_fact,R001,"Active BGC0001254 supersedes the retired BGC0001253 single-gene provenance for current counting, while both preserve historical ACT-toxin annotations.",S001; S006,,unreviewed
CF_4e634e13928f,M4-FUNG-0146,CLAIMS_RELATIONSHIPS_CONFLICTS,30,claim_fact,U001,Completeness unknown: later genomic analysis describes a ~91.2-kb ACT region with about 25 genes.,S001; S005,,unreviewed
CF_ed83a02f37e1,M4-FUNG-0147,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,eqxS,hybrid PKS-NRPS synthetase; PKS module builds the polyketide unit and NRPS module incorporates L-serine; reductive/Dieckmann-release architecture supports tetramic-acid formation,S004; S005,,unreviewed
CF_e340ca0efe38,M4-FUNG-0147,GENES_AND_MECHANISM,25,gene_or_mechanism_fact,eqxC,trans-acting enoyl reductase partnering with EqxS during polyketide assembly,S004; S005,,unreviewed
CF_6e4017027447,M4-FUNG-0147,GENES_AND_MECHANISM,26,gene_or_mechanism_fact,eqx3,cluster-associated Diels-Alderase annotation for decalin stereocontrol; direct stereochemical assays are not treated here as strain-specific unless performed in F. heterosporum,S004; S005,,unreviewed
CF_95c1584f1e74,M4-FUNG-0147,GENES_AND_MECHANISM,27,gene_or_mechanism_fact,eqxH,cluster cytochrome P450; exact strain-specific tailoring step not established in the defining sources reviewed,S001,,unreviewed
CF_c4eae5d1eae0,M4-FUNG-0147,GENES_AND_MECHANISM,28,activation_context_fact,native_activation_context,NR,S003; S004,,unreviewed
CF_0c98cbac31b1,M4-FUNG-0148,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,atrA,tridomain atromentin synthetase; adenylates and dimerizes 4-hydroxyphenylpyruvic acid to atromentin,S003,,unreviewed
CF_78c8348aafdb,M4-FUNG-0148,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,atrD,L-tyrosine:2-oxoglutarate aminotransferase supplying 4-hydroxyphenylpyruvate precursor,S003,,unreviewed
CF_ddd5b53a9d12,M4-FUNG-0148,GENES_AND_MECHANISM,24,biological_role_fact,biological_role,atromentin is a central terphenylquinone precursor; downstream ecological roles are product-family dependent and not assigned as direct T. panuoides phenotypes here,S003,,unreviewed
CF_5157ad7556d3,M4-FUNG-0149,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,pks1,melanin polyketide synthase; disruption replacing KS/AT coding region yields melanin-deficient phenotype,S003,,unreviewed
CF_ee8171fa1521,M4-FUNG-0149,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,protein_architecture,"predicted 2,159-aa fungal PKS with strong homology to Colletotrichum lagenarium pks1",S003,,unreviewed
CF_3c89b97e9501,M4-FUNG-0149,GENES_AND_MECHANISM,24,biological_role_fact,biological_role,melanin pigmentation; specific ecological or virulence function in this strain NR,S003,,unreviewed
CF_e8cf0e073d51,M4-FUNG-0150,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,pks1,"2,124-aa fungal PKS with KS, AT, two ACP sites and thioesterase/Claisen-cyclase module; gene replacement produces albino mutants",S003,,unreviewed
CF_a86e46fae3c8,M4-FUNG-0150,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,dsg,"downstream 1,215-bp ORF encoding a putative Zn(II)2Cys6 transcription factor; functional role not directly tested in defining paper",S003,,unreviewed
CF_4b2c01d00b04,M4-FUNG-0150,GENES_AND_MECHANISM,25,gene_or_mechanism_fact,quantitative_genetics,loss of pigmentation occurred in more than half of transformants; six non-pigmented transformants examined carried replacement of the functional pks1 copy,S003,,unreviewed
CF_6ffb58a7b54c,M4-FUNG-0151,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,EfPKS1,"nonreducing type-I PKS required for elsinochrome production; knockout abolishes toxin, drastically reduces conidiation and significantly reduces lesions; complementation restores phenotypes",S003,,unreviewed
CF_e7fc3d0bc6b8,M4-FUNG-0151,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,TSF1,"cluster-associated transcriptional activator; disruption abolishes elsinochrome and strongly reduces expression of RDT1, EfPKS1, PRF1 and EfHP1",S004,,unreviewed
CF_301a2a2682a6,M4-FUNG-0151,GENES_AND_MECHANISM,25,gene_or_mechanism_fact,RDT1 / PRF1 / ECT1,neighboring candidate biosynthetic/transport genes; expression evidence exists but individual catalytic roles are not all resolved,S004,,unreviewed
CF_58c5bea7fea5,M4-FUNG-0151,GENES_AND_MECHANISM,26,activation_context_fact,activation_context,"light, alkaline pH, high glucose and nitrogen limitation favor EfPKS1/elsinochrome accumulation; ammonium nitrogen suppresses production",S003; S005,,unreviewed
CF_1aa1ef82106e,M4-FUNG-0152,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,terB,indole-diterpene cyclase in the paspaline-forming core,S003,,unreviewed
CF_4fdff7027708,M4-FUNG-0152,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,terC / terF,prenyltransferase-family core enzymes required upstream in indole-diterpene scaffold construction,S003,,unreviewed
CF_4105dc6ed1b9,M4-FUNG-0152,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,terQ,cytochrome P450 converting paspaline toward terpendole E; disruption/feeding establishes its upstream oxidative role,S003,,unreviewed
CF_46ed70b36642,M4-FUNG-0152,GENES_AND_MECHANISM,25,gene_or_mechanism_fact,terP,cytochrome P450 acting downstream of terpendole E; terP disruption causes terpendole E overproduction/accumulation,S003,,unreviewed
CF_3bf05aeab5b1,M4-FUNG-0152,GENES_AND_MECHANISM,26,gene_or_mechanism_fact,terK / terM,additional P450 and FAD-dependent monooxygenase tailoring components; exact individual steps are retained only where supported by feeding/genetic evidence,S003,,unreviewed
CF_c3c9ffc99f18,M4-FUNG-0153,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,AMT,large nonribosomal peptide synthetase responsible for AM-toxin cyclic depsipeptide assembly; targeted disruption yields toxin-deficient mutants,S003,,unreviewed
CF_b5090b17b76b,M4-FUNG-0153,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,pathogenicity_phenotype,"AMT-disrupted toxin-minus mutants lose pathogenicity on susceptible apple, establishing AM-toxin as a primary host-selective determinant",S003,,unreviewed
CF_912181356fd8,M4-FUNG-0153,GENES_AND_MECHANISM,25,activation_context_fact,activation_context,NR,S003,,unreviewed
CF_ea00e1bc77d4,M4-FUNG-0154,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,AKT1,carboxyl-activating enzyme identified in toxin-biosynthetic mutagenesis; disruption is linked to AK-toxin deficiency and pathogenicity loss,S003,,unreviewed
CF_440e6b02f546,M4-FUNG-0154,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,AKT2,toxin-pathway gene of unresolved biochemical function; genetic disruption supports pathway membership,S003,,unreviewed
CF_f117edc8709d,M4-FUNG-0154,GENES_AND_MECHANISM,25,gene_or_mechanism_fact,AKTR-1 / AKT3-1 family,additional toxin-biosynthetic/pathotype-associated genes identified in clustered homologous copies; individual biochemical functions remain incompletely resolved,S003,,unreviewed
CF_0a4451918cc6,M4-FUNG-0154,GENES_AND_MECHANISM,26,gene_or_mechanism_fact,AKT7,"cytochrome P450 acting as a negative modulator of AK-toxin accumulation: reduced functional dosage increases toxin/electrolyte leakage, whereas overexpression suppresses toxin-associated virulence phenotypes",S004,,unreviewed
CF_678c24919341,M4-FUNG-0154,GENES_AND_MECHANISM,27,gene_or_mechanism_fact,copy_number_context,"AKT7 occurs in multiple copies and includes nonfunctional/misspliced copies, complicating simple single-locus interpretation",S004,,unreviewed
CF_8e0a9a56a6ec,M4-FUNG-0155,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,LPS2,lysergyl peptide synthetase subunit that activates lysergic acid and forms a covalent intermediate for peptide assembly,S003,,unreviewed
CF_fd493d56b095,M4-FUNG-0155,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,LPS3,partner NRPS subunit; with LPS2 incorporates alanine and uses NADPH-dependent release chemistry to form ergometrine,S003,,unreviewed
CF_a79c1928994d,M4-FUNG-0155,GENES_AND_MECHANISM,25,gene_or_mechanism_fact,LPS1_relationship,distinct NRPS partner involved in ergopeptine assembly; demonstrates combinatorial use of shared lysergyl-activating machinery,S003,,unreviewed
CF_874c5572c5b2,M4-FUNG-0155,GENES_AND_MECHANISM,26,biological_role_fact,biological_role,NR,S003,,unreviewed
CF_fa320544f2b4,M4-FUNG-0156,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,HR-PKS BAQ25466.1,core betaenone polyketide synthase; unusual programming includes an embedded reductase architecture and requires partner reductive chemistry for correct polyene precursor formation,S003,,unreviewed
CF_e72bc68d4316,M4-FUNG-0156,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,trans_enoyl_reductase,trans-acting ER function demonstrated in heterologous/reconstitution experiments as a required partner in highly reduced polyketide assembly,S003,,unreviewed
CF_ac8c48100f58,M4-FUNG-0156,GENES_AND_MECHANISM,25,gene_or_mechanism_fact,P450 BAQ25465.1,cluster-associated cytochrome P450; retained as a candidate tailoring enzyme unless a specific betaenone conversion was directly demonstrated in the reviewed defining work,S001; S003,,unreviewed
CF_6c5eb78d04ba,M4-FUNG-0156,GENES_AND_MECHANISM,26,activation_context_fact,activation_context,heterologous expression/reconstitution provides pathway access; a defined native environmental switch NR,S003,,unreviewed
CF_b55fbe7148e1,M4-FUNG-0157,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,PKS1,2155-aa polyketide synthase required for melanin biosynthesis; targeted disruption gives a melanin-deficient phenotype.,S003,,unreviewed
CF_794b32f523c9,M4-FUNG-0157,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,THR1 / SCD1,established downstream DHN-melanin genes whose temporal transcription parallels PKS1 under near-UV induction; retained as pathway context rather than assumed to define the retired MIBiG boundary.,S003,,unreviewed
CF_0b662f92f9b6,M4-FUNG-0157,GENES_AND_MECHANISM,25,activation_context_fact,activation_context,near-UV radiation at 300–400 nm specifically enhances PKS1 transcripts; pigment-pathway expression is photoregulated.,S003,,unreviewed
CF_17c5e64b0748,M4-FUNG-0157,GENES_AND_MECHANISM,26,experiment_or_measurement_fact,experiment_and_measurement,targeted PKS1 disruption and independent RNA-mediated PKS1 silencing both produce albino/melanin-deficient phenotypes; exact metabolite titer NR.,S003; S004,,unreviewed
CF_52b296636205,M4-FUNG-0158,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,CgrPKS16 / PKS16,nonreducing PKS candidate whose expression most closely matches grayanic-acid induction; domain architecture and phylogeny support orcinol depside synthesis.,S003,,unreviewed
CF_5eb84b3443d4,M4-FUNG-0158,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,P450,cluster-adjacent cytochrome P450 proposed to catalyze oxidative depside-to-depsidone conversion.,S001; S003,,unreviewed
CF_cd93536300a0,M4-FUNG-0158,GENES_AND_MECHANISM,25,gene_or_mechanism_fact,O-methyltransferase,cluster-adjacent methyltransferase consistent with the three-compound proposed grayanic-acid pathway.,S001; S003,,unreviewed
CF_ccb3443a72db,M4-FUNG-0158,GENES_AND_MECHANISM,26,activation_context_fact,activation_context,mycobiont culture conditions produced coordinated induction of CgrPKS16 transcript and grayanic acid; exact universal trigger is not established.,S003,,unreviewed
CF_0de07286bd31,M4-FUNG-0158,GENES_AND_MECHANISM,27,experiment_or_measurement_fact,experiment_and_measurement,"candidate-PKS expression comparison, domain analysis, phylogeny and cluster/pathway correspondence; direct gene knockout or heterologous reconstruction NF in the defining study; quantitative titer NR.",S003,,unreviewed
CF_0cfe65183566,M4-FUNG-0159,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,dmaW and conserved early EAS genes,cluster homologues support the committed dimethylallyltryptophan and subsequent clavine steps; species-specific enzymatic assignments are retained as homology-supported unless directly tested.,S003,,unreviewed
CF_e24ad18bd093,M4-FUNG-0159,GENES_AND_MECHANISM,24,gene_or_mechanism_fact,lpsB,"late-pathway lysergyl peptide synthetase homologue is truncated in C. fusiformis, consistent with loss of ergopeptine production.",S003,,unreviewed
