organism_key,organism_name,ncbi_taxon_id,phylum,class,order,family,genus,ecological_lifestyle_raw,first_dossier_id
ORG_30de335eae3e,,,,,,,,,M4-FUNG-0386
ORG_1be47c6350ca,,,,,,,,,M4-FUNG-0387
ORG_d40377b519a7,,,,,,,,,M4-FUNG-0388
ORG_2c597a5aa564,,,,,,,,,M4-FUNG-0389
ORG_e3cadbe52f24,,,,,,,,,M4-FUNG-0390
ORG_f21506a2afad,,,,,,,,,M4-FUNG-0391
ORG_28b63b531c3c,,,,,,,,,M4-FUNG-0392
ORG_50355c5f1f0c,,,,,,,,,M4-FUNG-0393
ORG_d8b3d7b631f6,,,,,,,,,M4-FUNG-0394
ORG_9d5b02b4c361,,,,,,,,,M4-FUNG-0395
ORG_836c3c42925e,,,,,,,,,M4-FUNG-0396
ORG_51f4218c8370,,,,,,,,,M4-FUNG-0397
ORG_e5fd63b2dfb1,,,,,,,,,M4-FUNG-0398
ORG_7f935d6e0b45,,,,,,,,,M4-FUNG-0399
ORG_7474a8f36194,,,,,,,,,M4-FUNG-0400
ORG_315919354be6,,,,,,,,,M4-FUNG-0401
ORG_199abb487d3b,,,,,,,,,M4-FUNG-0402
ORG_e3ac70135604,,,,,,,,,M4-FUNG-0403
ORG_3706cb65d3b9,,,,,,,,,M4-FUNG-0404
ORG_115646fd0871,,,,,,,,,M4-FUNG-0405
ORG_429e87f09b9e,,,,,,,,,M4-FUNG-0406
ORG_4e7245e7ef13,,,,,,,,,M4-FUNG-0407
ORG_1c29ddcb9192,,,,,,,,,M4-FUNG-0408
ORG_00ee2506caa4,,,,,,,,,M4-FUNG-0409
ORG_c5eab1482fc6,,,,,,,,,M4-FUNG-0410
ORG_f0bc222d852a,,,,,,,,,M4-FUNG-0411
ORG_d53649ce9a79,,,,,,,,,M4-FUNG-0412
ORG_c21198e70053,,,,,,,,,M4-FUNG-0413
ORG_6de0d6495f06,,,,,,,,,M4-FUNG-0414
ORG_164062b0f129,,,,,,,,,M4-FUNG-0415
ORG_f9cee5d2a5fe,,,,,,,,,M4-FUNG-0416
ORG_7148c415351b,,,,,,,,,M4-FUNG-0417
ORG_ab3afe59d4ea,,,,,,,,,M4-FUNG-0418
ORG_627acd308a22,,,,,,,,,M4-FUNG-0419
ORG_5aa9dcb6a288,,,,,,,,,M4-FUNG-0420
ORG_a6532b04f97b,,,,,,,,,M4-FUNG-0421
ORG_891f81deae16,,,,,,,,,M4-FUNG-0422
ORG_b56560321bbc,,,,,,,,,M4-FUNG-0423
ORG_3d7bdd9a2bf8,,,,,,,,,M4-FUNG-0424
ORG_a863520cab69,,,,,,,,,M4-FUNG-0425
NCBITAXON:5081,Penicillium sp.,5081,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,UNCERTAIN,M4-FUNG-0427
NCBITAXON:1450533,Aspergillus niger CBS 101883,1450533,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NR,M4-FUNG-0434
NCBITAXON:5382,Suillus grevillei,5382,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,ectomycorrhizal basidiomycete,M4-FUNG-0436
NCBITAXON:1128401,Omphalotus olearius VT 653.13,1128401,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Omphalotus,saprotrophic wood-decaying fungus,M4-FUNG-0438
NCBITAXON:249398,Fusarium commune,249398,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,saprotrophic/opportunistic plant-associated filamentous fungus,M4-FUNG-0440
NCBITAXON:1896107,Biscogniauxia sp.,1896107,Ascomycota,Sordariomycetes,Xylariales,Graphostromataceae,Biscogniauxia,wood-associated/endophytic-pathogenic genus context; isolate-specific lifestyle NR,M4-FUNG-0441
NCBITAXON:370937,Aschersonia paraphysata,370937,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Aschersonia,entomopathogenic ascomycete,M4-FUNG-0442
NCBITAXON:2163413,Metschnikowia aff. pulcherrima,2163413,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,phyllosphere-associated yeast; frequently isolated from flowers and fruits,M4-FUNG-0445
NCBITAXON:2259629,Cladosporium sp. SW67,2259629,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,fungal symbiont/associate of marine invertebrate surface,M4-FUNG-0448
NCBITAXON:759273,Colletotrichum higginsianum IMI 349063,759273,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,hemibiotrophic plant pathogen with biotrophic then necrotrophic infection phases,M4-FUNG-0451
NCBITAXON:1892770,Pithomyces chartarum,1892770,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pithomyces / Pseudopithomyces,leaf-litter/pasture saprophyte,M4-FUNG-0452
NCBITAXON:47427,Armillaria gallica,47427,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,parasitic and saprotrophic wood/root-associated fungus,M4-FUNG-0453
NCBITAXON:45130,Bipolaris sorokiniana,45130,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,phytopathogenic fungus associated with cereal/turf-grass disease,M4-FUNG-0454
NCBITAXON:303698,Penicillium steckii,303698,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,environmental/marine-associated filamentous fungus in sampled disease microbiome,M4-FUNG-0456
NCBITAXON:2480843,Xenoacremonium sinensis,2480843,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Xenoacremonium,plant-associated endophyte,M4-FUNG-0458
NCBITAXON:108922,Chrysosporium merdarium,108922,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium,saprotrophic/environmental onygenalean fungus; isolate-specific ecology NR,M4-FUNG-0459
NCBITAXON:1353983,Cladonia macilenta KoLRI003786,1353983,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,lichenized/symbiotic ascomycete; axenic mycobiont cultures used for transcript/metabolite contrast,M4-FUNG-0460
NCBITAXON:1400770,Cladonia metacorallifera KoLRI002260,1400770,Ascomycota,NR,NR,NR,Cladonia,lichen-forming fungal mycobiont,M4-FUNG-0461
NCBITAXON:5454,Ascochyta rabiei,5454,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ascochyta,plant-associated/pathogenic fungus,M4-FUNG-0462
NCBITAXON:1325723,Fusarium neocosmosporiellum,1325723,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,soil/dung-associated and opportunistic plant-associated fungus,M4-FUNG-0463
NCBITAXON:746128,Aspergillus fumigatus MF071,746128,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,marine-derived fungal isolate,M4-FUNG-0464
NCBITAXON:29916,Fusarium sp. RK97-94,29916,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,filamentous fungal isolate,M4-FUNG-0465
NCBITAXON:5065,Aspergillus sp. TJ23,5065,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,filamentous fungal isolate,M4-FUNG-0466
NCBITAXON:1087732,Chaetomium olivaceum SD-80A,1087732,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,filamentous fungal isolate,M4-FUNG-0467
NCBITAXON:2502037,Discosia rubi,2502037,Ascomycota,Sordariomycetes,NR,NR,Discosia,environmental fungal isolate,M4-FUNG-0468
NCBITAXON:168477,Phialomyces arenicola (studied as Penicillium arenicola NRRL 8095),168477,Ascomycota,NR,NR,NR,Phialomyces,NR,M4-FUNG-0469
NCBITAXON:38033,Chaetomium globosum,38033,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,fungus associated with marine invertebrate,M4-FUNG-0470
NCBITAXON:2828659,Parmelia sp. 050094,2828659,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia,lichen-forming ascomycete,M4-FUNG-0471
NCBITAXON:2046025,Acremonium sp.,2046025,Ascomycota,Sordariomycetes,Hypocreales,NR,Acremonium,soil-associated filamentous ascomycete,M4-FUNG-0472
NCBITAXON:5078,Penicillium griseofulvum,5078,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,saprotrophic filamentous fungus,M4-FUNG-0473
NCBITAXON:136282,Pseudevernia furfuracea,136282,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudevernia,lichen-forming ascomycete,M4-FUNG-0475
NCBITAXON:2696576,Taiwanofungus camphoratus,2696576,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Taiwanofungus,wood-decay basidiomycete,M4-FUNG-0477
NCBITAXON:357447,Aspergillus westerdijkiae,357447,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,food-associated saprotroph,M4-FUNG-0479
NCBITAXON:1287682,Aspergillus felis,1287682,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,filamentous fungus,M4-FUNG-0485
NCBITAXON:40993,Aspergillus carbonarius,40993,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,food-associated filamentous fungus,M4-FUNG-0486
NCBITAXON:306088,Aspergillus steynii,306088,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,food-associated filamentous fungus,M4-FUNG-0489
NCBITAXON:1341132,Aspergillus welwitschiae,1341132,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,food-associated filamentous fungus,M4-FUNG-0490
NCBITAXON:1810919,Aspergillus mulundensis,1810919,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,saprotrophic/environmental Aspergillus; isolate-specific ecological role of mulundocandin NR,M4-FUNG-0492
NCBITAXON:904690,Penicillium shearii,904690,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,soil-associated saprotroph; P. shearii has tropical/subtropical soil associations,M4-FUNG-0494
NCBITAXON:1813945,Penicillium sp. YT-2016,1813945,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,M4-FUNG-0497
NCBITAXON:1873369,Aspergillus hancockii,1873369,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,,M4-FUNG-0500
NCBITAXON:77044,Rosellinia necatrix,77044,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,,M4-FUNG-0501
NCBITAXON:284135,Sarocladium oryzae,284135,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,plant-associated pathogenic fungus,M4-FUNG-0503
NCBITAXON:2784450,Xylaria sp. 218_066,2784450,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,lichen-associated endophytic fungus,M4-FUNG-0504
NCBITAXON:426428,Fusarium oxysporum f. sp. lycopersici 4287,426428,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,plant-pathogenic soilborne fungus,M4-FUNG-0505
NCBITAXON:741705,Coniophora puteana RWD-64-598 SS2,741705,Basidiomycota,Agaricomycetes,Boletales,Coniophoraceae,Coniophora,saprotrophic wood-decay fungus,M4-FUNG-0506
NCBITAXON:60169,Penicillium polonicum,60169,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,food-spoilage/mycotoxigenic fungus,M4-FUNG-0518
NCBITAXON:1314807,Dendrothele bispora CBS 962.96,1314807,Basidiomycota,Agaricomycetes,Agaricales,Agaricales incertae sedis,Dendrothele,wood-associated/saprotrophic basidiomycete context; native ecological role of dendrothelin A not directly demonstrated,M4-FUNG-0519
NCBITAXON:5353,Lentinula edodes,5353,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,wood-decaying saprotrophic basidiomycete,M4-FUNG-0520
NCBITAXON:41067,Aspergillus candidus CBS 102.13,41067,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,saprotrophic filamentous fungus; native ecological role of aspcandine NR,M4-FUNG-0521
NCBITAXON:293381,Penicillium bialowiezense CBS 227.28,293381,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,saprotrophic Penicillium; native ecological function of breviones NR,M4-FUNG-0523
NCBITAXON:75552,Aspergillus duricaulis CBS 481.65,75552,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,filamentous saprotrophic fungus,M4-FUNG-0527
NCBITAXON:2715282,Aspergillus luteorubrus MST-FP2246,2715282,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,soil-associated saprotrophic fungus,M4-FUNG-0528
NCBITAXON:3077947,Pestalotiopsis sp. BRIP 39872,3077947,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,plant-associated endophyte,M4-FUNG-0529
NCBITAXON:469280,Aspergillus striatus ATCC 64988,469280,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,filamentous saprotroph,M4-FUNG-0530
NCBITAXON:2911399,Ovatospora sp. SCSIO SY280D,2911399,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Ovatospora,saprotrophic/marine-derived ascomycete,M4-FUNG-0531
NCBITAXON:2003561,Penicillium meliponae MMSRG-058,2003561,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,endophytic fungus,M4-FUNG-0532
NCBITAXON:5503,Curvularia lunata ATCC 74067,5503,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,filamentous saprotrophic/pathogenic ascomycete,M4-FUNG-0533
NCBITAXON:1810909,Aspergillus desertorum CBS 653.73,1810909,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,filamentous saprotrophic fungus,M4-FUNG-0535
NCBITAXON:983644,Cordyceps militaris CM01,983644,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,entomopathogenic filamentous fungus,M4-FUNG-0536
NCBITAXON:645133,Colletotrichum graminicola M1.001,645133,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,hemibiotrophic plant pathogen,M4-FUNG-0539
NCBITAXON:1756131,Arthrinium sp. NF2194,1756131,Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Arthrinium,filamentous fungus,M4-FUNG-0540
NCBITAXON:1835702,Penicillium arizonense IBT 12289,1835702,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,soil-borne filamentous fungus,M4-FUNG-0544
NCBITAXON:1635095,Albophoma yamanashiensis (Tolypocladium album) FO-254,1635095,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Albophoma,filamentous fungus,M4-FUNG-0545
NCBITAXON:87276,Umbilicaria deusta,87276,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,lichenized fungus,M4-FUNG-0546
NCBITAXON:326622,Annulohypoxylon moriforme CBS 123579,326622,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Annulohypoxylon,wood-associated fungus,M4-FUNG-0548
NCBITAXON:1213857,Colletotrichum orbiculare 104-T (MAFF 240422),1213857,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,phytopathogenic fungus,M4-FUNG-0549
NCBITAXON:1079268,Dactylonectria alcacerensis CT-6,1079268,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dactylonectria,endophytic fungus,M4-FUNG-0554
NCBITAXON:2884823,Paramyrothecium sp. XJ0827,2884823,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Paramyrothecium,filamentous fungus,M4-FUNG-0555
NCBITAXON:2211609,Fusarium scirpi CGMCC 3.3656,2211609,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,filamentous fungus,M4-FUNG-0556
NCBITAXON:69781,Penicillium oxalicum MEFC104,69781,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,filamentous fungus,M4-FUNG-0557
NCBITAXON:69789,Penicillium soppii CBS 869.70,69789,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,filamentous fungus,M4-FUNG-0558
NCBITAXON:293374,Penicillium palitans NRRL 2033,293374,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,filamentous fungus,M4-FUNG-0559
NCBITAXON:2041049,Cephalotrichum gorgonifer NG_p51,2041049,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Cephalotrichum,filamentous fungus,M4-FUNG-0562
NCBITAXON:3047880,Phaeosphaeriaceae sp. CF-150626,3047880,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae sp.,filamentous fungus,M4-FUNG-0563
NCBITAXON:1126212,Macrophomina phaseolina MS6,1126212,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,plant pathogen,M4-FUNG-0565
NCBITAXON:69788,Penicillium sclerotiorum SNB-CN111,69788,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,symbiotic/associated fungus,M4-FUNG-0566
NCBITAXON:36652,Penicillium crustosum PRB-2,36652,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,saprotrophic filamentous fungus,M4-FUNG-0568
NCBITAXON:665912,Bipolaris sorokiniana ND90Pr,665912,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,phytopathogenic filamentous fungus,M4-FUNG-0571
NCBITAXON:685557,Mortierella alpina ATCC 32222,685557,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,saprotrophic soil fungus,M4-FUNG-0573
NCBITAXON:1388766,Aspergillus ruber QEN-0407-G2 / genome reference CBS 135680,1388766,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,xerophilic/halotolerant Aspergillus species; QEN isolate studied as marine/endophytic fungus,M4-FUNG-0577
NCBITAXON:201291,Penicillium brocae,201291,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,mangrove-derived endophytic fungus,M4-FUNG-0580
NCBITAXON:2604179,Diaporthe sp. SYSU-MS4722,2604179,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,marine-associated endophytic/ascidian-derived fungus,M4-FUNG-0581
NCBITAXON:2633043,Phaeosphaeria sp. TTI001159,2633043,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,filamentous ascomycete; native ecological role of roseopurpurins unresolved,M4-FUNG-0582
NCBITAXON:192010,Fusarium mangiferae,192010,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,plant-pathogenic Fusarium associated with mango malformation disease,M4-FUNG-0583
NCBITAXON:2011797,Leptobacillium sp. CF-236968,2011797,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Leptobacillium,filamentous ascomycete; native ecological role of pycnidione unresolved,M4-FUNG-0584
NCBITAXON:1718872,Stachybotrys sp. g12,1718872,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,filamentous ascomycete; ecological role of stachysalicyloids unresolved,M4-FUNG-0585
NCBITAXON:1955268,Jackrogersella multiformis,1955268,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Jackrogersella,saprotrophic wood-associated xylariaceous fungus,M4-FUNG-0586
NCBITAXON:2487000,Hypomontagnella monticulosa,2487000,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypomontagnella,saprotrophic wood-associated fungus,M4-FUNG-0588
NCBITAXON:1955266,Jackrogersella minutella,1955266,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Jackrogersella,saprotrophic wood-associated xylariaceous fungus,M4-FUNG-0590
NCBITAXON:425011,Aspergillus niger,425011,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,filamentous saprotrophic Aspergillus,M4-FUNG-0591
NCBITAXON:756982,Arthrobotrys oligospora,756982,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,saprotrophic-to-predatory lifestyle transition with nematode-trap formation,M4-FUNG-0592
ORG_3705c8ce96de,Pseudevernia furfuracea,NR,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudevernia,lichen-forming symbiotic fungus,M4-FUNG-0595
NCBITAXON:319629,Aspergillus brasiliensis,319629,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,saprotrophic filamentous fungus,M4-FUNG-0598
NCBITAXON:660028,Fusarium oxysporum,660028,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,filamentous fungus,M4-FUNG-0599
NCBITAXON:487627,Ascochyta viciae-villosae,487627,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ascochyta,plant-associated/pathogenic Ascochyta fungus,M4-FUNG-0600
NCBITAXON:948311,Fusarium proliferatum,948311,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,plant-associated/pathogenic Fusarium,M4-FUNG-0602
NCBITAXON:474922,Colletotrichum gloeosporioides,474922,Ascomycota,NR,NR,NR,Colletotrichum,plant-associated fungal species,M4-FUNG-0606
NCBITAXON:1037530,Periglandula ipomoeae,1037530,Ascomycota,NR,NR,NR,Periglandula,"obligate plant-symbiotic, nonculturable fungal symbiont",M4-FUNG-0607
