measurement_key,dossier_id,measurement_id,subject_type,subject_id,analyte_raw,value_raw,value_numeric,unit_raw,denominator_raw,timepoint_raw,statistic_raw,n_raw,detection_limit_raw,direction_vs_control_raw,source_ids,note,source_row
M4-FUNG-0012:Q008,M4-FUNG-0012,Q008,UNRESOLVED_REFERENCE,G010,AfoG malonyl-CoA additions,3,3.0,malonyl-CoA,starter-unit synthesis,biosynthetic model,reported,,,,S003; S007,Plus acetyl-CoA starter.,145
M4-FUNG-0012:Q009,M4-FUNG-0012,Q009,UNRESOLVED_REFERENCE,G010,AfoG SAM methylations,2,2.0,SAM-derived methylations,starter-unit synthesis,biosynthetic model,reported,,,,S003; S007,,146
M4-FUNG-0012:Q010,M4-FUNG-0012,Q010,UNRESOLVED_REFERENCE,G008,AfoE malonyl-CoA extensions,4,4.0,malonyl-CoA,AfoG starter extension,biosynthetic model,reported,,,,S003,,147
M4-FUNG-0012:Q011,M4-FUNG-0012,Q011,UNRESOLVED_REFERENCE,G008,AfoE SAM methylations,1,1.0,SAM-derived methylation,AfoG starter extension,biosynthetic model,reported,,,,S003,,148
M4-FUNG-0012:Q012,M4-FUNG-0012,Q012,EXPERIMENT,M4-FUNG-0012:E007,asperfuranone A549 IC50,15.3,15.3,µM,cell-proliferation assay,dose response,IC50,3 independent experiments,NR,inhibition,S005,,149
M4-FUNG-0012:Q013,M4-FUNG-0012,Q013,EXPERIMENT,M4-FUNG-0012:E007,A549 proliferation inhibition at 20 µM,64.5,64.5,%,A549 cells,reported dose point,mean,,,inhibition,S005,,150
M4-FUNG-0012:Q014,M4-FUNG-0012,Q014,EXPERIMENT,M4-FUNG-0012:E007,cell-cycle/apoptosis assay doses,15 and 20,,µM,A549 cells,24–48 h,reported,,,,S005,,151
M4-FUNG-0013:Q001,M4-FUNG-0013,Q001,EXPERIMENT,M4-FUNG-0013:E006,M. pilosus deposited region length,80000,80000.0,bp,KC148521.1,sequence,exact,1,,,S001; S002,,151
M4-FUNG-0013:Q002,M4-FUNG-0013,Q002,EXPERIMENT,M4-FUNG-0013:E006,MIBiG CDS count,24,24.0,CDSs,BGC0000027,sequence,count,1,,,S001,,152
M4-FUNG-0013:Q003,M4-FUNG-0013,Q003,EXPERIMENT,M4-FUNG-0013:E001,mppR1 transcription in W13,strongly repressed,,qualitative,W13 vs WT,endpoint,reported,,,lower,S003,,153
M4-FUNG-0013:Q004,M4-FUNG-0013,Q004,EXPERIMENT,M4-FUNG-0013:E001,MpPKS5 transcription in W13,strongly repressed,,qualitative,W13 vs WT,endpoint,reported,,,lower,S003,,154
M4-FUNG-0013:Q005,M4-FUNG-0013,Q005,EXPERIMENT,M4-FUNG-0013:E002,MpPKS5 knockout pigmentation,albino,,qualitative,BIJ-4 vs WT,endpoint,reported,,,loss,S003,,155
M4-FUNG-0013:Q006,M4-FUNG-0013,Q006,EXPERIMENT,M4-FUNG-0013:E003,cellular C16/C18 fatty-acyl pool after fasB2 deletion,no significant difference,,qualitative,F9 vs WT,endpoint,GC analysis,,,unchanged,S004,Supports dedicated secondary-metabolic FAS role.,156
M4-FUNG-0013:Q007,M4-FUNG-0013,Q007,EXPERIMENT,M4-FUNG-0013:E004,mppE deletion effect on orange/red pigment,enhanced,,qualitative,ΔmppE vs WT,endpoint,reported,,,higher,S005,,157
M4-FUNG-0013:Q008,M4-FUNG-0013,Q008,EXPERIMENT,M4-FUNG-0013:E004,mppE overexpression effect on yellow pigment,enhanced,,qualitative,OV-mppE vs WT,endpoint,reported,,,higher,S005,Culture-method dependent.,158
M4-FUNG-0013:Q009,M4-FUNG-0013,Q009,EXPERIMENT,M4-FUNG-0013:E005,orange pigment production after mppG deletion,severely impaired,,qualitative,ΔmppG vs WT,endpoint,reported,,,lower,S006,Yellow pigment level not significantly altered.,159
M4-FUNG-0013:Q010,M4-FUNG-0013,Q010,EXPERIMENT,M4-FUNG-0013:E005,monascin→rubropunctatin conversion in ΔMpPKS5 feeding assay,not observed,,qualitative,Y-1 feeding,endpoint,reported,,,absent,S006,Argues against a simple yellow-to-orange conversion route mediated by MppG.,160
M4-FUNG-0014:Q001,M4-FUNG-0014,Q001,EXPERIMENT,M4-FUNG-0014:E001,MIBiG displayed-region length,46271,46271.0,bp,"HF679027.1:82,202–128,472",sequence,derived inclusive,1,,,S001,,136
M4-FUNG-0014:Q002,M4-FUNG-0014,Q002,EXPERIMENT,M4-FUNG-0014:E001,MIBiG locus-feature length,18435,18435.0,bp,"100,853–119,287",sequence,derived inclusive,1,,,S001,,137
M4-FUNG-0014:Q003,M4-FUNG-0014,Q003,EXPERIMENT,M4-FUNG-0014:E001,bik1–bik6 core span,17086,17086.0,bp,"102,202–119,287",sequence,derived inclusive,1,,,S001; S003,,138
M4-FUNG-0014:Q004,M4-FUNG-0014,Q004,EXPERIMENT,M4-FUNG-0014:E003,characterized bik genes,6,6.0,genes,bik1–bik6,cluster,count,1,,,S003,,139
M4-FUNG-0014:Q005,M4-FUNG-0014,Q005,EXPERIMENT,M4-FUNG-0014:E005,acidic low-nitrogen glutamine condition,6,6.0,mM glutamine,IMI58289,condition,reported,,,,S006,Bikaverin-favoring condition.,140
M4-FUNG-0014:Q006,M4-FUNG-0014,Q006,EXPERIMENT,M4-FUNG-0014:E007,bikaverin protonated ion,383,383.0,m/z,MALDI-TOF IMS,72 h,reported,,,,S008,Na/K adducts at m/z 405/421 also mapped to pigment zone.,141
M4-FUNG-0014:Q007,M4-FUNG-0014,Q007,EXPERIMENT,M4-FUNG-0014:E007,coculture imaging time,72,72.0,h,F. fujikuroi–Ralstonia interaction,interaction,reported,,,,S008,Pigmentation visible by this point.,142
M4-FUNG-0014:Q008,M4-FUNG-0014,Q008,EXPERIMENT,M4-FUNG-0014:E009,WT chlamydospores colonized by Ralstonia,1.95,1.95,%,observed WT chlamydospores,endpoint,proportion,154,,lower,S008,,143
M4-FUNG-0014:Q009,M4-FUNG-0014,Q009,EXPERIMENT,M4-FUNG-0014:E009,Δbik1 chlamydospores colonized by Ralstonia,6.65,6.65,%,observed Δbik1 chlamydospores,endpoint,proportion,301,,higher,S008,,144
M4-FUNG-0014:Q010,M4-FUNG-0014,Q010,EXPERIMENT,M4-FUNG-0014:E009,colonization chi-square P value,0.031,0.031,P value,WT vs Δbik1 colonized/uncolonized chlamydospores,endpoint,chi-square,,,,S008,"χ²=4.682, df=1.",145
M4-FUNG-0014:Q011,M4-FUNG-0014,Q011,EXPERIMENT,M4-FUNG-0014:E009,total bacterial-burden comparison P value,0.315,0.315,P value,GFP fluorescence area,endpoint,comparison,,,,S008,"Frequency of invasion differed, but total fluorescence burden across all spores did not.",146
M4-FUNG-0014:Q012,M4-FUNG-0014,Q012,EXPERIMENT,M4-FUNG-0014:E008,purified-ralsolamycin bikaverin assay replicates,7,7.0,biological replicates,HPLC quantification,endpoint,n,,,,S008,,147
M4-FUNG-0014:Q013,M4-FUNG-0014,Q013,EXPERIMENT,M4-FUNG-0014:E008,ralsolamycin effect under high nitrogen,approached low-N WT,,qualitative,bikaverin amount,endpoint,reported,,,increase,S008,Signal largely overrides nutritional repression.,148
M4-FUNG-0015:Q001,M4-FUNG-0015,Q001,EXPERIMENT,M4-FUNG-0015:E001,MIBiG displayed-region length,47821,47821.0,bp,"119,085–166,905",sequence,derived inclusive,1,,,S001,,137
M4-FUNG-0015:Q002,M4-FUNG-0015,Q002,EXPERIMENT,M4-FUNG-0015:E001,MIBiG locus-feature length,7821,7821.0,bp,"139,085–146,905",sequence,derived inclusive,1,,,S001,Essentially cicF alone.,138
M4-FUNG-0015:Q003,M4-FUNG-0015,Q003,EXPERIMENT,M4-FUNG-0015:E002,deletion-defined required local genes,7,7.0,genes,cicA/B/C/D/E/F/H,deletion panel,count,,,,S003,cicG is physically internal but nonessential under assay.,139
M4-FUNG-0015:Q004,M4-FUNG-0015,Q004,EXPERIMENT,M4-FUNG-0015:E002,cicG deletion effect,cichorine retained,,qualitative,cicGΔ vs parental,5 days,HPLC,,,no loss,S003,,140
M4-FUNG-0015:Q005,M4-FUNG-0015,Q005,EXPERIMENT,M4-FUNG-0015:E001,YES cultivation temperature,37,37.0,°C,A. nidulans cultures,5 days,reported,,,,S003,,141
M4-FUNG-0015:Q006,M4-FUNG-0015,Q006,EXPERIMENT,M4-FUNG-0015:E001,YES cultivation duration,5,5.0,days,A. nidulans cultures,endpoint,reported,,,,S003,,142
M4-FUNG-0015:Q007,M4-FUNG-0015,Q007,EXPERIMENT,M4-FUNG-0015:E001,inoculum per 150-mm plate,10000000,10000000.0,spores,YES agar plate,start,reported,,,,S003,,143
M4-FUNG-0015:Q008,M4-FUNG-0015,Q008,EXPERIMENT,M4-FUNG-0015:E003,acidified extraction pH,2,2.0,pH units,cicBΔ/cicCΔ aqueous fraction,isolation,reported,,,,S003,Required to recover acidic intermediates.,144
M4-FUNG-0015:Q009,M4-FUNG-0015,Q009,UNRESOLVED_REFERENCE,M001,cichorine LC/MS m/z,194.4,194.4,m/z [M+H]+,purified cichorine,LC/MS,observed,,,,S003,Calculated 194.1.,145
M4-FUNG-0015:Q010,M4-FUNG-0015,Q010,UNRESOLVED_REFERENCE,M002,3-methylorsellinic-acid LC/MS m/z,181.2,181.2,m/z [M-H]-,purified intermediate,LC/MS,observed,,,,S003,Calculated 181.1.,146
M4-FUNG-0015:Q011,M4-FUNG-0015,Q011,UNRESOLVED_REFERENCE,M003,nidulol LC/MS m/z,193.6,193.6,m/z [M-H]-,purified intermediate,LC/MS,observed,,,,S003,Calculated 193.1.,147
M4-FUNG-0015:Q012,M4-FUNG-0015,Q012,EXPERIMENT,M4-FUNG-0015:E006,major BGCs deleted in genetic-dereplication chassis,8,8.0,BGCs,LO8030 platform,engineering,reported,,,,S005,More than 244 kb deleted in total in the dereplication strategy.,148
M4-FUNG-0015:Q013,M4-FUNG-0015,Q013,EXPERIMENT,M4-FUNG-0015:E005,phytotoxic analogue assay concentration,0.005,0.005,M,Zea mays / Medicago polymorpha leaf bioassay,endpoint,reported,,,,S006,Used for the three 2019 novel cichorine analogues.,149
M4-FUNG-0016:Q001,M4-FUNG-0016,Q001,EXPERIMENT,M4-FUNG-0016:E001,MIBiG region length,38231,38231.0,bp,AB072893.1,sequence,exact,1,,,S001,,134
M4-FUNG-0016:Q002,M4-FUNG-0016,Q002,EXPERIMENT,M4-FUNG-0016:E001,cluster gene count,9,9.0,genes,mlcH/G/F/A/C/B/D/E/R,cluster,count,1,,,S001,,135
M4-FUNG-0016:Q003,M4-FUNG-0016,Q003,EXPERIMENT,M4-FUNG-0016:E002,cosmid functional genes highlighted,7,7.0,genes,mlcA–F + mlcR,engineering construct,reported,1,,,S004,,136
M4-FUNG-0016:Q004,M4-FUNG-0016,Q004,EXPERIMENT,M4-FUNG-0016:E004,MlcR high-copy production increase,50,50.0,percent,compactin,engineered high-copy regulator strain,reported,,,increase,S006,,137
M4-FUNG-0016:Q005,M4-FUNG-0016,Q005,UNRESOLVED_REFERENCE,M001,compactin formula,C23H36O6,,formula,compound,structure,exact,,,,S001,,138
M4-FUNG-0017:Q001,M4-FUNG-0017,Q001,EXPERIMENT,M4-FUNG-0017:E002,cloned locus length,31000,31000.0,bp,JX971534.1,sequence,exact,1,,,S001; S002,,135
M4-FUNG-0017:Q002,M4-FUNG-0017,Q002,EXPERIMENT,M4-FUNG-0017:E002,MIBiG CDS count,8,8.0,CDSs,BGC0000045,sequence,count,1,,,S001,,136
M4-FUNG-0017:Q003,M4-FUNG-0017,Q003,EXPERIMENT,M4-FUNG-0017:E002,minimal directly demonstrated biosynthetic genes,2,2.0,genes,curS1 + curS2,heterologous sufficiency,count,,,,S003,CurR/CurE absent from reconstruction.,137
M4-FUNG-0017:Q004,M4-FUNG-0017,Q004,EXPERIMENT,M4-FUNG-0017:E003,dehydrocurvularin isolated yield,6,6.0,mg/L,dual-PKS S. cerevisiae culture,2 d after YP addition,isolated yield,,,,S003,,138
M4-FUNG-0017:Q005,M4-FUNG-0017,Q005,EXPERIMENT,M4-FUNG-0017:E003,11-hydroxycurvularin isolated yield,2.5,2.5,mg/L,dual-PKS S. cerevisiae culture,2 d after YP addition,isolated yield,,,,S003,,139
M4-FUNG-0017:Q006,M4-FUNG-0017,Q006,EXPERIMENT,M4-FUNG-0017:E003,11α:11β hydroxycurvularin ratio,3:1,,ratio,11-hydroxycurvularin mixture,product analysis,reported,,,,S003,,140
M4-FUNG-0017:Q007,M4-FUNG-0017,Q007,EXPERIMENT,M4-FUNG-0017:E003,yeast culture temperature,30,30.0,°C,BJ5464-NpgA,production,reported,,,,S003,,141
M4-FUNG-0017:Q008,M4-FUNG-0017,Q008,EXPERIMENT,M4-FUNG-0017:E003,yeast agitation,250,250.0,rpm,BJ5464-NpgA,production,reported,,,,S003,,142
M4-FUNG-0017:Q009,M4-FUNG-0017,Q009,EXPERIMENT,M4-FUNG-0017:E003,induction/growth transition OD600,0.6,0.6,OD600,before YP addition,culture,reported,,,,S003,,143
M4-FUNG-0017:Q010,M4-FUNG-0017,Q010,UNRESOLVED_REFERENCE,G005,CurS1 extension cycles,3,3.0,polyketide extensions,tetraketide starter synthesis,biosynthetic model,reported,,,,S003,,144
M4-FUNG-0017:Q011,M4-FUNG-0017,Q011,UNRESOLVED_REFERENCE,G002,CurS2 extension cycles,4,4.0,polyketide extensions,after tetraketide starter transfer,biosynthetic model,reported,,,,S003,,145
M4-FUNG-0017:Q012,M4-FUNG-0017,Q012,UNRESOLVED_REFERENCE,G002,final macrocycle size,12,12.0,membered ring,dehydrocurvularin,biosynthesis,reported,,,,S003,Distinct from 14-membered RAL systems.,146
M4-FUNG-0017:Q013,M4-FUNG-0017,Q013,UNRESOLVED_REFERENCE,G002,AtCURS2 protein length,2083,2083.0,amino acids,AtCURS2,sequence,reported,,,,S003,,147
M4-FUNG-0017:Q014,M4-FUNG-0017,Q014,UNRESOLVED_REFERENCE,G005,AtCURS1 protein length,2388,2388.0,amino acids,AtCURS1,sequence,reported,,,,S003,,148
M4-FUNG-0018:Q001,M4-FUNG-0018,Q001,EXPERIMENT,M4-FUNG-0018:E001,MIBiG region length,25000,25000.0,bp,FJ977165.1,sequence,exact,1,,,S001,,136
M4-FUNG-0018:Q002,M4-FUNG-0018,Q002,EXPERIMENT,M4-FUNG-0018:E001,DEP cluster CDS count,6,6.0,genes,DEP1–DEP6,sequence/transcriptional boundary,count,1,,,S001; S003,,137
M4-FUNG-0018:Q003,M4-FUNG-0018,Q003,EXPERIMENT,M4-FUNG-0018:E005,cabbage virulence reduction in depudecin-minus mutants,10,10.0,%,relative lesion/virulence phenotype,infection endpoint,reported approximate,,,lower,S003; S006,Statistically significant in defining study.,138
M4-FUNG-0018:Q004,M4-FUNG-0018,Q004,EXPERIMENT,M4-FUNG-0018:E006,Arabidopsis depudecin-dependent virulence effect,not significant,,qualitative,WT vs depudecin-minus mutants,infection endpoint,reported,,,no difference,S003,,139
M4-FUNG-0018:Q005,M4-FUNG-0018,Q005,EXPERIMENT,M4-FUNG-0018:E007,lower production-favoring temperature,23,23.0,°C,A. brassicicola culture panel,endpoint,reported,,,,S005,Depudecin decreases when temperature increases to 30°C.,140
M4-FUNG-0018:Q006,M4-FUNG-0018,Q006,EXPERIMENT,M4-FUNG-0018:E007,higher comparison temperature,30,30.0,°C,A. brassicicola culture panel,endpoint,reported,,,lower depudecin,S005,,141
M4-FUNG-0018:Q007,M4-FUNG-0018,Q007,EXPERIMENT,M4-FUNG-0018:E007,nitrate reduction/removal effect at 23°C,increase,,qualitative,depudecin production,endpoint,reported,,,higher,S005,,142
M4-FUNG-0018:Q008,M4-FUNG-0018,Q008,EXPERIMENT,M4-FUNG-0018:E007,ammonium chloride addition effect at 23°C,increase,,qualitative,depudecin production,endpoint,reported,,,higher,S005,,143
M4-FUNG-0018:Q009,M4-FUNG-0018,Q009,EXPERIMENT,M4-FUNG-0018:E008,epigenetic modifiers changing metabolite profile,0,0.0,effective tested classes,"5-AZA, SAHA, SBHA under tested liquid-culture conditions",endpoint,reported negative,,,no effect,S005,,144
M4-FUNG-0018:Q010,M4-FUNG-0018,Q010,UNRESOLVED_REFERENCE,M001,depudecin molecular formula,C11H16O4,,formula,depudecin,structure,exact,,,,S001,,145
M4-FUNG-0018:Q011,M4-FUNG-0018,Q011,EXPERIMENT,M4-FUNG-0018:E009,F. langsethiae DEP protein identity to A. brassicicola homologs,64.1,64.1,to 79.7 %,DEP proteins,sequence comparison,reported range,,,,S006,Comparative evidence.,146
M4-FUNG-0019:Q001,M4-FUNG-0019,Q001,EXPERIMENT,M4-FUNG-0019:E001,MIBiG pksA-region length,52829,52829.0,bp,DQ149246.3,sequence,exact,1,,,S001,,164
M4-FUNG-0019:Q002,M4-FUNG-0019,Q002,EXPERIMENT,M4-FUNG-0019:E001,MIBiG CDS count,20,20.0,CDSs,BGC0000048,sequence,count,1,,,S001,Most are flanking genes rather than proven biosynthetic genes.,165
M4-FUNG-0019:Q003,M4-FUNG-0019,Q003,EXPERIMENT,M4-FUNG-0019:E004,known dothistromin genes in fragmented programme,20,20.0,genes,six loci on chromosome 12,genome/pathway mapping,reported,,,,S012,Later pathway-count statement.,166
M4-FUNG-0019:Q004,M4-FUNG-0019,Q004,EXPERIMENT,M4-FUNG-0019:E004,chromosome-12 size carrying dispersed pathway,1.3,1.3,Mb,D. septosporum reference genome,genome,reported,,,,S006; S007,,167
M4-FUNG-0019:Q005,M4-FUNG-0019,Q005,EXPERIMENT,M4-FUNG-0019:E004,chromosome-12 dothistromin loci,6,6.0,loci,fragmented programme,genome,count,,,,S006; S007,,168
M4-FUNG-0019:Q006,M4-FUNG-0019,Q006,EXPERIMENT,M4-FUNG-0019:E003,highest dothistromin production per dry weight window,4,4.0,to 6 days,DB culture,time course,reported window,,,,S005,,169
M4-FUNG-0019:Q007,M4-FUNG-0019,Q007,EXPERIMENT,M4-FUNG-0019:E003,dothistromin concentration-per-mL peak,6,6.0,day,DB culture,time course,reported,,,,S005,,170
M4-FUNG-0019:Q008,M4-FUNG-0019,Q008,EXPERIMENT,M4-FUNG-0019:E005,NorB expression change in ΔDsAflR,24,24.0,fold lower,chromosome-11 NorB transcript,endpoint,reported,,,lower,S007,Candidate extra-programme gene.,171
M4-FUNG-0019:Q009,M4-FUNG-0019,Q009,EXPERIMENT,M4-FUNG-0019:E008,mature lesion observation window,8,8.0,to 12 weeks,P. radiata infection,infection,reported,,,,S008,,172
M4-FUNG-0019:Q010,M4-FUNG-0019,Q010,EXPERIMENT,M4-FUNG-0019:E008,sporulation reduction in dothistromin-deficient lesions,>25,,fold,mutant vs WT lesion sporulation,mature lesions,reported,,,lower,S008,From primary virulence study discussion/results.,173
M4-FUNG-0019:Q011,M4-FUNG-0019,Q011,EXPERIMENT,M4-FUNG-0019:E007,productive-state H3K9 acetylation,higher,,qualitative,dothistromin loci,early productive state,reported,,,higher,S010,,174
M4-FUNG-0019:Q012,M4-FUNG-0019,Q012,EXPERIMENT,M4-FUNG-0019:E007,productive-state H3K27me3,lower,,qualitative,dispersed chromosome-12 genes,early productive state,reported,,,lower,S010,,175
M4-FUNG-0019:Q013,M4-FUNG-0019,Q013,EXPERIMENT,M4-FUNG-0019:E007,productive-state H3K9me3,lower,,qualitative,dothistromin loci,early productive state,reported,,,lower,S010,,176
M4-FUNG-0020:Q001,M4-FUNG-0020,Q001,EXPERIMENT,M4-FUNG-0020:E001,MIBiG displayed-region length,46502,46502.0,bp,"AACD01000135.1:108,096–154,597",sequence,derived inclusive,1,,,S001,,145
M4-FUNG-0020:Q002,M4-FUNG-0020,Q002,EXPERIMENT,M4-FUNG-0020:E001,MIBiG locus-feature length,26552,26552.0,bp,"122,623–149,174",sequence,derived inclusive,1,,,S001,,146
M4-FUNG-0020:Q003,M4-FUNG-0020,Q003,EXPERIMENT,M4-FUNG-0020:E007,MIBiG locus CDS count,10,10.0,genes,AN7907–AN7916,sequence,count,1,,,S001,,147
M4-FUNG-0020:Q004,M4-FUNG-0020,Q004,EXPERIMENT,M4-FUNG-0020:E007,local genes required for F9775A/B,3,3.0,genes,orsA/orsB/orsC,deletion panel,count,,,,S003,,148
M4-FUNG-0020:Q005,M4-FUNG-0020,Q005,EXPERIMENT,M4-FUNG-0020:E006,local genes required for orsellinic acid,1,1.0,gene,orsA,deletion/sufficiency,count,,,,S003,,149
M4-FUNG-0020:Q006,M4-FUNG-0020,Q006,EXPERIMENT,M4-FUNG-0020:E003,actinomycete strains screened,58,58.0,strains,soil-dwelling actinomycetes,coculture screen,reported,,,,S004,Only one strong inducer identified in defining screen.,150
M4-FUNG-0020:Q007,M4-FUNG-0020,Q007,EXPERIMENT,M4-FUNG-0020:E009,MvlA-overexpression suppression of ΔveA F9775 activation,4,4.0,to 5 fold,F9775A/B relative yield,48 h,reported range,,,lower,S007,,151
M4-FUNG-0020:Q008,M4-FUNG-0020,Q008,EXPERIMENT,M4-FUNG-0020:E009,GMM growth temperature,37,37.0,°C,regulator experiment,36–60 h,reported,,,,S007,,152
M4-FUNG-0020:Q009,M4-FUNG-0020,Q009,EXPERIMENT,M4-FUNG-0020:E009,GMM agitation,250,250.0,rpm,regulator experiment,36–60 h,reported,,,,S007,,153
M4-FUNG-0020:Q010,M4-FUNG-0020,Q010,EXPERIMENT,M4-FUNG-0020:E009,key metabolite comparison time,48,48.0,h,ΔveA and mvlA/gcnE backgrounds,metabolite assay,reported,,,,S007,,154
M4-FUNG-0020:Q011,M4-FUNG-0020,Q011,EXPERIMENT,M4-FUNG-0020:E010,early primary-metabolism stage,20,20.0,h,2026 WT vs ΔcclA multi-omics,stage,reported,,,,S009,,155
M4-FUNG-0020:Q012,M4-FUNG-0020,Q012,EXPERIMENT,M4-FUNG-0020:E010,stationary/secondary-metabolism stage,48,48.0,h,2026 WT vs ΔcclA multi-omics,stage,reported,,,,S009,,156
M4-FUNG-0020:Q013,M4-FUNG-0020,Q013,EXPERIMENT,M4-FUNG-0020:E010,genes upregulated in ΔcclA at early stage,2971,2971.0,genes,A. nidulans genome,20 h,reported,,,,S009,"Includes several SM clusters, among them orsellinic acid.",157
M4-FUNG-0021:Q001,M4-FUNG-0021,Q001,EXPERIMENT,M4-FUNG-0021:E001,MIBiG displayed-region length,62742,62742.0,bp,"AF155773.5:2,097–64,838",sequence,derived inclusive,1,,,S001,,146
M4-FUNG-0021:Q002,M4-FUNG-0021,Q002,EXPERIMENT,M4-FUNG-0021:E001,current FUM programme gene count,16,16.0,genes,FUM21 + FUM1–3/6–8/10–11/13–19,cluster,count,1,,,S008,,147
M4-FUNG-0021:Q003,M4-FUNG-0021,Q003,EXPERIMENT,M4-FUNG-0021:E001,FUM21 expression rise,12,12.0,to 48 h,GYAM M-3125,time course,reported,,,,S005,,148
M4-FUNG-0021:Q004,M4-FUNG-0021,Q004,EXPERIMENT,M4-FUNG-0021:E001,structural FUM1/FUM8 major expression rise,48,48.0,to 72 h,GYAM M-3125,time course,reported,,,,S005,,149
M4-FUNG-0021:Q005,M4-FUNG-0021,Q005,EXPERIMENT,M4-FUNG-0021:E001,cracked-maize toxin assay duration,21,21.0,days,M-3125/Δfum21,endpoint,reported,,,,S005,,150
M4-FUNG-0021:Q006,M4-FUNG-0021,Q006,EXPERIMENT,M4-FUNG-0021:E007,ICI glutamine concentration,6,6.0,mM,self-protection experiments,culture,reported,,,,S008,,151
M4-FUNG-0021:Q007,M4-FUNG-0021,Q007,EXPERIMENT,M4-FUNG-0021:E007,FB1 marker fraction of total FB,80,80.0,% approximately,M-3125 under cited conditions,product profile,reported,,,,S008,,152
M4-FUNG-0021:Q008,M4-FUNG-0021,Q008,EXPERIMENT,M4-FUNG-0021:E007,self-protection culture duration,7,7.0,days,FB1 quantification,endpoint,reported,,,,S008,,153
M4-FUNG-0021:Q009,M4-FUNG-0021,Q009,EXPERIMENT,M4-FUNG-0021:E007,gene-expression culture duration,2,2.0,days,qRT-PCR,endpoint,reported,,,,S008,,154
M4-FUNG-0021:Q010,M4-FUNG-0021,Q010,EXPERIMENT,M4-FUNG-0021:E004,residual B-series fumonisin in Δfum13,10,10.0,% of WT approximately,fum13 deletion culture,endpoint,reported,,,lower,S018,,155
M4-FUNG-0021:Q011,M4-FUNG-0021,Q011,EXPERIMENT,M4-FUNG-0021:E009,TSA concentration,1,1.0,µM,Czapek chromatin experiment,7 days,reported,,,,S013,,156
M4-FUNG-0021:Q012,M4-FUNG-0021,Q012,EXPERIMENT,M4-FUNG-0021:E009,Czapek culture duration,7,7.0,days,chromatin/FB1 assay,endpoint,reported,,,,S013,,157
M4-FUNG-0021:Q013,M4-FUNG-0021,Q013,EXPERIMENT,M4-FUNG-0021:E001,GYAM pH,3,3.0,pH,FUM21 study,culture,reported,,,,S005,,158
M4-FUNG-0021:Q014,M4-FUNG-0021,Q014,EXPERIMENT,M4-FUNG-0021:E001,GYAM incubation temperature,28,28.0,°C,FUM21 study,culture,reported,,,,S005,,159
M4-FUNG-0022:Q001,M4-FUNG-0022,Q001,EXPERIMENT,M4-FUNG-0022:E001,MIBiG region length,53327,53327.0,bp,EU449979.1,sequence,exact,1,,,S001,,144
M4-FUNG-0022:Q002,M4-FUNG-0022,Q002,EXPERIMENT,M4-FUNG-0022:E001,MIBiG CDS count,17,17.0,CDSs,16 canonical FUM genes + cpm1,sequence,count,1,,,S001,,145
M4-FUNG-0022:Q003,M4-FUNG-0022,Q003,EXPERIMENT,M4-FUNG-0022:E001,F. oxysporum vs F. verticillioides FUM coding-sequence identity,88,88.0,to 92 %,coding regions,comparative sequence,reported range,,,,S003,,146
M4-FUNG-0022:Q004,M4-FUNG-0022,Q004,EXPERIMENT,M4-FUNG-0022:E001,F. oxysporum vs F. verticillioides intergenic identity,40,40.0,to 77 %,intergenic regions,comparative sequence,reported range,,,,S003,,147
M4-FUNG-0022:Q005,M4-FUNG-0022,Q005,EXPERIMENT,M4-FUNG-0022:E003,Fum8 key residue,580,580.0,amino-acid position,FoFUM8/FvFUM8,site-directed mutagenesis,reported,,,,S004,Valine associated with FC; alanine with FB.,148
M4-FUNG-0022:Q006,M4-FUNG-0022,Q006,EXPERIMENT,M4-FUNG-0022:E003,modified FoFUM8 transformants assessed,5,5.0,transformants,V580A construct,fumonisin assay,n,,,,S004,,149
M4-FUNG-0022:Q007,M4-FUNG-0022,Q007,EXPERIMENT,M4-FUNG-0022:E003,modified FvFUM8 transformants assessed,5,5.0,transformants,A580V construct,fumonisin assay,n,,,,S004,,150
M4-FUNG-0022:Q008,M4-FUNG-0022,Q008,EXPERIMENT,M4-FUNG-0022:E004,V8 preculture duration,7,7.0,days,NRRL39464,preculture,reported,,,,S004,,151
M4-FUNG-0022:Q009,M4-FUNG-0022,Q009,EXPERIMENT,M4-FUNG-0022:E004,cracked-maize assay amount,4,4.0,g,kernel medium,production,reported,,,,S004,,152
M4-FUNG-0022:Q010,M4-FUNG-0022,Q010,EXPERIMENT,M4-FUNG-0022:E004,cracked-maize production duration,10,10.0,days,NRRL39464,production,reported,,,,S004,,153
M4-FUNG-0022:Q011,M4-FUNG-0022,Q011,EXPERIMENT,M4-FUNG-0022:E004,biological replicate cultures,3,3.0,replicates,WT/Δfum15 fumonisin assay,production,n,,,,S004,,154
M4-FUNG-0022:Q012,M4-FUNG-0022,Q012,EXPERIMENT,M4-FUNG-0022:E004,hydroxy-FC1 after FUM15 deletion,retained,,qualitative,Δfum15 vs WT,endpoint,LC-MS,,,no loss,S004,,155
M4-FUNG-0023:Q001,M4-FUNG-0023,Q001,EXPERIMENT,M4-FUNG-0023:E001,MIBiG region length,11857,11857.0,bp,AY604568.1,sequence,exact,1,,,S001,,141
