observation_id,dossier_id,experiment_key,observation_type,subject_type,subject_id,value_raw,measurement_scale,timepoint_raw,source_ids,source_row,normalization_status
OBS_cfa967bad91e,M4-FUNG-0018,M4-FUNG-0018:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0018:E003,depudecin abolished with no obvious intermediate or shunt product,qualitative_or_composite,endpoint,S003; S006,126,unreviewed
OBS_2df61e562676,M4-FUNG-0018,M4-FUNG-0018:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0018:E004,depudecin abolished; DEP1–DEP5 expression depends on DEP6 while immediate flanking genes do not,qualitative_or_composite,endpoint,S003,127,unreviewed
OBS_542e09764ec1,M4-FUNG-0018,M4-FUNG-0018:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0018:E005,"depudecin-minus mutants show approximately 10% reduction in virulence/lesion size, statistically significant",qualitative_or_composite,lesion endpoint,S003,128,unreviewed
OBS_1a7ce9dacfd6,M4-FUNG-0018,M4-FUNG-0018:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0018:E006,no significant depudecin-dependent virulence defect detected,qualitative_or_composite,lesion endpoint,S003,129,unreviewed
OBS_82d578853299,M4-FUNG-0018,M4-FUNG-0018:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0018:E007,raising temperature from 23 to 30°C decreases depudecin; reducing/eliminating nitrate or adding ammonium chloride increases depudecin at 23°C,qualitative_or_composite,study endpoint,S005,130,unreviewed
OBS_27cb10708062,M4-FUNG-0018,M4-FUNG-0018:E008,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0018:E008,tested epigenetic modifiers did not alter the overall metabolite profiles under study conditions,qualitative_or_composite,endpoint,S005,131,unreviewed
OBS_5cee900eadfe,M4-FUNG-0018,M4-FUNG-0018:E009,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0018:E009,DEP1–DEP5 expression and depudecin production confirmed in a distantly related fungus with homologous cluster,qualitative_or_composite,endpoint,S006,132,unreviewed
OBS_bbc35a688221,M4-FUNG-0018,M4-FUNG-0018:E001,measurement,EXPERIMENT,M4-FUNG-0018:E001,25000,quantitative,sequence,S001,136,mapped
OBS_d2d20230fda6,M4-FUNG-0018,M4-FUNG-0018:E001,measurement,EXPERIMENT,M4-FUNG-0018:E001,6,quantitative,sequence/transcriptional boundary,S001; S003,137,mapped
OBS_e48dfd189f9d,M4-FUNG-0018,M4-FUNG-0018:E005,measurement,EXPERIMENT,M4-FUNG-0018:E005,10,quantitative,infection endpoint,S003; S006,138,mapped
OBS_a34138e280b8,M4-FUNG-0018,M4-FUNG-0018:E006,measurement,EXPERIMENT,M4-FUNG-0018:E006,not significant,qualitative_or_text,infection endpoint,S003,139,mapped
OBS_c3d65feb4fe3,M4-FUNG-0018,M4-FUNG-0018:E007,measurement,EXPERIMENT,M4-FUNG-0018:E007,23,quantitative,endpoint,S005,140,mapped
OBS_8bb96b4a2c21,M4-FUNG-0018,M4-FUNG-0018:E007,measurement,EXPERIMENT,M4-FUNG-0018:E007,30,quantitative,endpoint,S005,141,mapped
OBS_e8985d8c22b6,M4-FUNG-0018,M4-FUNG-0018:E007,measurement,EXPERIMENT,M4-FUNG-0018:E007,increase,qualitative_or_text,endpoint,S005,142,mapped
OBS_f42061ab8889,M4-FUNG-0018,M4-FUNG-0018:E007,measurement,EXPERIMENT,M4-FUNG-0018:E007,increase,qualitative_or_text,endpoint,S005,143,mapped
OBS_ad9c555bec07,M4-FUNG-0018,M4-FUNG-0018:E008,measurement,EXPERIMENT,M4-FUNG-0018:E008,0,quantitative,endpoint,S005,144,mapped
OBS_a008cee623fc,M4-FUNG-0018,,measurement,UNRESOLVED_REFERENCE,M001,C11H16O4,qualitative_or_text,structure,S001,145,mapped
OBS_3ecf456d2de3,M4-FUNG-0018,M4-FUNG-0018:E009,measurement,EXPERIMENT,M4-FUNG-0018:E009,64.1,quantitative,sequence comparison,S006,146,mapped
OBS_9888f1856c87,M4-FUNG-0019,M4-FUNG-0019:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0019:E001,pksA mutants cannot make dothistromin de novo but convert supplied norsolorinic acid/other AF precursors to dothistromin,qualitative_or_composite,endpoint,S002,151,unreviewed
OBS_429792798d61,M4-FUNG-0019,M4-FUNG-0019:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0019:E002,dothistromin severely impaired and versicolorin A accumulates,qualitative_or_composite,endpoint,S003,152,unreviewed
OBS_fe1fd1e9bec2,M4-FUNG-0019,M4-FUNG-0019:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0019:E003,dothistromin genes highly expressed at onset of exponential growth; production per biomass highest around days 4–6; GFP strongest in young mycelium,qualitative_or_composite,days 2–10; key window days 4–6,S005,153,unreviewed
OBS_c605561428ab,M4-FUNG-0019,M4-FUNG-0019:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0019:E004,dothistromin genes occupy six separated loci across the 1.3-Mb chromosome 12; most genes show higher expression in planta than culture,qualitative_or_composite,reference-genome / in-planta-vs-culture expression comparison,S006,154,unreviewed
OBS_6ad18a680ba2,M4-FUNG-0019,M4-FUNG-0019:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0019:E005,dothistromin drastically reduced but still detectable; multiple genes at separate loci downregulated; chromosome-11 NorB ~24-fold lower,qualitative_or_composite,endpoint,S007,155,unreviewed
OBS_82c103203410,M4-FUNG-0019,M4-FUNG-0019:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0019:E006,LaeA deletion increases dothistromin and DsAflR expression; mutants also show reduced sporulation/germination/hydrophobicity and an unknown metabolite,qualitative_or_composite,endpoint,S009,156,unreviewed
OBS_db80abc21cbf,M4-FUNG-0019,M4-FUNG-0019:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0019:E007,productive states show higher H3K9ac and lower repressive H3K9me3/H3K27me3; H3K27me3 directly influences dispersed chromosome-12 genes,qualitative_or_composite,state comparison,S010,157,unreviewed
OBS_8d0003673ab0,M4-FUNG-0019,M4-FUNG-0019:E008,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0019:E008,"mutants infect, germinate, grow epiphytically and penetrate, but show restricted mesophyll colonization, smaller lesions and far fewer fruiting bodies/spores",qualitative_or_composite,mature lesions 8–12 weeks,S008,158,unreviewed
OBS_e60dd23ccde0,M4-FUNG-0019,M4-FUNG-0019:E009,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0019:E009,no conclusive evidence that DotC is the obligatory dothistromin efflux transporter,qualitative_or_composite,endpoint,S011,159,unreviewed
OBS_258fd295ceb3,M4-FUNG-0019,M4-FUNG-0019:E010,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0019:E010,20 genes across six chr12 loci conserved; dothistromin output varies among isolates and some high-output isolates carry chromosome duplications,qualitative_or_composite,study endpoint,S012,160,unreviewed
OBS_3fe851484157,M4-FUNG-0019,M4-FUNG-0019:E001,measurement,EXPERIMENT,M4-FUNG-0019:E001,52829,quantitative,sequence,S001,164,mapped
OBS_2514ec2be8a5,M4-FUNG-0019,M4-FUNG-0019:E001,measurement,EXPERIMENT,M4-FUNG-0019:E001,20,quantitative,sequence,S001,165,mapped
OBS_fdc0bb8e0549,M4-FUNG-0019,M4-FUNG-0019:E004,measurement,EXPERIMENT,M4-FUNG-0019:E004,20,quantitative,genome/pathway mapping,S012,166,mapped
OBS_4f51fea6b2f1,M4-FUNG-0019,M4-FUNG-0019:E004,measurement,EXPERIMENT,M4-FUNG-0019:E004,1.3,quantitative,genome,S006; S007,167,mapped
OBS_8397d7ad07de,M4-FUNG-0019,M4-FUNG-0019:E004,measurement,EXPERIMENT,M4-FUNG-0019:E004,6,quantitative,genome,S006; S007,168,mapped
OBS_354a9126b7eb,M4-FUNG-0019,M4-FUNG-0019:E003,measurement,EXPERIMENT,M4-FUNG-0019:E003,4,quantitative,time course,S005,169,mapped
OBS_b6a660015b39,M4-FUNG-0019,M4-FUNG-0019:E003,measurement,EXPERIMENT,M4-FUNG-0019:E003,6,quantitative,time course,S005,170,mapped
OBS_3ef29740a210,M4-FUNG-0019,M4-FUNG-0019:E005,measurement,EXPERIMENT,M4-FUNG-0019:E005,24,quantitative,endpoint,S007,171,mapped
OBS_849c6ea537f3,M4-FUNG-0019,M4-FUNG-0019:E008,measurement,EXPERIMENT,M4-FUNG-0019:E008,8,quantitative,infection,S008,172,mapped
OBS_1b9582745df9,M4-FUNG-0019,M4-FUNG-0019:E008,measurement,EXPERIMENT,M4-FUNG-0019:E008,>25,qualitative_or_text,mature lesions,S008,173,mapped
OBS_b59aa2f6a44f,M4-FUNG-0019,M4-FUNG-0019:E007,measurement,EXPERIMENT,M4-FUNG-0019:E007,higher,qualitative_or_text,early productive state,S010,174,mapped
OBS_83844e79e48a,M4-FUNG-0019,M4-FUNG-0019:E007,measurement,EXPERIMENT,M4-FUNG-0019:E007,lower,qualitative_or_text,early productive state,S010,175,mapped
OBS_3dcdf8e6ce45,M4-FUNG-0019,M4-FUNG-0019:E007,measurement,EXPERIMENT,M4-FUNG-0019:E007,lower,qualitative_or_text,early productive state,S010,176,mapped
OBS_fe82c7e0cc7e,M4-FUNG-0020,M4-FUNG-0020:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0020:E001,stationary liquid Czapek produced high titers of orsellinic acid and F9775A/B without cclA deletion,qualitative_or_composite,condition-dependent; one tested regime included prolonged stationary cultivation,S003,132,unreviewed
OBS_615d2122856d,M4-FUNG-0020,M4-FUNG-0020:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0020:E002,AN7909–AN7915 transcription and F9775A/B production activated/derepressed,qualitative_or_composite,24/48/60 h in defining study,S005,133,unreviewed
OBS_bc03a5d0fc81,M4-FUNG-0020,M4-FUNG-0020:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0020:E003,"specific Streptomyces interaction induces ors genes and OA, lecanoric acid, F9775A/B",qualitative_or_composite,study endpoint,S004,134,unreviewed
OBS_1f42f35542a6,M4-FUNG-0020,M4-FUNG-0020:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0020:E004,only intimate physical interaction activates the fungal programme; separated/diffusible-signal controls fail,qualitative_or_composite,endpoint,S004,135,unreviewed
OBS_67d505921691,M4-FUNG-0020,M4-FUNG-0020:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0020:E005,"GcnE/AdaB required for bacteria-induced ors expression/product; contact increases H3K9/H3K14 acetylation, with H3K9 enrichment cluster-specific",qualitative_or_composite,endpoint,S006,136,unreviewed
OBS_b26fe090ddbe,M4-FUNG-0020,M4-FUNG-0020:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0020:E006,only AN7909/orsA deletion abolishes OA and F9775A/B among tested NR-PKSs,qualitative_or_composite,endpoint,S003,137,unreviewed
OBS_eaa5e720b8e4,M4-FUNG-0020,M4-FUNG-0020:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0020:E007,only AN7911/orsB and AN7912/orsC additionally abolish F9775A/B while OA remains; other neighboring deletions retain all three target compounds,qualitative_or_composite,endpoint,S003,138,unreviewed
OBS_00733346bdf2,M4-FUNG-0020,M4-FUNG-0020:E008,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0020:E008,orsBΔ yields gerfelin/C10-deoxygerfelin; orsCΔ yields diorcinol; OA retained in both,qualitative_or_composite,scale-up endpoint,S003,139,unreviewed
OBS_c936727f1f7f,M4-FUNG-0020,M4-FUNG-0020:E009,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0020:E009,ΔveA strongly activates ors/F9775; OE::mvlA reduces activation ~4–5-fold; gcnE deletion abolishes ΔveA-induced ors transcription/product; H3K9ac tracks productive activation,qualitative_or_composite,36–60 h; key metabolite comparison at 48 h,S007,140,unreviewed
OBS_60b879d27d40,M4-FUNG-0020,M4-FUNG-0020:E010,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0020:E010,"orsellinic-acid cluster is among secondary-metabolite clusters upregulated in ΔcclA at the early/primary-metabolism stage, illustrating stage-dependent regulator effects",qualitative_or_composite,20 h and 48 h,S009,141,unreviewed
OBS_aa6ab60eec18,M4-FUNG-0020,M4-FUNG-0020:E001,measurement,EXPERIMENT,M4-FUNG-0020:E001,46502,quantitative,sequence,S001,145,mapped
OBS_aa2bd8740013,M4-FUNG-0020,M4-FUNG-0020:E001,measurement,EXPERIMENT,M4-FUNG-0020:E001,26552,quantitative,sequence,S001,146,mapped
OBS_82710aad8cee,M4-FUNG-0020,M4-FUNG-0020:E007,measurement,EXPERIMENT,M4-FUNG-0020:E007,10,quantitative,sequence,S001,147,mapped
OBS_83a23e13afb2,M4-FUNG-0020,M4-FUNG-0020:E007,measurement,EXPERIMENT,M4-FUNG-0020:E007,3,quantitative,deletion panel,S003,148,mapped
OBS_228e3e9da2bd,M4-FUNG-0020,M4-FUNG-0020:E006,measurement,EXPERIMENT,M4-FUNG-0020:E006,1,quantitative,deletion/sufficiency,S003,149,mapped
OBS_37e256f2eb7c,M4-FUNG-0020,M4-FUNG-0020:E003,measurement,EXPERIMENT,M4-FUNG-0020:E003,58,quantitative,coculture screen,S004,150,mapped
OBS_048af511fce7,M4-FUNG-0020,M4-FUNG-0020:E009,measurement,EXPERIMENT,M4-FUNG-0020:E009,4,quantitative,48 h,S007,151,mapped
OBS_7dcc97dda61c,M4-FUNG-0020,M4-FUNG-0020:E009,measurement,EXPERIMENT,M4-FUNG-0020:E009,37,quantitative,36–60 h,S007,152,mapped
OBS_a5b5ace5aa9b,M4-FUNG-0020,M4-FUNG-0020:E009,measurement,EXPERIMENT,M4-FUNG-0020:E009,250,quantitative,36–60 h,S007,153,mapped
OBS_5b81f8ad9c2c,M4-FUNG-0020,M4-FUNG-0020:E009,measurement,EXPERIMENT,M4-FUNG-0020:E009,48,quantitative,metabolite assay,S007,154,mapped
OBS_1d1811571eaa,M4-FUNG-0020,M4-FUNG-0020:E010,measurement,EXPERIMENT,M4-FUNG-0020:E010,20,quantitative,stage,S009,155,mapped
OBS_8ecb55ce9823,M4-FUNG-0020,M4-FUNG-0020:E010,measurement,EXPERIMENT,M4-FUNG-0020:E010,48,quantitative,stage,S009,156,mapped
OBS_c603883d2ac4,M4-FUNG-0020,M4-FUNG-0020:E010,measurement,EXPERIMENT,M4-FUNG-0020:E010,2971,quantitative,20 h,S009,157,mapped
OBS_a4e2bca90cd5,M4-FUNG-0021,M4-FUNG-0021:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0021:E001,Δfum21 abolishes detectable fumonisins and greatly reduces FUM1/FUM8 transcription; complementation restores near-WT production,qualitative_or_composite,2–6 d RNA; 21 d cracked maize toxin,S005,133,unreviewed
OBS_bf12578c40ed,M4-FUNG-0021,M4-FUNG-0021:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0021:E002,fum1 mutants are fumonisin-null yet comparable to producers in ear infection and ear-rot ability,qualitative_or_composite,1999–2000 field seasons,S004,134,unreviewed
OBS_b2426d97d1a1,M4-FUNG-0021,M4-FUNG-0021:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0021:E003,"Δfum6 supplies intermediates that Δfum1 or Δfum8 can convert; Δfum1+Δfum8 cannot complement each other, placing Fum1→Fum8→Fum6",qualitative_or_composite,7-d intermediate time course,S006,135,unreviewed
OBS_2366c6b4771a,M4-FUNG-0021,M4-FUNG-0021:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0021:E004,C3-keto analogues accumulate and only ~10% WT B-series production remains,qualitative_or_composite,endpoint,S018,136,unreviewed
OBS_b30f28bd7680,M4-FUNG-0021,M4-FUNG-0021:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0021:E005,FUM7/10/11/14 produce distinct ester-defective phenotypes; FUM16 deletion showed no apparent effect on fumonisin production in this older assay,qualitative_or_composite,endpoint,S007,137,unreviewed
OBS_036ed6329369,M4-FUNG-0021,M4-FUNG-0021:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0021:E006,Fum14 directly converts hydrolyzed fumonisins to esterified fumonisins,qualitative_or_composite,reaction endpoint,S021,138,unreviewed
OBS_767f32a0642f,M4-FUNG-0021,M4-FUNG-0021:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0021:E007,FUM19 deletion raises intra/extracellular FB1 and FUM expression; FUM18 provides ceramide-synthase-dependent self-protection without being required for toxin synthesis,qualitative_or_composite,2 d RNA; 7 d toxin,S008,139,unreviewed
OBS_c450d6ee42f8,M4-FUNG-0021,M4-FUNG-0021:E008,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0021:E008,Fum16 is palmitoyl-CoA ligase; Fum15 affects extracellular FB1/detoxification-like phenotypes; both contribute to self-protection,qualitative_or_composite,endpoint,S009,140,unreviewed
OBS_1c98b3155eed,M4-FUNG-0021,M4-FUNG-0021:E009,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0021:E009,histone acetylation regulates FUM1/FUM21 promoters more strongly than FUM8; TSA can derepress expression under noninducing conditions,qualitative_or_composite,7 d,S013,141,unreviewed
OBS_b35ba7d61dc1,M4-FUNG-0021,M4-FUNG-0021:E010,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0021:E010,Fum8 and self-protection CerS proteins occupy ER-derived vesicles; final Fum3 step is cytoplasmic; later work also links Fum1/Fum6 to vacuolar organization,qualitative_or_composite,overnight/production state,S008; S015,142,unreviewed
OBS_bdd5d3c015c7,M4-FUNG-0021,M4-FUNG-0021:E001,measurement,EXPERIMENT,M4-FUNG-0021:E001,62742,quantitative,sequence,S001,146,mapped
OBS_76e79652d4d5,M4-FUNG-0021,M4-FUNG-0021:E001,measurement,EXPERIMENT,M4-FUNG-0021:E001,16,quantitative,cluster,S008,147,mapped
OBS_f748a4af0ebe,M4-FUNG-0021,M4-FUNG-0021:E001,measurement,EXPERIMENT,M4-FUNG-0021:E001,12,quantitative,time course,S005,148,mapped
OBS_1bae7e5b2242,M4-FUNG-0021,M4-FUNG-0021:E001,measurement,EXPERIMENT,M4-FUNG-0021:E001,48,quantitative,time course,S005,149,mapped
OBS_3f3fdbc743ec,M4-FUNG-0021,M4-FUNG-0021:E001,measurement,EXPERIMENT,M4-FUNG-0021:E001,21,quantitative,endpoint,S005,150,mapped
OBS_7ad34607ddbd,M4-FUNG-0021,M4-FUNG-0021:E007,measurement,EXPERIMENT,M4-FUNG-0021:E007,6,quantitative,culture,S008,151,mapped
OBS_9fb09a2126fb,M4-FUNG-0021,M4-FUNG-0021:E007,measurement,EXPERIMENT,M4-FUNG-0021:E007,80,quantitative,product profile,S008,152,mapped
OBS_4e3e70639ce4,M4-FUNG-0021,M4-FUNG-0021:E007,measurement,EXPERIMENT,M4-FUNG-0021:E007,7,quantitative,endpoint,S008,153,mapped
OBS_91b279502a02,M4-FUNG-0021,M4-FUNG-0021:E007,measurement,EXPERIMENT,M4-FUNG-0021:E007,2,quantitative,endpoint,S008,154,mapped
OBS_9830f1ea7382,M4-FUNG-0021,M4-FUNG-0021:E004,measurement,EXPERIMENT,M4-FUNG-0021:E004,10,quantitative,endpoint,S018,155,mapped
OBS_3017aec8208d,M4-FUNG-0021,M4-FUNG-0021:E009,measurement,EXPERIMENT,M4-FUNG-0021:E009,1,quantitative,7 days,S013,156,mapped
OBS_f00043d5d4fa,M4-FUNG-0021,M4-FUNG-0021:E009,measurement,EXPERIMENT,M4-FUNG-0021:E009,7,quantitative,endpoint,S013,157,mapped
OBS_268b45fe820d,M4-FUNG-0021,M4-FUNG-0021:E001,measurement,EXPERIMENT,M4-FUNG-0021:E001,3,quantitative,culture,S005,158,mapped
OBS_aa3f0bbe5016,M4-FUNG-0021,M4-FUNG-0021:E001,measurement,EXPERIMENT,M4-FUNG-0021:E001,28,quantitative,culture,S005,159,mapped
OBS_45442e2548cb,M4-FUNG-0022,M4-FUNG-0022:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0022:E001,FUM genes have the same order/orientation as other Fusarium FUM clusters; coding regions are highly similar but flanking regions are not,qualitative_or_composite,sequence endpoint,S003,133,unreviewed
OBS_8e74d0ae754b,M4-FUNG-0022,M4-FUNG-0022:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0022:E002,FvFUM8 restores predominantly FB production whereas O-1890 FoFUM8 produces predominantly FCs,qualitative_or_composite,endpoint,S003,134,unreviewed
OBS_25d1cf9389e4,M4-FUNG-0022,M4-FUNG-0022:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0022:E003,A580V in FvFUM8 switches predominantly toward FCs; V580A in FoFUM8 switches predominantly toward FBs,qualitative_or_composite,12 d modern assay / construct comparison,S004,135,unreviewed
OBS_1785a56487d0,M4-FUNG-0022,M4-FUNG-0022:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0022:E004,both WT and Δfum15 still produce hydroxy-FC1,qualitative_or_composite,7 d V8 + 10 d cracked maize,S004,136,unreviewed
OBS_ee21c69556f2,M4-FUNG-0022,M4-FUNG-0022:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0022:E005,O-1890 produces mostly FC1 with little FB1/FB2 and additional C-series analogues,qualitative_or_composite,endpoint,S005; S008,137,unreviewed
OBS_0da782b8820c,M4-FUNG-0022,M4-FUNG-0022:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0022:E006,O-1890 FUM locus shows evidence of complex evolutionary history; CPM1 evolves with the cluster in some lineages,qualitative_or_composite,phylogenomic endpoint,S006,138,unreviewed
OBS_b00f008342a3,M4-FUNG-0022,M4-FUNG-0022:E001,measurement,EXPERIMENT,M4-FUNG-0022:E001,53327,quantitative,sequence,S001,144,mapped
OBS_a93c78505e22,M4-FUNG-0022,M4-FUNG-0022:E001,measurement,EXPERIMENT,M4-FUNG-0022:E001,17,quantitative,sequence,S001,145,mapped
OBS_e59d3046a5f5,M4-FUNG-0022,M4-FUNG-0022:E001,measurement,EXPERIMENT,M4-FUNG-0022:E001,88,quantitative,comparative sequence,S003,146,mapped
OBS_e604d050da99,M4-FUNG-0022,M4-FUNG-0022:E001,measurement,EXPERIMENT,M4-FUNG-0022:E001,40,quantitative,comparative sequence,S003,147,mapped
OBS_aca8d1886812,M4-FUNG-0022,M4-FUNG-0022:E003,measurement,EXPERIMENT,M4-FUNG-0022:E003,580,quantitative,site-directed mutagenesis,S004,148,mapped
OBS_336430d0c93f,M4-FUNG-0022,M4-FUNG-0022:E003,measurement,EXPERIMENT,M4-FUNG-0022:E003,5,quantitative,fumonisin assay,S004,149,mapped
OBS_c5db6ebdb124,M4-FUNG-0022,M4-FUNG-0022:E003,measurement,EXPERIMENT,M4-FUNG-0022:E003,5,quantitative,fumonisin assay,S004,150,mapped
OBS_37d431613706,M4-FUNG-0022,M4-FUNG-0022:E004,measurement,EXPERIMENT,M4-FUNG-0022:E004,7,quantitative,preculture,S004,151,mapped
OBS_2793172a8be5,M4-FUNG-0022,M4-FUNG-0022:E004,measurement,EXPERIMENT,M4-FUNG-0022:E004,4,quantitative,production,S004,152,mapped
OBS_26e4b7a18ebf,M4-FUNG-0022,M4-FUNG-0022:E004,measurement,EXPERIMENT,M4-FUNG-0022:E004,10,quantitative,production,S004,153,mapped
OBS_93d72e7a2f54,M4-FUNG-0022,M4-FUNG-0022:E004,measurement,EXPERIMENT,M4-FUNG-0022:E004,3,quantitative,production,S004,154,mapped
OBS_192266c345c0,M4-FUNG-0022,M4-FUNG-0022:E004,measurement,EXPERIMENT,M4-FUNG-0022:E004,retained,qualitative_or_text,endpoint,S004,155,mapped
OBS_ff97decbe171,M4-FUNG-0023,M4-FUNG-0023:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0023:E001,"disruption in both fungi generates fusarin-deficient strains, proving megasynthase necessity",qualitative_or_composite,endpoint,S002,129,unreviewed
OBS_435c575d0d23,M4-FUNG-0023,M4-FUNG-0023:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0023:E002,fus1–fus9 are coregulated under high-N/acidic conditions; productive state enriched for H3K9ac,qualitative_or_composite,2–7 d depending assay,S003,130,unreviewed
OBS_99e898d4d5f2,M4-FUNG-0023,M4-FUNG-0023:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0023:E003,distinct intermediates accumulate; Fus1/2/8/9 required for canonical fusarin chemistry,qualitative_or_composite,4 d,S003,131,unreviewed
OBS_5cbb9f106838,M4-FUNG-0023,M4-FUNG-0023:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0023:E004,fusarin production remains despite deletion of each coexpressed gene,qualitative_or_composite,endpoint,S003,132,unreviewed
OBS_f29b4c54044b,M4-FUNG-0023,M4-FUNG-0023:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0023:E005,fusarin production can be restored by metabolic cross-feeding; Fus1/Fus2/Fus8 generate carboxy-fusarin C and addition of Fus9 completes fusarin C,qualitative_or_composite,4 d,S003,133,unreviewed
OBS_c81649832190,M4-FUNG-0023,M4-FUNG-0023:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0023:E006,fusA transcript and fusarin rise transiently around days 5–7 under high N and decline with aging; illumination lowers observed fusarin,qualitative_or_composite,5–10+ d,S004,134,unreviewed
OBS_7f070f271ebf,M4-FUNG-0023,M4-FUNG-0023:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0023:E007,all nine FUS genes are specifically upregulated during coculture at day 2 relative to F. verticillioides alone,qualitative_or_composite,2 and 5 d,S008,135,unreviewed
OBS_0caa0a70193c,M4-FUNG-0023,M4-FUNG-0023:E008,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0023:E008,"FUS genes fall at least ~15-fold, many ~27–80-fold or more, across independent mutants",qualitative_or_composite,endpoint,S015,136,unreviewed
OBS_f9c07b135a0b,M4-FUNG-0023,M4-FUNG-0023:E009,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0023:E009,fusarins detected only under high-nitrogen conditions in the tested panel; intact cluster does not guarantee production across species,qualitative_or_composite,endpoint,S006,137,unreviewed
OBS_59da477ab956,M4-FUNG-0023,M4-FUNG-0023:E001,measurement,EXPERIMENT,M4-FUNG-0023:E001,11857,quantitative,sequence,S001,141,mapped
OBS_6c41ed2425cd,M4-FUNG-0023,M4-FUNG-0023:E001,measurement,EXPERIMENT,M4-FUNG-0023:E001,1,quantitative,sequence,S001,142,mapped
OBS_4d6879b53b2c,M4-FUNG-0023,M4-FUNG-0023:E002,measurement,EXPERIMENT,M4-FUNG-0023:E002,9,quantitative,cluster,S003; S007,143,mapped
OBS_3accb75b0ec5,M4-FUNG-0023,M4-FUNG-0023:E003,measurement,EXPERIMENT,M4-FUNG-0023:E003,4,quantitative,functional sufficiency,S003,144,mapped
OBS_5ed7f02b13f2,M4-FUNG-0023,M4-FUNG-0023:E002,measurement,EXPERIMENT,M4-FUNG-0023:E002,60,quantitative,inducing culture,S003,145,mapped
OBS_beac1404ce8c,M4-FUNG-0023,M4-FUNG-0023:E002,measurement,EXPERIMENT,M4-FUNG-0023:E002,6,quantitative,comparison,S003,146,mapped
OBS_015bfc0b6920,M4-FUNG-0023,M4-FUNG-0023:E003,measurement,EXPERIMENT,M4-FUNG-0023:E003,4,quantitative,endpoint,S003,147,mapped
OBS_dfef6967a0e4,M4-FUNG-0023,M4-FUNG-0023:E006,measurement,EXPERIMENT,M4-FUNG-0023:E006,5,quantitative,time course,S004,148,mapped
OBS_d5775ef74dd8,M4-FUNG-0023,M4-FUNG-0023:E009,measurement,EXPERIMENT,M4-FUNG-0023:E009,120,quantitative,endpoint,S006,149,mapped
OBS_c0f3ee9786a4,M4-FUNG-0023,M4-FUNG-0023:E008,measurement,EXPERIMENT,M4-FUNG-0023:E008,15,quantitative,RNA-seq,S015,150,mapped
