relationship_key,dossier_id,relationship_id,subject_raw,predicate_raw,object_raw,relationship_text_raw,source_ids,note,source_row,normalization_status
M4-FUNG-0037:R005,M4-FUNG-0037,R005,NaBr,represses,rdc2 transcription,,S006,,156,mapped_triplet
M4-FUNG-0037:R006,M4-FUNG-0037,R006,NaBr,redirects,radicicol → chlorine-free monocillin profile,,S006,,157,mapped_triplet
M4-FUNG-0037:R007,M4-FUNG-0037,R007,Rdc4,associated_with,epoxidative late tailoring,,S003; S007,Comparative evidence.,158,mapped_triplet
M4-FUNG-0037:R008,M4-FUNG-0037,R008,Rdc3,predicted_as,MFS transporter,,S001,,159,mapped_triplet
M4-FUNG-0038:R001,M4-FUNG-0038,R001,BGC0000146,encoded_by,"AB514562.1:1–21,000",,S001,,167,mapped_triplet
M4-FUNG-0038:R002,M4-FUNG-0038,R002,Sol1,synthesizes,desmethylprosolanapyrone I,,S003; S006,,168,mapped_triplet
M4-FUNG-0038:R003,M4-FUNG-0038,R003,Sol2,methylates,desmethylprosolanapyrone I → prosolanapyrone I,,S006; S007,,169,mapped_triplet
M4-FUNG-0038:R004,M4-FUNG-0038,R004,Sol6,hydroxylates,prosolanapyrone I → prosolanapyrone II,,S006; S007,,170,mapped_triplet
M4-FUNG-0038:R005,M4-FUNG-0038,R005,Sol5,oxidizes_and_cyclizes,prosolanapyrone II → prosolanapyrone III → solanapyrones A/D,,S003; S007,,171,mapped_triplet
M4-FUNG-0038:R006,M4-FUNG-0038,R006,Sol3,reduces,solanapyrone A/D → solanapyrone B/E,,S007,,172,mapped_triplet
M4-FUNG-0038:R007,M4-FUNG-0038,R007,Sol4,positively_regulates,sol1/2/3/5/6 transcription,,S005,Direct in A. rabiei ortholog.,173,mapped_triplet
M4-FUNG-0038:R008,M4-FUNG-0038,R008,sol5 deletion,causes,loss of solanapyrones + prosolanapyrone-II-diol accumulation,,S004,,174,mapped_triplet
M4-FUNG-0038:R009,M4-FUNG-0038,R009,sol5 deletion,does_not_reduce,A. solani pathogenicity on tested potato/tomato hosts,,S004,,175,mapped_triplet
M4-FUNG-0038:R010,M4-FUNG-0038,R010,A. oryzae host enzymes,oxidize,prosolanapyrone-I terminal olefin when Sol6 is absent/delayed,,S006,,176,mapped_triplet
M4-FUNG-0038:R011,M4-FUNG-0038,R011,host ethanolamine,converts_nonenzymatically,solanapyrone A → solanapyrone C,,S006,,177,mapped_triplet
M4-FUNG-0038:R012,M4-FUNG-0038,R012,corrected Sol6 expression,suppresses,heterologous-host side-product formation,,S006,,178,mapped_triplet
M4-FUNG-0038:R013,M4-FUNG-0038,R013,Δsol5 feedback state,upregulates,other sol biosynthetic genes,,S004,,179,mapped_triplet
M4-FUNG-0039:R001,M4-FUNG-0039,R001,StcJ + StcK,supply,dedicated hexanoyl starter for StcA,,S015,,179,mapped_triplet
M4-FUNG-0039:R002,M4-FUNG-0039,R002,StcA,synthesizes,early sterigmatocystin polyketide/norsolorinic-acid pathway,,S005,,180,mapped_triplet
M4-FUNG-0039:R003,M4-FUNG-0039,R003,StcB + StcW,required_after,averufin,,S010,Both mutants accumulate averufin.,181,mapped_triplet
M4-FUNG-0039:R004,M4-FUNG-0039,R004,StcS + StcU,required_for,versicolorin A → sterigmatocystin segment,,S004; S017,,182,mapped_triplet
M4-FUNG-0039:R005,M4-FUNG-0039,R005,StcP,methylates,demethylsterigmatocystin → sterigmatocystin,,S008,,183,mapped_triplet
M4-FUNG-0039:R006,M4-FUNG-0039,R006,AflR,binds,TCG(N5)CGA motifs in stc promoters,,S014,,184,mapped_triplet
M4-FUNG-0039:R007,M4-FUNG-0039,R007,VeA,supports,aflR expression and ST production,,S009,,185,mapped_triplet
M4-FUNG-0039:R008,M4-FUNG-0039,R008,LaeA,supports,ST cluster transcription,,S012,,186,mapped_triplet
M4-FUNG-0039:R009,M4-FUNG-0039,R009,glucose concentration,modifies,effect of light on ST production,,S011,,187,mapped_triplet
M4-FUNG-0039:R010,M4-FUNG-0039,R010,current MIBiG gene list,underrepresents,historical 25-transcript cluster definition,,S001; S003,,188,mapped_triplet
M4-FUNG-0040:R001,M4-FUNG-0040,R001,BGC0000154,encoded_by,"EQ962655.1:1,793,486–1,841,545 displayed region",,S001,,176,mapped_triplet
M4-FUNG-0040:R002,M4-FUNG-0040,R002,TropA,synthesizes,3-methylorcinaldehyde,,S003,,177,mapped_triplet
M4-FUNG-0040:R003,M4-FUNG-0040,R003,TropB,dearomatizes,3-methylorcinaldehyde → hydroxycyclohexadienone,,S003; S005,,178,mapped_triplet
M4-FUNG-0040:R004,M4-FUNG-0040,R004,TropC,ring_expands,six-membered dienone → seven-membered tropolone/stipitaldehyde,,S003,,179,mapped_triplet
M4-FUNG-0040:R005,M4-FUNG-0040,R005,TropD,hydroxylates,stipitaldehyde methyl group → stipitacetal-forming state,,S003; S004,,180,mapped_triplet
M4-FUNG-0040:R006,M4-FUNG-0040,R006,TropE,converts,stipitacetal → stipitalide,,S004; S006,,181,mapped_triplet
M4-FUNG-0040:R007,M4-FUNG-0040,R007,TropF,opens,stipitalide/lactone toward open-chain intermediate,,S004; S006,,182,mapped_triplet
M4-FUNG-0040:R008,M4-FUNG-0040,R008,TropG,acts_in,late open-chain oxidation sequence,,S004; S006,Outside current MIBiG display.,183,mapped_triplet
M4-FUNG-0040:R009,M4-FUNG-0040,R009,TropH,oxidizes,late aldehyde → dicarboxylate,,S004; S006,,184,mapped_triplet
M4-FUNG-0040:R010,M4-FUNG-0040,R010,TropI,interconverts,dicarboxylate ↔ maleic-anhydride/stipitatonic state,,S004; S006,,185,mapped_triplet
M4-FUNG-0040:R011,M4-FUNG-0040,R011,TropJ,decarboxylates,late intermediate → stipitatic acid,,S004; S006,,186,mapped_triplet
M4-FUNG-0040:R012,M4-FUNG-0040,R012,genomic tropA intron construct,fails_in,A. oryzae heterologous expression,,S003,,187,mapped_triplet
M4-FUNG-0040:R013,M4-FUNG-0040,R013,intronless tropA construct,produces,3-methylorcinaldehyde in A. oryzae,,S003,,188,mapped_triplet
M4-FUNG-0040:R014,M4-FUNG-0040,R014,TropG,lies_outside,current MIBiG BGC0000154 displayed boundary,,S001; S006,,189,mapped_triplet
M4-FUNG-0041:R001,M4-FUNG-0041,R001,Tox1A,located_on,Race-T chr12;6 / scaffold_4,,S009; S010,,160,mapped_triplet
M4-FUNG-0041:R002,M4-FUNG-0041,R002,Tox1B,located_on,Race-T chr6;12 / scaffold_8,,S009; S010,,161,mapped_triplet
M4-FUNG-0041:R003,M4-FUNG-0041,R003,PKS1,required_for,T-toxin + high virulence,,S003,,162,mapped_triplet
M4-FUNG-0041:R004,M4-FUNG-0041,R004,PKS2,required_for,T-toxin + high virulence,,S005,,163,mapped_triplet
M4-FUNG-0041:R005,M4-FUNG-0041,R005,46357,required_for,high-level active T-toxin,,S004,,164,mapped_triplet
M4-FUNG-0041:R006,M4-FUNG-0041,R006,ChLae1 + ChVel1,positively_regulate,Tox1 transcription in dark,,S007,,165,mapped_triplet
M4-FUNG-0041:R007,M4-FUNG-0041,R007,darkness,increases,T-toxin production,,S007,,166,mapped_triplet
M4-FUNG-0041:R008,M4-FUNG-0041,R008,T-toxin,acts_on,T-cms/URF13 susceptibility system,,S011; S013,,167,mapped_triplet
M4-FUNG-0042:R001,M4-FUNG-0042,R001,BGC0000156,encoded_by,"JN257714.1:1–13,275",,S001,,161,mapped_triplet
M4-FUNG-0042:R002,M4-FUNG-0042,R002,AdaR,activates,adaA/adaB/adaC/adaD programme,,S003; S006,,162,mapped_triplet
M4-FUNG-0042:R003,M4-FUNG-0042,R003,AdaA,synthesizes,ACP-bound decaketide scaffold,,S003,,163,mapped_triplet
M4-FUNG-0042:R004,M4-FUNG-0042,R004,AdaC,hydroxylates,C2/α-carbon of ACP-bound decaketide,,S003,,164,mapped_triplet
M4-FUNG-0042:R005,M4-FUNG-0042,R005,AdaC hydroxylation,switches,AdaB off-loading from hydrolysis toward Claisen-like fourth-ring closure,,S003,,165,mapped_triplet
M4-FUNG-0042:R006,M4-FUNG-0042,R006,AdaB,catalyzes,C18–C1 fourth-ring closure,,S003,Catalytic enhancer; trace spontaneous closure occurs without it.,166,mapped_triplet
M4-FUNG-0042:R007,M4-FUNG-0042,R007,AdaD,methylates,C9 hydroxyl → TAN-1612,,S003,,167,mapped_triplet
M4-FUNG-0042:R008,M4-FUNG-0042,R008,AdaE,adjacent_to,AdaA-containing core locus,,S007,Outside five-gene MIBiG display.,168,mapped_triplet
M4-FUNG-0042:R009,M4-FUNG-0042,R009,AdaE coexpression,improves,heterologous host tolerance and extracellular TAN-1612 recovery,,S008,,169,mapped_triplet
M4-FUNG-0042:R010,M4-FUNG-0042,R010,BMS-192548,likely_tautomeric_to,TAN-1612 during purification,,S009,,170,mapped_triplet
M4-FUNG-0042:R011,M4-FUNG-0042,R011,AdaA+AdaC without AdaB,produces,trace tetracyclic product,,S003,"Shows AdaB is catalytic, not absolutely indispensable.",171,mapped_triplet
M4-FUNG-0042:R012,M4-FUNG-0042,R012,AdaA+AdaB without AdaC,produces,unhydroxylated tricyclic hydrolysis product,,S003,,172,mapped_triplet
M4-FUNG-0043:R001,M4-FUNG-0043,R001,AtX,synthesizes,6-MSA,,S003; S004,,156,mapped_triplet
M4-FUNG-0043:R002,M4-FUNG-0043,R002,AtA,converts,6-MSA → 3-methylcatechol,,S004,,157,mapped_triplet
M4-FUNG-0043:R003,M4-FUNG-0043,R003,AtE,hydroxylates,3-methylcatechol → benzenetriol,,S004,,158,mapped_triplet
M4-FUNG-0043:R004,M4-FUNG-0043,R004,AtG,enhances,AtE-dependent hydroxylation,,S004,,159,mapped_triplet
M4-FUNG-0043:R005,M4-FUNG-0043,R005,AtD,converts,benzenetriol → terremutin,,S004,,160,mapped_triplet
M4-FUNG-0043:R006,M4-FUNG-0043,R006,AtC,oxidizes,terremutin → terreic acid,,S003; S004,,161,mapped_triplet
M4-FUNG-0043:R007,M4-FUNG-0043,R007,AtF,positively_regulates,terreic-acid programme,,S003,,162,mapped_triplet
M4-FUNG-0043:R008,M4-FUNG-0043,R008,ATEG_06279,excluded_from,primary eight-gene at definition,,S003; S010,,163,mapped_triplet
M4-FUNG-0044:R001,M4-FUNG-0044,R001,BGC0000161,displayed_on,"CH476594.1:399,827–452,585",,S001,,177,mapped_triplet
M4-FUNG-0044:R002,M4-FUNG-0044,R002,TerR,activates,terA–J transcription,,S005,,178,mapped_triplet
M4-FUNG-0044:R003,M4-FUNG-0044,R003,AreA + AtfA,activate_via,terR during nitrogen limitation/methionine signaling,,S004,,179,mapped_triplet
M4-FUNG-0044:R004,M4-FUNG-0044,R004,HapX,activates_via,terR under iron limitation,,S004,,180,mapped_triplet
M4-FUNG-0044:R005,M4-FUNG-0044,R005,TerA + TerB,produce,6-hydroxymellein,,S006,,181,mapped_triplet
M4-FUNG-0044:R006,M4-FUNG-0044,R006,TerC,oxidatively_decarboxylates,6-hydroxymellein,,S007,,182,mapped_triplet
M4-FUNG-0044:R007,M4-FUNG-0044,R007,TerD,hydroxylates,TerC-derived intermediate,,S007,,183,mapped_triplet
M4-FUNG-0044:R008,M4-FUNG-0044,R008,TerG/TerJ,predicted_to_support,terrein export/self-protection,,S003; S011,Exact transported substrate unresolved.,184,mapped_triplet
M4-FUNG-0044:R009,M4-FUNG-0044,R009,terH/terI deletion,reduces_but_does_not_abolish,terrein production,,S003; S011,,185,mapped_triplet
M4-FUNG-0044:R010,M4-FUNG-0044,R010,plant-derived media,induces,terR/ter pathway,,S004,,186,mapped_triplet
M4-FUNG-0044:R011,M4-FUNG-0044,R011,terrein,reduces,Fe3+ → Fe2+,,S004,,187,mapped_triplet
M4-FUNG-0044:R012,M4-FUNG-0044,R012,terrein oxidation,produces,propylene maleic acid,,S004,,188,mapped_triplet
M4-FUNG-0044:R013,M4-FUNG-0044,R013,terrein,supports,iron acquisition in siderophore-deficient A. terreus,,S004,,189,mapped_triplet
M4-FUNG-0044:R014,M4-FUNG-0044,R014,current MIBiG product label,conflicts_with,experimental terrein identity,,S001; S003; S004,,190,mapped_triplet
M4-FUNG-0045:R001,M4-FUNG-0045,R001,VrtA,required_for,viridicatumtoxin core formation,,S003,,161,mapped_triplet
M4-FUNG-0045:R002,M4-FUNG-0045,R002,VrtC,geranylates,naphthacenedione core,,S004,,162,mapped_triplet
M4-FUNG-0045:R003,M4-FUNG-0045,R003,VrtD,supplies,GPP for prenylation,,S003,,163,mapped_triplet
M4-FUNG-0045:R004,M4-FUNG-0045,R004,VrtK,cyclizes,geranyl side chain to spirobicycle,,S005,,164,mapped_triplet
M4-FUNG-0046:R001,M4-FUNG-0046,R001,YanA,synthesizes,6-MSA,,S003,,157,mapped_triplet
M4-FUNG-0046:R002,M4-FUNG-0046,R002,YanB,decarboxylates,6-MSA → m-cresol,,S003,,158,mapped_triplet
M4-FUNG-0046:R003,M4-FUNG-0046,R003,YanI,O-mevalonylates,yanuthone precursor,,S003,,159,mapped_triplet
M4-FUNG-0046:R004,M4-FUNG-0046,R004,YanF,oxidizes,yanuthone E → yanuthone D,,S003,,160,mapped_triplet
M4-FUNG-0047:R001,M4-FUNG-0047,R001,AtaP,assembles,diketopiperazine scaffold,,S003,,157,mapped_triplet
M4-FUNG-0047:R002,M4-FUNG-0047,R002,nine-gene ata set,required_for,acetylaranotin biosynthesis,,S003,,158,mapped_triplet
M4-FUNG-0047:R003,M4-FUNG-0047,R003,current MIBiG display,broader_than,deletion-defined functional set,,S001; S003,,159,mapped_triplet
M4-FUNG-0048:R001,M4-FUNG-0048,R001,AnaPS,synthesizes,(R)-benzodiazepinedione,,S003; S004,,153,mapped_triplet
M4-FUNG-0048:R002,M4-FUNG-0048,R002,AnaPT,prenylates,benzodiazepinedione → aszonalenin,,S003,,154,mapped_triplet
M4-FUNG-0048:R003,M4-FUNG-0048,R003,AnaAT,acetylates,aszonalenin → acetylaszonalenin,,S003,,155,mapped_triplet
M4-FUNG-0049:R001,M4-FUNG-0049,R001,APS1,assembles,apicidin cyclic tetrapeptide,,S003,,158,mapped_triplet
M4-FUNG-0049:R002,M4-FUNG-0049,R002,APS3,supplies,L-pipecolic acid,,S003,,159,mapped_triplet
M4-FUNG-0049:R003,M4-FUNG-0049,R003,APS2,activates,APS cluster transcription,,S003,,160,mapped_triplet
M4-FUNG-0049:R004,M4-FUNG-0049,R004,extra-cluster FAS beta subunit,supports,Aoda precursor biosynthesis,,S004,,161,mapped_triplet
M4-FUNG-0050:R001,M4-FUNG-0050,R001,aba1,encodes,Aureobasidin A biosynthesis complex,,S003,,153,mapped_triplet
M4-FUNG-0050:R002,M4-FUNG-0050,R002,Aba1,assembles,aureobasidin A,,S003,,154,mapped_triplet
M4-FUNG-0050:R003,M4-FUNG-0050,R003,precursor pool,modifies,aureobasidin congener output,,S005,,155,mapped_triplet
M4-FUNG-0051:R001,M4-FUNG-0051,R001,BbBSLS,synthesizes,bassianolide,,S003,,153,mapped_triplet
M4-FUNG-0051:R002,M4-FUNG-0051,R002,bbBsls deletion,does_not_affect,beauvericin biosynthesis,,S003,,154,mapped_triplet
M4-FUNG-0051:R003,M4-FUNG-0051,R003,bassianolide,contributes_to,B. bassiana insect virulence,,S003,,155,mapped_triplet
M4-FUNG-0052:R001,M4-FUNG-0052,R001,KIVR,produces,D-Hiv,,S004,,153,mapped_triplet
M4-FUNG-0052:R002,M4-FUNG-0052,R002,BbBEAS,synthesizes,beauvericin,,S003,,154,mapped_triplet
M4-FUNG-0052:R003,M4-FUNG-0052,R003,beauvericin,contributes_to,insect virulence,,S003,,155,mapped_triplet
M4-FUNG-0053:R001,M4-FUNG-0053,R001,PcbAB,synthesizes,ACV,,S003,,155,mapped_triplet
M4-FUNG-0053:R002,M4-FUNG-0053,R002,PcbC,cyclizes,ACV → IPN,,S003,,156,mapped_triplet
M4-FUNG-0053:R003,M4-FUNG-0053,R003,CefP,imports,IPN into peroxisome,,S004,,157,mapped_triplet
M4-FUNG-0053:R004,M4-FUNG-0053,R004,CefD1/CefD2,convert,IPN → PenN,,S004; S005,,158,mapped_triplet
M4-FUNG-0053:R005,M4-FUNG-0053,R005,CefM,exports,PenN to cytosol,,S005,,159,mapped_triplet
M4-FUNG-0053:R006,M4-FUNG-0053,R006,PenN,feeds,late BGC0000318 pathway,,S008,,160,mapped_triplet
M4-FUNG-0054:R001,M4-FUNG-0054,R001,M4-FUNG-0053 early programme,supplies,penicillin N,,S007,,153,mapped_triplet
M4-FUNG-0054:R002,M4-FUNG-0054,R002,CefEF,converts,PenN → DAOC → DAC,,S006,,154,mapped_triplet
M4-FUNG-0054:R003,M4-FUNG-0054,R003,CefG,acetylates,DAC → cephalosporin C,,S003,,155,mapped_triplet
M4-FUNG-0054:R004,M4-FUNG-0054,R004,cefEF/cefG dosage,can_increase,CPC production,,S008,,156,mapped_triplet
M4-FUNG-0055:R001,M4-FUNG-0055,R001,ctg1_orf10,predicted core NRPS for,chaetocin ETP scaffold,,S001; S004,,141,mapped_triplet
M4-FUNG-0055:R002,M4-FUNG-0055,R002,chaetocin locus,belongs to broader family,fungal ETP biosynthetic systems,,S004; S006,,142,mapped_triplet
M4-FUNG-0056:R001,M4-FUNG-0056,R001,SimA,assembles,cyclosporin peptide core,,S005,,155,mapped_triplet
M4-FUNG-0056:R002,M4-FUNG-0056,R002,SimG/SimI/SimJ,supply/tailor,Bmt precursor,,S005,,156,mapped_triplet
M4-FUNG-0056:R003,M4-FUNG-0056,R003,SimL,positively regulates,sim cluster and cyclosporin production,,S005,,157,mapped_triplet
M4-FUNG-0056:R004,M4-FUNG-0056,R004,cyclosporin production,improves,fungal competition and insect-associated fitness,,S005,,158,mapped_triplet
M4-FUNG-0057:R001,M4-FUNG-0057,R001,DtxS1,assembles,destruxin depsipeptide scaffold,,S004,,158,mapped_triplet
M4-FUNG-0057:R002,M4-FUNG-0057,R002,DtxS3,supplies,hydroxyisocaproate precursor,,S004,,159,mapped_triplet
M4-FUNG-0057:R003,M4-FUNG-0057,R003,DtxS4,supplies,beta-alanine precursor,,S004,,160,mapped_triplet
M4-FUNG-0057:R004,M4-FUNG-0057,R004,DtxS2,oxidatively converts,upstream destruxins to downstream congeners,,S004,,161,mapped_triplet
M4-FUNG-0058:R001,M4-FUNG-0058,R001,Hty module within continuous Ecd/Hty cluster,supplies,L-homotyrosine to echinocandin-B assembly,,S004; S006,Functional precursor role is retained; physical separation is historical assembly provenance only.,144,mapped_triplet
M4-FUNG-0058:R002,M4-FUNG-0058,R002,EcdI,loads,linoleate onto EcdA,,S004,,145,mapped_triplet
M4-FUNG-0058:R003,M4-FUNG-0058,R003,EcdA,assembles,echinocandin B hexapeptide scaffold,,S004,,146,mapped_triplet
M4-FUNG-0059:R001,M4-FUNG-0059,R001,Esyn1,incorporates,2R-hydroxyisovalerate and valine into enniatin,,S001; S004,,131,mapped_triplet
M4-FUNG-0060:R001,M4-FUNG-0060,R001,living grass host state,supports/enables,high EAS transcription,,S004,,137,mapped_triplet
M4-FUNG-0060:R002,M4-FUNG-0060,R002,LpsB,acts downstream of,lysergic-acid-derived intermediates toward ergovaline,,S004,,138,mapped_triplet
M4-FUNG-0060:R003,M4-FUNG-0060,R003,EAS locus,is associated with,retrotransposon and DNA-transposon relics,,S004,,139,mapped_triplet
M4-FUNG-0061:R001,M4-FUNG-0061,R001,BrlA-controlled conidiation,enables,fumiquinazoline pathway expression,,S006,,139,mapped_triplet
M4-FUNG-0061:R002,M4-FUNG-0061,R002,FmqD secretion to cell wall,directs,conidia-enriched FQC accumulation,,S006,,140,mapped_triplet
M4-FUNG-0061:R003,M4-FUNG-0061,R003,FQC,rearranges nonenzymatically to,FQD,,S005,,141,mapped_triplet
M4-FUNG-0062:R001,M4-FUNG-0062,R001,HcpA adenylation domains,accept,Phe/Tyr/Trp and Val/Ile alternative substrates,,S004,,139,mapped_triplet
M4-FUNG-0062:R002,M4-FUNG-0062,R002,HcpA deletion,causes,loss of tetrapeptide family and smoother colony surface,,S004,,140,mapped_triplet
M4-FUNG-0063:R001,M4-FUNG-0063,R001,GliZ,positively regulates,gli cluster transcription and gliotoxin output,,S006,,146,mapped_triplet
M4-FUNG-0063:R002,M4-FUNG-0063,R002,GliP,assembles,gliotoxin diketopiperazine scaffold,,S005,,147,mapped_triplet
M4-FUNG-0063:R003,M4-FUNG-0063,R003,GliT,oxidizes,dithiol gliotoxin to epidisulfide gliotoxin,,S007,,148,mapped_triplet
M4-FUNG-0063:R004,M4-FUNG-0063,R004,GliA,exports,gliotoxin,,S008,,149,mapped_triplet
M4-FUNG-0064:R001,M4-FUNG-0064,R001,HTS1,assembles,HC-toxin cyclic tetrapeptide core,,S005,,144,mapped_triplet
M4-FUNG-0064:R002,M4-FUNG-0064,R002,TOXC and TOXF,support,Aeo precursor branch required for HC-toxin,,S006; S008,,145,mapped_triplet
M4-FUNG-0064:R003,M4-FUNG-0064,R003,TOXE,positively regulates,multiple TOX2 genes but not HTS1,,S007,,146,mapped_triplet
M4-FUNG-0064:R004,M4-FUNG-0064,R004,HC-toxin,inhibits,maize histone deacetylases,,S010,,147,mapped_triplet
M4-FUNG-0064:R005,M4-FUNG-0064,R005,TOX2 chromosome integrity,influences,toxin output and virulence,,S009,,148,mapped_triplet
M4-FUNG-0065:R001,M4-FUNG-0065,R001,HasD,builds,Trp/Ala-derived HAS scaffold,,S003,,140,mapped_triplet
M4-FUNG-0065:R002,M4-FUNG-0065,R002,HasA,positively regulates,hasB–hasH,,S003,,141,mapped_triplet
M4-FUNG-0065:R003,M4-FUNG-0065,R003,HAS overproduction,perturbs,fungal iron homeostasis,,S004,,142,mapped_triplet
M4-FUNG-0065:R004,M4-FUNG-0065,R004,HAS overproduction,increases,virulence in tested mouse model,,S003,,143,mapped_triplet
M4-FUNG-0066:R001,M4-FUNG-0066,R001,BGC0000404,overlaps biologically with,BGC0000405 three-gene penicillin pathway,,S001; S006,,138,mapped_triplet
M4-FUNG-0066:R002,M4-FUNG-0066,R002,industrial strain improvement,increases,penicillin-region copy number,,S003; S004,,139,mapped_triplet
M4-FUNG-0066:R003,M4-FUNG-0066,R003,peroxisomal competence,supports,final penicillin acylation/output,,S008,,140,mapped_triplet
M4-FUNG-0067:R001,M4-FUNG-0067,R001,PcbAB,synthesizes,ACV,,S003,,136,mapped_triplet
M4-FUNG-0067:R002,M4-FUNG-0067,R002,PcbC,converts,ACV → isopenicillin N,,S003,,137,mapped_triplet
M4-FUNG-0067:R003,M4-FUNG-0067,R003,PenDE,acylates,isopenicillin N → penicillin G/V,,S003,,138,mapped_triplet
M4-FUNG-0067:R004,M4-FUNG-0067,R004,BGC0000405,is catalytic core within/related to,BGC0000404 industrial amplification unit,,S001,,139,mapped_triplet
M4-FUNG-0068:R001,M4-FUNG-0068,R001,RoqA,synthesizes,HTD,,S003,,143,mapped_triplet
M4-FUNG-0068:R002,M4-FUNG-0068,R002,RoqD and RoqR,form alternative-order branches converging on,roquefortine C,,S003; S004,,144,mapped_triplet
M4-FUNG-0068:R003,M4-FUNG-0068,R003,RoqM→RoqO→RoqN,converts,roquefortine C → glandicoline A → glandicoline B → meleagrine,,S003,,145,mapped_triplet
M4-FUNG-0068:R004,M4-FUNG-0068,R004,phenylacetic acid,represses,roq transcription and metabolite production,,S003,,146,mapped_triplet
M4-FUNG-0069:R001,M4-FUNG-0069,R001,TdiD,converts,L-tryptophan → indolepyruvate,,S003,,137,mapped_triplet
M4-FUNG-0069:R002,M4-FUNG-0069,R002,TdiA,dimerizes/couples,two indolepyruvate-derived units,,S003,,138,mapped_triplet
M4-FUNG-0069:R003,M4-FUNG-0069,R003,TdiB,prenylates twice,terrequinone scaffold,,S003; S005,,139,mapped_triplet
M4-FUNG-0069:R004,M4-FUNG-0069,R004,TdiE,suppresses/diverts away from,off-pathway monoprenylated product,,S003,,140,mapped_triplet
M4-FUNG-0070:R001,M4-FUNG-0070,R001,VlmA/VlmB,supply,5-hydroxytetradecanoate precursor,,S003,,135,mapped_triplet
M4-FUNG-0070:R002,M4-FUNG-0070,R002,VlmS,assembles,verlamelin cyclic lipopeptide,,S003,,136,mapped_triplet
M4-FUNG-0070:R003,M4-FUNG-0070,R003,primary fatty-acid metabolism,feeds,verlamelin BGC,,S003,,137,mapped_triplet
M4-FUNG-0071:R001,M4-FUNG-0071,R001,UstR,positively regulates,ust cluster transcription,,S005,,152,mapped_triplet
M4-FUNG-0071:R002,M4-FUNG-0071,R002,UstA,contains,16 YAIG precursor motifs,,S004,,153,mapped_triplet
M4-FUNG-0071:R003,M4-FUNG-0071,R003,KexB,processes/enables,mature ustiloxin B production outside the BGC,,S005,,154,mapped_triplet
M4-FUNG-0071:R004,M4-FUNG-0071,R004,UstY/UstQ-family enzymes,perform,oxidative macrocycle maturation,,S006,,155,mapped_triplet
M4-FUNG-0072:R001,M4-FUNG-0072,R001,ATM1,builds/supports,early paspaline core,,S003; S004,,142,mapped_triplet
M4-FUNG-0072:R002,M4-FUNG-0072,R002,ATM2,performs,late oxidation/prenylation toward aflatrem,,S004,,143,mapped_triplet
M4-FUNG-0072:R003,M4-FUNG-0072,R003,VeA,positively regulates,ATM1 expression and aflatrem production,,S005,,144,mapped_triplet
M4-FUNG-0072:R004,M4-FUNG-0072,R004,ATM1 + ATM2,jointly produce,aflatrem,,S004,,145,mapped_triplet
M4-FUNG-0073:R001,M4-FUNG-0073,R001,BcBOT2,cyclizes,FPP to presilphiperfolan-8β-ol,,S003; S004,,142,mapped_triplet
M4-FUNG-0073:R002,M4-FUNG-0073,R002,BcBOT4,hydroxylates,presilphiperfolan-8β-ol at C-4,,S006,,143,mapped_triplet
M4-FUNG-0073:R003,M4-FUNG-0073,R003,BcBOT3,hydroxylates,probotryane intermediate at C-10,,S006,,144,mapped_triplet
M4-FUNG-0073:R004,M4-FUNG-0073,R004,BcBot6,positively regulates,botrydial biosynthetic programme,,S007,,145,mapped_triplet
M4-FUNG-0073:R005,M4-FUNG-0073,R005,BcBOT perturbation,can increase,botcinic-acid/polyketide output in a strain-dependent manner,,S003; S006,cross-pathway compensation,146,mapped_triplet
M4-FUNG-0074:R001,M4-FUNG-0074,R001,Ari1/Prx2,cyclizes,FPP to aristolochene,,S003; S004,,149,mapped_triplet
M4-FUNG-0074:R002,M4-FUNG-0074,R002,ORF6/Prx9,acts before or during,eremofortin B formation,,S004,inferred from silencing metabolite profile,150,mapped_triplet
M4-FUNG-0074:R003,M4-FUNG-0074,R003,ORF8/Prx11,acetylates,late eremophilane intermediate toward eremofortin A,,S004; S005,,151,mapped_triplet
M4-FUNG-0074:R004,M4-FUNG-0074,R004,prx pathway suppression,increases,mycophenolic-acid production,,S003,cross-pathway regulation,152,mapped_triplet
M4-FUNG-0074:R005,M4-FUNG-0074,R005,static culture,permits expression/product formation from,P. chrysogenum homologous PR-toxin cluster,,S003,,153,mapped_triplet
M4-FUNG-0075:R001,M4-FUNG-0075,R001,PbcR,activates,AN1592–AN1598 diterpene programme,,S003; S006,,142,mapped_triplet
M4-FUNG-0075:R002,M4-FUNG-0075,R002,PbcB/AN1592,supplies,GGPP precursor,,S003; S006,,143,mapped_triplet
M4-FUNG-0075:R003,M4-FUNG-0075,R003,PbcA/AN1594,forms,isopimarane diterpene scaffold,,S005; S006,,144,mapped_triplet
M4-FUNG-0075:R004,M4-FUNG-0075,R004,modern Pbc pathway,produces,dipleosmarane + six known isopimarane diterpenoids,,S006,,145,mapped_triplet
M4-FUNG-0076:R001,M4-FUNG-0076,R001,PbGGS,supplies,GGPP precursor for PbACS,,S004,,141,mapped_triplet
M4-FUNG-0076:R002,M4-FUNG-0076,R002,PbACS,forms,aphidicolan-16β-ol scaffold,,S004,,142,mapped_triplet
